id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,ball_receipt,clearance,off_camera,interception,out,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,counterpress,dribble,foul_won,foul_committed,ball_recovery,block,injury_stoppage,bad_behaviour,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head
9784d24a-67b8-4b2e-9d08-00d62886b547,979,1,00:24:22.016,24,22,23,Goal Keeper,36,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.0,,6ad94df9-ffdd-4d1f-a87e-117734f5ea46,6610,Iván Cuéllar Sacristán,1,Goalkeeper,1.2,40.1,,,,,,,,,,,44.0,Set,26.0,Goal Conceded,55.0,No Touch,45.0,Diving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e20c52ab-b15c-4238-b916-4b21227bfed9,984,1,00:25:16.282,25,16,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.151047,,9e413d43-a934-4128-ba44-f53586177113,6400,Aleix Vidal Parreu,2,Right Back,41.1,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,9.15478,-1.19029,2.0,Low Pass,44.5,71.5,67.0,Throw-in,,,,,,,,,,,,,,
9e413d43-a934-4128-ba44-f53586177113,985,1,00:25:17.433,25,17,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,e20c52ab-b15c-4238-b916-4b21227bfed9,5470,Ivan Rakitić,13,Right Center Midfield,44.5,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc678919-de79-4588-908d-ab839c0657a9,986,1,00:25:17.433,25,17,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,0.010019001,,9e413d43-a934-4128-ba44-f53586177113,5470,Ivan Rakitić,13,Right Center Midfield,44.5,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd8b269c-477a-41b4-af10-6143fc2f3332,44.5,71.5,,,,,,,,,,
bd8b269c-477a-41b4-af10-6143fc2f3332,987,1,00:25:17.443,25,17,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.433245,,e7ca5de4-5557-48c0-a341-212f48098770,5470,Ivan Rakitić,13,Right Center Midfield,44.5,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,9.013878,2.442593,2.0,Low Pass,37.6,77.3,,,,,,,40.0,Right Foot,,,,,,,,
e7ca5de4-5557-48c0-a341-212f48098770,988,1,00:25:18.876,25,18,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,bd8b269c-477a-41b4-af10-6143fc2f3332,6400,Aleix Vidal Parreu,2,Right Back,37.6,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e3a3868-88a5-4549-8453-e72887a0f33b,989,1,00:25:18.876,25,18,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,1.031073,,4600c2f9-c366-42de-b84a-9b5259186603,6400,Aleix Vidal Parreu,2,Right Back,37.6,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7ca5de4-5557-48c0-a341-212f48098770,37.6,77.3,,,,,,,,,,
4600c2f9-c366-42de-b84a-9b5259186603,990,1,00:25:19.907,25,19,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.665014,,b20ccd0f-0b0a-497b-b959-5571d8b911a4,6400,Aleix Vidal Parreu,2,Right Back,37.6,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,22.746649,-2.290867,1.0,Ground Pass,22.6,60.2,,,,,,,40.0,Right Foot,,,,,,,,
b20ccd0f-0b0a-497b-b959-5571d8b911a4,991,1,00:25:21.572,25,21,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,4600c2f9-c366-42de-b84a-9b5259186603,5213,Gerard Piqué Bernabéu,3,Right Center Back,22.6,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1d8070d-8c4d-49c0-94f4-0161329f5e85,992,1,00:25:21.572,25,21,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,0.877841,,990aff95-f91c-4133-9eb7-74fdecf22e66,5213,Gerard Piqué Bernabéu,3,Right Center Back,22.6,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b20ccd0f-0b0a-497b-b959-5571d8b911a4,22.2,59.6,,,,,,,,,,
990aff95-f91c-4133-9eb7-74fdecf22e66,993,1,00:25:22.450,25,22,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.946242,,5c17dc68-fbfe-47d2-9bdb-7d84bc8b8a82,5213,Gerard Piqué Bernabéu,3,Right Center Back,22.2,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,31.950743,-1.6271629,1.0,Ground Pass,20.4,27.7,,,,,,,40.0,Right Foot,,,,,,,,
5c17dc68-fbfe-47d2-9bdb-7d84bc8b8a82,994,1,00:25:24.396,25,24,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,990aff95-f91c-4133-9eb7-74fdecf22e66,10609,Jérémy Mathieu,5,Left Center Back,20.4,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18efb80a-9edf-4d3e-b260-8cdc46712e9e,995,1,00:25:24.396,25,24,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,0.94750303,,5c17dc68-fbfe-47d2-9bdb-7d84bc8b8a82,10609,Jérémy Mathieu,5,Left Center Back,20.4,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fab96821-f49a-4522-9d7a-24d10ef52b9d,24.8,23.6,,,,,,,,,,
fab96821-f49a-4522-9d7a-24d10ef52b9d,996,1,00:25:25.344,25,25,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.496032,,d1937a3f-6e23-4ddc-bbb8-7444ed8fa676,10609,Jérémy Mathieu,5,Left Center Back,24.8,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,26.315395,-0.89308804,1.0,Ground Pass,41.3,3.1,,,,,,,38.0,Left Foot,,,,,,,,
