id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,ball_receipt,clearance,off_camera,interception,out,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,counterpress,dribble,foul_won,foul_committed,ball_recovery,block,injury_stoppage,bad_behaviour,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head
d1937a3f-6e23-4ddc-bbb8-7444ed8fa676,997,1,00:25:26.840,25,26,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,fab96821-f49a-4522-9d7a-24d10ef52b9d,22102,Adriano Correia Claro,6,Left Back,41.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f702c98-503e-4f27-9eb8-818d8ac012ef,998,1,00:25:26.840,25,26,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,0.819788,,5eb2ad54-cb2d-41d1-9b36-20573f7eb000,22102,Adriano Correia Claro,6,Left Back,41.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1937a3f-6e23-4ddc-bbb8-7444ed8fa676,41.1,4.9,,,,,,,,,,
5eb2ad54-cb2d-41d1-9b36-20573f7eb000,999,1,00:25:27.660,25,27,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.429422,,649c1341-a291-4859-bd34-2737aa2e5572,22102,Adriano Correia Claro,6,Left Back,41.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,19.281597,2.1343434,1.0,Ground Pass,30.8,21.2,,,,,,,38.0,Left Foot,,,,,,,,
649c1341-a291-4859-bd34-2737aa2e5572,1000,1,00:25:29.089,25,29,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,5eb2ad54-cb2d-41d1-9b36-20573f7eb000,10609,Jérémy Mathieu,5,Left Center Back,30.8,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98318535-8779-45ab-adda-4902b321c2bb,1001,1,00:25:29.089,25,29,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,3.650879,,649c1341-a291-4859-bd34-2737aa2e5572,10609,Jérémy Mathieu,5,Left Center Back,30.8,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d15292d7-1db2-41dd-bbb1-2f0960127dd0,31.2,25.3,,,,,,,,,,
d15292d7-1db2-41dd-bbb1-2f0960127dd0,1002,1,00:25:32.740,25,32,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.783789,,f745f4b9-9d51-4b1e-9ea6-dbbfc7851091,10609,Jérémy Mathieu,5,Left Center Back,31.2,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,8.2,1.5707964,1.0,Ground Pass,31.2,33.5,,,,,,,38.0,Left Foot,,,,,,,,
f745f4b9-9d51-4b1e-9ea6-dbbfc7851091,1003,1,00:25:34.524,25,34,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,d15292d7-1db2-41dd-bbb1-2f0960127dd0,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,31.2,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe30bcee-3315-40a8-998f-e3ecd0cf044d,1004,1,00:25:34.524,25,34,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,4.759455,,0f240d40-82a0-4060-83f5-4837f2e909a2,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,31.2,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f745f4b9-9d51-4b1e-9ea6-dbbfc7851091,47.7,35.6,,,,,,,,,,
0f240d40-82a0-4060-83f5-4837f2e909a2,1005,1,00:25:39.283,25,39,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,2.041335,,0a28821a-37fc-45d5-b4ce-361b46828008,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,47.7,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,31.552654,1.4723891,1.0,Ground Pass,50.8,67.0,,,,,,,40.0,Right Foot,,,,,,,,
0a28821a-37fc-45d5-b4ce-361b46828008,1006,1,00:25:41.325,25,41,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,0f240d40-82a0-4060-83f5-4837f2e909a2,5213,Gerard Piqué Bernabéu,3,Right Center Back,50.8,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94c1f6f4-a5b2-45ae-b2d3-a404ecf51366,1007,1,00:25:41.325,25,41,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,3.310264,,0a28821a-37fc-45d5-b4ce-361b46828008,5213,Gerard Piqué Bernabéu,3,Right Center Back,50.8,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f33f13f7-f173-44a4-8067-3d219ad8df4b,55.5,64.6,,,,,,,,,,
f33f13f7-f173-44a4-8067-3d219ad8df4b,1008,1,00:25:44.635,25,44,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.393681,,e0c196de-26e3-40e2-95d2-9f57ce327549,5213,Gerard Piqué Bernabéu,3,Right Center Back,55.5,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,19.063316,-1.8145027,1.0,Ground Pass,50.9,46.1,,,,,,,40.0,Right Foot,,,,,,,,
e0c196de-26e3-40e2-95d2-9f57ce327549,1009,1,00:25:46.028,25,46,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,f33f13f7-f173-44a4-8067-3d219ad8df4b,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,50.9,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a03d3875-93f8-49a1-be1a-b1ee438338a9,1010,1,00:25:46.028,25,46,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,3.326108,,7cab655e-c294-4d10-aac2-8bc0d5b47df1,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,50.9,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0c196de-26e3-40e2-95d2-9f57ce327549,63.6,37.8,,,,,,,,,,
7cab655e-c294-4d10-aac2-8bc0d5b47df1,1011,1,00:25:49.355,25,49,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.086554,,ae16ffaf-9fc7-4f1d-85f0-288eaea99b4e,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,63.6,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,14.294055,-1.2578951,1.0,Ground Pass,68.0,24.2,,,,,,,40.0,Right Foot,,,,,,,,
ae16ffaf-9fc7-4f1d-85f0-288eaea99b4e,1012,1,00:25:50.441,25,50,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,7cab655e-c294-4d10-aac2-8bc0d5b47df1,11094,Arda Turan,15,Left Center Midfield,68.0,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350a9a6-1732-4b91-8e77-047cd3ddef3b,1013,1,00:25:50.441,25,50,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,0.780571,,3187cb1c-4f46-46ad-97f7-3be9cba2e6e1,11094,Arda Turan,15,Left Center Midfield,68.0,24.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610e550b-019e-4fa2-a71b-c2c4601e308b,66.0,24.2,,,ae16ffaf-9fc7-4f1d-85f0-288eaea99b4e,,,,,,,
610e550b-019e-4fa2-a71b-c2c4601e308b,1014,1,00:25:51.044,25,51,17,Pressure,38,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.558741,,1350a9a6-1732-4b91-8e77-047cd3ddef3b,23838,Pablo Pérez Rodríguez,17,Right Wing,51.1,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3187cb1c-4f46-46ad-97f7-3be9cba2e6e1,,,,,,,,,,,,
3187cb1c-4f46-46ad-97f7-3be9cba2e6e1,1015,1,00:25:51.222,25,51,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.789031,,610e550b-019e-4fa2-a71b-c2c4601e308b,11094,Arda Turan,15,Left Center Midfield,66.0,24.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,9.7046385,3.1106746,1.0,Ground Pass,56.3,24.5,,,,95151072-a107-46e7-84e9-2de1546233c3,,,40.0,Right Foot,,,,,,,,
95151072-a107-46e7-84e9-2de1546233c3,1016,1,00:25:53.011,25,53,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,3187cb1c-4f46-46ad-97f7-3be9cba2e6e1,10609,Jérémy Mathieu,5,Left Center Back,56.3,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36f80c69-14a4-4068-aad6-06d191ed1e25,1017,1,00:25:53.011,25,53,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,2.332062,,95151072-a107-46e7-84e9-2de1546233c3,10609,Jérémy Mathieu,5,Left Center Back,56.3,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9ca321d-e387-453a-b698-722d68cf6edf,61.2,21.0,,,,,,,,,,
c9ca321d-e387-453a-b698-722d68cf6edf,1018,1,00:25:55.343,25,55,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.371124,,5143111c-146e-44ec-b008-ef1ada5611bc,10609,Jérémy Mathieu,5,Left Center Back,61.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,20.083078,-1.0380625,1.0,Ground Pass,71.4,3.7,,,,,,,38.0,Left Foot,,,,,,,,
5143111c-146e-44ec-b008-ef1ada5611bc,1019,1,00:25:56.714,25,56,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,c9ca321d-e387-453a-b698-722d68cf6edf,4320,Neymar da Silva Santos Junior,21,Left Wing,71.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc0fde15-70e2-48b8-88fc-54d089fb5cf9,1020,1,00:25:56.714,25,56,43,Carry,38,217,Barcelona,4,From Throw In,217,Barcelona,0.232357,,5143111c-146e-44ec-b008-ef1ada5611bc,4320,Neymar da Silva Santos Junior,21,Left Wing,71.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da168a38-7260-46d3-826b-8c19477be3c3,71.4,3.7,,,,,,,,,,
da168a38-7260-46d3-826b-8c19477be3c3,1021,1,00:25:56.946,25,56,30,Pass,38,217,Barcelona,4,From Throw In,217,Barcelona,1.3384,,599f205d-b89d-4546-9bd0-90572f50055d,4320,Neymar da Silva Santos Junior,21,Left Wing,71.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,14.000714,0.7853982,3.0,High Pass,81.3,13.6,,,,d495acd3-8e9d-48a9-855c-54a3319b63fc,,,40.0,Right Foot,,9.0,Incomplete,,,,,
599f205d-b89d-4546-9bd0-90572f50055d,1022,1,00:25:58.285,25,58,42,Ball Receipt*,38,217,Barcelona,4,From Throw In,217,Barcelona,,,da168a38-7260-46d3-826b-8c19477be3c3,11094,Arda Turan,15,Left Center Midfield,83.8,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,
d495acd3-8e9d-48a9-855c-54a3319b63fc,1023,1,00:25:58.285,25,58,9,Clearance,38,217,Barcelona,4,From Throw In,1041,Sporting Gijón,0.0,,da168a38-7260-46d3-826b-8c19477be3c3,26633,Alberto Lora Ramos,2,Right Back,38.8,66.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True
