id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,pass,carry,under_pressure,ball_receipt,counterpress,interception,dribble,duel,out,clearance,off_camera,shot,goalkeeper,ball_recovery,foul_committed,block,foul_won,miscontrol,injury_stoppage,substitution,bad_behaviour,50_50,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,related_events_3,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_right_foot,pass_cross,pass_switch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,block_offensive,foul_won_defensive,related_events_4
f86d6844-5e7e-41d4-8a78-357d53e0d2ba,90,1,00:01:16.034,1,16,42,Ball Receipt*,4,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a86808e-708c-490f-93bf-71e324d483ec,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,95.2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9adc1126-a435-4e51-9b33-fb2240b27a19,91,1,00:01:16.034,1,16,14,Dribble,4,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,ab2456b6-2af9-4d6a-ae42-217a57dcab96,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,95.2,24.5,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab2456b6-2af9-4d6a-ae42-217a57dcab96,92,1,00:01:16.034,1,16,4,Duel,4,217,Barcelona,1,Regular Play,322,Eibar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,9adc1126-a435-4e51-9b33-fb2240b27a19,6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,24.9,55.6,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcfc3b68-3fb9-4180-a18a-f13e6174eb7b,93,1,00:01:16.034,1,16,43,Carry,4,217,Barcelona,1,Regular Play,322,Eibar,2.107701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97a3e4a7-ca4d-48f8-9c79-1e6bd9766c1b,6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,24.9,55.6,,,,,,,,,,,,,ab2456b6-2af9-4d6a-ae42-217a57dcab96,25.3,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a3e4a7-ca4d-48f8-9c79-1e6bd9766c1b,94,1,00:01:18.141,1,18,30,Pass,4,217,Barcelona,1,Regular Play,322,Eibar,3.773036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf43efd2-25c7-4195-b67b-d0dd1bf86db6,6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,25.3,59.2,6742.0,Sergio Gontán Gallardo,39.30051,-0.005089015,2.0,Low Pass,64.6,59.0,,,40.0,Right Foot,d6126a2e-dda8-4a66-a245-fe4fae6afdf3,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf43efd2-25c7-4195-b67b-d0dd1bf86db6,95,1,00:01:21.915,1,21,42,Ball Receipt*,4,217,Barcelona,1,Regular Play,322,Eibar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97a3e4a7-ca4d-48f8-9c79-1e6bd9766c1b,6742.0,Sergio Gontán Gallardo,17.0,Right Wing,46.9,62.0,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6126a2e-dda8-4a66-a245-fe4fae6afdf3,96,1,00:01:21.915,1,21,2,Ball Recovery,4,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97a3e4a7-ca4d-48f8-9c79-1e6bd9766c1b,7068.0,Marc Bartra Aregall,5.0,Left Center Back,55.5,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afdc9e10-93ca-4564-a0bf-813a8d77c603,97,1,00:01:21.915,1,21,43,Carry,4,217,Barcelona,1,Regular Play,217,Barcelona,3.378407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,29df4f0f-9a36-44bf-a43d-67a4d3a9f94d,7068.0,Marc Bartra Aregall,5.0,Left Center Back,55.5,21.1,,,,,,,,,,,,,963f11f8-12b9-4d90-82ad-9bf4d62886a9,70.6,22.8,d6126a2e-dda8-4a66-a245-fe4fae6afdf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29df4f0f-9a36-44bf-a43d-67a4d3a9f94d,98,1,00:01:23.865,1,23,17,Pressure,4,217,Barcelona,1,Regular Play,322,Eibar,1.378404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afdc9e10-93ca-4564-a0bf-813a8d77c603,6566.0,Borja González Tomás,23.0,Center Forward,61.2,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963f11f8-12b9-4d90-82ad-9bf4d62886a9,99,1,00:01:25.293,1,25,30,Pass,4,217,Barcelona,1,Regular Play,217,Barcelona,1.437348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bcf9de7e-7999-4bfd-a61c-0fb4dcff0715,7068.0,Marc Bartra Aregall,5.0,Left Center Back,70.6,22.8,5211.0,Jordi Alba Ramos,18.693583,-1.3933352,1.0,Ground Pass,73.9,4.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcf9de7e-7999-4bfd-a61c-0fb4dcff0715,100,1,00:01:26.730,1,26,42,Ball Receipt*,4,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963f11f8-12b9-4d90-82ad-9bf4d62886a9,5211.0,Jordi Alba Ramos,6.0,Left Back,73.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1f74d55-81a9-4746-931e-71d2037389a7,101,1,00:01:26.730,1,26,43,Carry,4,217,Barcelona,1,Regular Play,217,Barcelona,0.890749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d19f7e6-01cc-4a5d-8750-d441e837f395,5211.0,Jordi Alba Ramos,6.0,Left Back,73.9,4.4,,,,,,,,,,,,,bcf9de7e-7999-4bfd-a61c-0fb4dcff0715,76.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d19f7e6-01cc-4a5d-8750-d441e837f395,102,1,00:01:27.621,1,27,30,Pass,4,217,Barcelona,1,Regular Play,217,Barcelona,1.44056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a79043d-8871-42bd-b209-1950e505e843,5211.0,Jordi Alba Ramos,6.0,Left Back,76.0,3.4,5246.0,Luis Alberto Suárez Díaz,20.179197,0.6871242,1.0,Ground Pass,91.6,16.2,,,38.0,Left Foot,,,,,76.0,Pass Offside,,,,,,,,,,,108.0,Through Ball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a79043d-8871-42bd-b209-1950e505e843,103,1,00:01:29.062,1,29,42,Ball Receipt*,4,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d19f7e6-01cc-4a5d-8750-d441e837f395,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,91.6,16.2,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d3155f9-927f-47d2-a779-236fa80570fc,107,1,00:02:01.745,2,1,30,Pass,6,217,Barcelona,1,Regular Play,217,Barcelona,1.465163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,4b42fe87-e273-4f35-9f81-a4e23f5d9398,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,35.8,24.3,3508.0,Sandro Ramírez Castillo,14.19049,0.507783,3.0,High Pass,48.2,31.2,66.0,Recovery,,,8890c690-1ff2-44c2-b51f-da92b8fd3e9c,,,ebd3d58f-7cf8-455b-b9f5-7b00ce8cca22,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebd3d58f-7cf8-455b-b9f5-7b00ce8cca22,108,1,00:02:03.210,2,3,42,Ball Receipt*,6,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d3155f9-927f-47d2-a779-236fa80570fc,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,48.2,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12103e0e-8557-424e-b6e5-d26939371c8d,109,1,00:02:03.210,2,3,43,Carry,6,217,Barcelona,1,Regular Play,217,Barcelona,0.06731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e88f2da-b2df-40ca-aedc-967649cb3b6a,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,48.2,31.2,,,,,,,,,,,,,ebd3d58f-7cf8-455b-b9f5-7b00ce8cca22,48.2,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e88f2da-b2df-40ca-aedc-967649cb3b6a,110,1,00:02:03.278,2,3,30,Pass,6,217,Barcelona,1,Regular Play,217,Barcelona,0.806023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4a88ddc-2ea6-4317-8523-ec08c0d0dcc8,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,48.2,31.2,5470.0,Ivan Rakitić,3.132092,-1.8622531,2.0,Low Pass,47.3,28.2,,,70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4a88ddc-2ea6-4317-8523-ec08c0d0dcc8,111,1,00:02:04.084,2,4,42,Ball Receipt*,6,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e88f2da-b2df-40ca-aedc-967649cb3b6a,5470.0,Ivan Rakitić,13.0,Right Center Midfield,47.3,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee1a082d-97cb-487f-9029-dde1ed63d6f8,112,1,00:02:04.084,2,4,43,Carry,6,217,Barcelona,1,Regular Play,217,Barcelona,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692868be-128e-4d05-8e85-75219eea9c52,5470.0,Ivan Rakitić,13.0,Right Center Midfield,47.3,28.2,,,,,,,,,,,,,b4a88ddc-2ea6-4317-8523-ec08c0d0dcc8,47.3,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692868be-128e-4d05-8e85-75219eea9c52,113,1,00:02:04.164,2,4,30,Pass,6,217,Barcelona,1,Regular Play,217,Barcelona,2.40331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245fcae-83e6-42e1-ab3c-5fe0c457b028,5470.0,Ivan Rakitić,13.0,Right Center Midfield,47.3,28.2,5246.0,Luis Alberto Suárez Díaz,41.216743,0.6857295,3.0,High Pass,79.2,54.3,,,38.0,Left Foot,f0a3f725-88e9-48e2-b778-4380bbe75e15,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57800a08-61ed-4b65-9750-676316a2c16e,114,1,00:02:06.082,2,6,17,Pressure,6,217,Barcelona,1,Regular Play,217,Barcelona,0.590626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0a3f725-88e9-48e2-b778-4380bbe75e15,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,70.4,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245fcae-83e6-42e1-ab3c-5fe0c457b028,115,1,00:02:06.567,2,6,42,Ball Receipt*,6,217,Barcelona,1,Regular Play,217,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692868be-128e-4d05-8e85-75219eea9c52,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,75.1,53.2,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0a3f725-88e9-48e2-b778-4380bbe75e15,116,1,00:02:06.567,2,6,9,Clearance,6,217,Barcelona,1,Regular Play,322,Eibar,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,57800a08-61ed-4b65-9750-676316a2c16e,27239.0,Aleksandar Pantić,5.0,Left Center Back,40.9,25.8,,,,,,,,,,,,,692868be-128e-4d05-8e85-75219eea9c52,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94257162-a4ce-4a99-b81b-ca0cdc5eccc3,117,1,00:02:16.262,2,16,30,Pass,7,217,Barcelona,4,From Throw In,217,Barcelona,2.168284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,272fc2b9-e24b-49bc-b00f-b592853393eb,4324.0,Daniel Alves da Silva,2.0,Right Back,57.4,80.0,5213.0,Gerard Piqué Bernabéu,16.623478,-2.5185459,2.0,Low Pass,43.9,70.3,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
