id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,out,clearance,duel,ball_receipt,counterpress,miscontrol,off_camera,interception,ball_recovery,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,foul_committed,foul_won,substitution,block,goalkeeper,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,foul_committed_advantage,foul_won_advantage,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_type_id,pass_type_name,related_events,foul_committed_offensive,foul_won_defensive,interception_outcome_id,interception_outcome_name,pass_switch,pass_deflected,block_deflection,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,dribble_nutmeg,pass_cross,pass_cut_back,shot_first_time,block_save_block,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,player,position,location,pass_aerial_won,clearance_head,foul_committed_card_id,foul_committed_card_name,shot_end_location_2,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,pass_inswinging,pass_technique_id,pass_technique_name,pass_goal_assist
6f471861-a3bf-4362-a486-d428ccdd20ed,1709,1,00:38:38.078,38,38,23,Goal Keeper,86,217,Barcelona,1,Regular Play,220,Real Madrid,0.0,,490b73dd-de44-47cb-9d56-8f08fce4c157,5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,1.6,44.2,,,,,,,,,,,,,,,26.0,Goal Conceded,39.0,Left Hand,58.0,Touched In,45.0,Diving,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a837a4a-a6bb-4870-88d2-b2c4ceceeef4,1725,1,00:39:49.795,39,49,2,Ball Recovery,88,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,d5dd3afd-b11a-4fc0-b4c0-b707a371455e,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,54.8,22.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891c2167-83b9-4882-85b5-dc8b2a17e654,1726,1,00:39:49.795,39,49,43,Carry,88,217,Barcelona,1,Regular Play,217,Barcelona,0.6015,,46675766-eac2-4878-9c99-b2b38984fd03,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,54.8,22.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,7a837a4a-a6bb-4870-88d2-b2c4ceceeef4,cee61567-5249-4d90-870c-2907e44aeb6b,d5dd3afd-b11a-4fc0-b4c0-b707a371455e,56.1,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46675766-eac2-4878-9c99-b2b38984fd03,1727,1,00:39:50.396,39,50,22,Foul Committed,88,217,Barcelona,1,Regular Play,220,Real Madrid,0.0,,891c2167-83b9-4882-85b5-dc8b2a17e654,5695.0,James David Rodríguez Rubio,17.0,Right Wing,64.0,57.3,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,c833a4f7-ffb0-433d-8316-6324a7351bf5,cee61567-5249-4d90-870c-2907e44aeb6b,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cee61567-5249-4d90-870c-2907e44aeb6b,1728,1,00:39:50.396,39,50,21,Foul Won,88,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,46675766-eac2-4878-9c99-b2b38984fd03,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,56.1,22.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,d5dd3afd-b11a-4fc0-b4c0-b707a371455e,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c833a4f7-ffb0-433d-8316-6324a7351bf5,1729,1,00:39:50.396,39,50,43,Carry,88,217,Barcelona,1,Regular Play,217,Barcelona,1.8336,,46675766-eac2-4878-9c99-b2b38984fd03,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,56.1,22.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,c967664c-c50b-416c-b1f7-bdf944fe44ff,cee61567-5249-4d90-870c-2907e44aeb6b,d5dd3afd-b11a-4fc0-b4c0-b707a371455e,64.7,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c967664c-c50b-416c-b1f7-bdf944fe44ff,1730,1,00:39:52.230,39,52,30,Pass,88,217,Barcelona,1,Regular Play,217,Barcelona,1.591748,,23d75d8b-54a3-4406-b25e-186458690f5b,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,64.7,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,19.525623,-1.1598521,1.0,Ground Pass,72.5,6.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23d75d8b-54a3-4406-b25e-186458690f5b,1731,1,00:39:53.821,39,53,42,Ball Receipt*,88,217,Barcelona,1,Regular Play,217,Barcelona,,,c967664c-c50b-416c-b1f7-bdf944fe44ff,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,72.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390304d-ab5a-4ebc-a4d7-1b4af61b6bd8,1732,1,00:39:53.821,39,53,43,Carry,88,217,Barcelona,1,Regular Play,217,Barcelona,4.367152,,0ff7e6f4-372f-4805-b046-b805ea24e442,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,72.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23d75d8b-54a3-4406-b25e-186458690f5b,,,87.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ff7e6f4-372f-4805-b046-b805ea24e442,1733,1,00:39:58.189,39,58,30,Pass,88,217,Barcelona,1,Regular Play,217,Barcelona,1.435721,,febf1839-841b-4eed-90f2-00ffcc65c44b,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,87.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,17.41838,-3.095648,1.0,Ground Pass,69.6,6.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
