id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,related_events,duel,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_outswinging,pass_technique_id,pass_technique_name,related_events_3,pass_aerial_won,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_switch,clearance_left_foot,player,position,location,pass_cross,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,foul_won_defensive,miscontrol_aerial_won,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,ball_recovery_recovery_failure,shot_end_location_2,clearance_aerial_won,pass_through_ball,dribble_overrun
45d35445-309b-4a96-ae96-5ffb1a358877,350,1,00:07:13.308,7,13,30,Pass,14,36,Manchester City,1,Regular Play,36,Manchester City,1.187991,,42424d57-3115-480b-bae6-aa391cfedad3,20329.0,David James,1.0,Goalkeeper,12.6,45.9,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,40215.0,Jihai Sun,32.58297,0.27028972,2.0,Low Pass,44.0,54.6,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42424d57-3115-480b-bae6-aa391cfedad3,351,1,00:07:14.496,7,14,42,Ball Receipt*,14,36,Manchester City,1,Regular Play,36,Manchester City,,,45d35445-309b-4a96-ae96-5ffb1a358877,40215.0,Jihai Sun,2.0,Right Back,44.0,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ebd58f4-85ec-45b6-aa49-12910db85abb,352,1,00:07:14.798,7,14,30,Pass,14,36,Manchester City,1,Regular Play,36,Manchester City,0.844082,,e1e87ab9-1c23-47f4-9245-0a578793d7a4,40215.0,Jihai Sun,2.0,Right Back,45.3,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38552.0,Joey Barton,12.557467,-2.8425083,1.0,Ground Pass,33.3,52.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1e87ab9-1c23-47f4-9245-0a578793d7a4,353,1,00:07:15.642,7,15,42,Ball Receipt*,14,36,Manchester City,1,Regular Play,36,Manchester City,,,9ebd58f4-85ec-45b6-aa49-12910db85abb,38552.0,Joey Barton,10.0,Center Defensive Midfield,33.3,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f59e8077-972a-411b-b9ee-ae07332f7cea,354,1,00:07:15.642,7,15,30,Pass,14,36,Manchester City,1,Regular Play,36,Manchester City,1.343112,,d672851e-be85-4879-8ccc-817094da5641,38552.0,Joey Barton,10.0,Center Defensive Midfield,41.5,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20447.0,Richard Dunne,18.057962,-2.8321006,1.0,Ground Pass,24.3,52.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d672851e-be85-4879-8ccc-817094da5641,355,1,00:07:16.985,7,16,42,Ball Receipt*,14,36,Manchester City,1,Regular Play,36,Manchester City,,,f59e8077-972a-411b-b9ee-ae07332f7cea,20447.0,Richard Dunne,3.0,Right Center Back,24.3,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98969399-13a6-425d-b48c-eebac4007d81,356,1,00:07:16.985,7,16,30,Pass,14,36,Manchester City,1,Regular Play,36,Manchester City,2.585826,,1cd140d0-76a7-48f1-b349-9a6448cacf1f,20447.0,Richard Dunne,3.0,Right Center Back,28.7,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24758.0,Michael Tarnat,39.722286,-1.2347156,1.0,Ground Pass,41.8,11.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cd140d0-76a7-48f1-b349-9a6448cacf1f,357,1,00:07:19.571,7,19,42,Ball Receipt*,14,36,Manchester City,1,Regular Play,36,Manchester City,,,98969399-13a6-425d-b48c-eebac4007d81,24758.0,Michael Tarnat,6.0,Left Back,41.8,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d976cc3-e59b-45ae-8676-d28678ddd205,358,1,00:07:19.571,7,19,43,Carry,14,36,Manchester City,1,Regular Play,36,Manchester City,1.297844,,1cd140d0-76a7-48f1-b349-9a6448cacf1f,24758.0,Michael Tarnat,6.0,Left Back,41.8,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,1f56f978-4c27-4edd-8098-6b231f2d2dcb,50.3,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f56f978-4c27-4edd-8098-6b231f2d2dcb,359,1,00:07:20.868,7,20,30,Pass,14,36,Manchester City,1,Regular Play,36,Manchester City,1.572944,,22fca738-e3d3-40e4-83f5-148a9b4ad219,24758.0,Michael Tarnat,6.0,Left Back,50.3,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,3b23c0c2-9b55-4b6b-b371-b18797c3838b,,,15519.0,Nicolas Anelka,53.996296,1.0125896,3.0,High Pass,78.9,55.7,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22fca738-e3d3-40e4-83f5-148a9b4ad219,360,1,00:07:22.441,7,22,42,Ball Receipt*,14,36,Manchester City,1,Regular Play,36,Manchester City,,,1f56f978-4c27-4edd-8098-6b231f2d2dcb,15519.0,Nicolas Anelka,23.0,Center Forward,83.7,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b23c0c2-9b55-4b6b-b371-b18797c3838b,361,1,00:07:22.441,7,22,9,Clearance,14,36,Manchester City,1,Regular Play,1,Arsenal,0.0,,1f56f978-4c27-4edd-8098-6b231f2d2dcb,12529.0,Ashley Cole,6.0,Left Back,41.2,24.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90f64706-4841-41cd-9552-9fdf8a6625eb,362,1,00:07:24.845,7,24,2,Ball Recovery,14,36,Manchester City,1,Regular Play,36,Manchester City,0.0,,,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,71.3,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89f2a89e-7c31-49a5-abfb-420d8b9200eb,363,1,00:07:24.845,7,24,43,Carry,14,36,Manchester City,1,Regular Play,36,Manchester City,2.564396,,31eb02d3-8c7b-4a21-8967-15ea3059951e,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,71.3,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,90f64706-4841-41cd-9552-9fdf8a6625eb,82.8,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31eb02d3-8c7b-4a21-8967-15ea3059951e,364,1,00:07:27.409,7,27,30,Pass,14,36,Manchester City,1,Regular Play,36,Manchester City,1.150049,,37454b2a-e758-4211-9237-21d94eb5ef17,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,82.8,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15519.0,Nicolas Anelka,23.66115,-0.071909696,1.0,Ground Pass,106.4,60.5,40.0,Right Foot,,76.0,Pass Offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37454b2a-e758-4211-9237-21d94eb5ef17,365,1,00:07:28.559,7,28,42,Ball Receipt*,14,36,Manchester City,1,Regular Play,36,Manchester City,,,31eb02d3-8c7b-4a21-8967-15ea3059951e,15519.0,Nicolas Anelka,23.0,Center Forward,106.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166edd7e-dd1f-4578-986f-5c58d6db9623,452,1,00:10:22.565,10,22,41,Referee Ball-Drop,18,36,Manchester City,5,Other,36,Manchester City,0.0,,,,,,,23.3,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69ffeff3-0a9b-4425-9f1a-01f1acbfb359,453,1,00:10:22.927,10,22,30,Pass,18,36,Manchester City,5,Other,1,Arsenal,2.03712,,,15042.0,Dennis Bergkamp,24.0,Left Center Forward,98.8,68.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,24.712952,-0.53972554,1.0,Ground Pass,120.0,55.4,40.0,Right Foot,,74.0,Injury Clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ac59a5b-29aa-4c43-989d-29e8c8a2cba3,454,1,00:10:44.629,10,44,30,Pass,19,36,Manchester City,7,From Goal Kick,36,Manchester City,3.631806,,6738b83c-6500-43c8-9f28-1d1e1fa90b20,20329.0,David James,1.0,Goalkeeper,7.0,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86182,0.03862812,3.0,High Pass,89.8,39.3,40.0,Right Foot,,9.0,Incomplete,,,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738b83c-6500-43c8-9f28-1d1e1fa90b20,455,1,00:10:48.261,10,48,30,Pass,19,36,Manchester City,7,From Goal Kick,1,Arsenal,1.411448,,1ac59a5b-29aa-4c43-989d-29e8c8a2cba3,15637.0,Sulzeer Jeremiah ''Sol' Campbell,5.0,Left Center Back,30.3,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,7abd69aa-ff4e-4cc1-bb83-b472c16176e8,,,,,18.987364,0.4118073,3.0,High Pass,47.7,48.4,37.0,Head,,9.0,Incomplete,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7abd69aa-ff4e-4cc1-bb83-b472c16176e8,456,1,00:10:49.672,10,49,30,Pass,19,36,Manchester City,7,From Goal Kick,36,Manchester City,2.881772,,6738b83c-6500-43c8-9f28-1d1e1fa90b20,38552.0,Joey Barton,10.0,Center Defensive Midfield,72.4,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,d2739bfc-ebce-4240-8214-65f6ef4b7d7a,,,40217.0,Trevor Sinclair,21.435719,-1.3688263,3.0,High Pass,76.7,10.7,37.0,Head,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f33d6f52-8a62-4e73-ad63-b83ffd104b65,457,1,00:10:52.458,10,52,17,Pressure,19,36,Manchester City,7,From Goal Kick,1,Arsenal,0.778368,,8af47a9e-5a05-4f5c-a4bc-94b83375660a,15754.0,Fredrik Ljungberg,12.0,Right Midfield,42.1,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,d2739bfc-ebce-4240-8214-65f6ef4b7d7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2739bfc-ebce-4240-8214-65f6ef4b7d7a,458,1,00:10:52.554,10,52,42,Ball Receipt*,19,36,Manchester City,7,From Goal Kick,36,Manchester City,,,7abd69aa-ff4e-4cc1-bb83-b472c16176e8,40217.0,Trevor Sinclair,20.0,Left Attacking Midfield,76.7,10.7,,,True,,,,,,,,,,,,,,,,,,,,,,,f33d6f52-8a62-4e73-ad63-b83ffd104b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8af47a9e-5a05-4f5c-a4bc-94b83375660a,459,1,00:10:52.554,10,52,43,Carry,19,36,Manchester City,7,From Goal Kick,36,Manchester City,1.177233,,bb31b2de-4b27-4e56-902c-4da737d4ff06,40217.0,Trevor Sinclair,20.0,Left Attacking Midfield,76.7,10.7,,,True,,,,,,,,,,,,,,,,,,,,,,,d2739bfc-ebce-4240-8214-65f6ef4b7d7a,78.9,9.9,,,,,,,,,,,f33d6f52-8a62-4e73-ad63-b83ffd104b65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb31b2de-4b27-4e56-902c-4da737d4ff06,460,1,00:10:53.731,10,53,14,Dribble,19,36,Manchester City,7,From Goal Kick,36,Manchester City,0.0,,b79c2e94-6a91-466c-a06b-b50c2ec387d7,40217.0,Trevor Sinclair,20.0,Left Attacking Midfield,78.9,9.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b79c2e94-6a91-466c-a06b-b50c2ec387d7,461,1,00:10:53.731,10,53,4,Duel,19,36,Manchester City,7,From Goal Kick,1,Arsenal,0.0,,bb31b2de-4b27-4e56-902c-4da737d4ff06,15754.0,Fredrik Ljungberg,12.0,Right Midfield,41.2,70.2,,,True,,11.0,Tackle,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac58f2c8-e0ae-4444-a7d8-d2f6087f4d43,462,1,00:10:54.112,10,54,17,Pressure,19,36,Manchester City,7,From Goal Kick,1,Arsenal,1.055734,,507571a6-f6c1-40be-83db-392ec3de985b,15754.0,Fredrik Ljungberg,12.0,Right Midfield,40.3,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,f477368a-7eb1-4528-845e-cce1d38d92b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507571a6-f6c1-40be-83db-392ec3de985b,463,1,00:10:54.647,10,54,2,Ball Recovery,19,36,Manchester City,7,From Goal Kick,36,Manchester City,0.0,,ac58f2c8-e0ae-4444-a7d8-d2f6087f4d43,40217.0,Trevor Sinclair,20.0,Left Attacking Midfield,76.7,6.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f477368a-7eb1-4528-845e-cce1d38d92b3,464,1,00:10:54.647,10,54,43,Carry,19,36,Manchester City,7,From Goal Kick,36,Manchester City,0.778417,,1634cf75-0fc0-491f-9fc7-212a2a620f22,40217.0,Trevor Sinclair,20.0,Left Attacking Midfield,76.7,6.1,,,True,,,,,,,,,,,,,,,,,,,,,,,507571a6-f6c1-40be-83db-392ec3de985b,75.2,6.1,,,,,,,,,,,ac58f2c8-e0ae-4444-a7d8-d2f6087f4d43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634cf75-0fc0-491f-9fc7-212a2a620f22,465,1,00:10:55.426,10,55,30,Pass,19,36,Manchester City,7,From Goal Kick,36,Manchester City,0.757667,,b88325f1-d787-4158-81e2-410ebf4a4e4c,40217.0,Trevor Sinclair,20.0,Left Attacking Midfield,75.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24758.0,Michael Tarnat,12.403628,3.1174037,1.0,Ground Pass,62.8,6.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b88325f1-d787-4158-81e2-410ebf4a4e4c,466,1,00:10:56.183,10,56,42,Ball Receipt*,19,36,Manchester City,7,From Goal Kick,36,Manchester City,,,1634cf75-0fc0-491f-9fc7-212a2a620f22,24758.0,Michael Tarnat,6.0,Left Back,62.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84581b9c-5636-4463-8c4d-0685ff84c492,467,1,00:10:56.183,10,56,30,Pass,19,36,Manchester City,7,From Goal Kick,36,Manchester City,0.763071,,f3f0086d-4ac9-4d06-a0d4-f4ba1f373bfb,24758.0,Michael Tarnat,6.0,Left Back,62.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19636.0,Paul Bosvelt,12.612692,1.3142797,1.0,Ground Pass,66.0,18.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3f0086d-4ac9-4d06-a0d4-f4ba1f373bfb,468,1,00:10:56.946,10,56,42,Ball Receipt*,19,36,Manchester City,7,From Goal Kick,36,Manchester City,,,84581b9c-5636-4463-8c4d-0685ff84c492,19636.0,Paul Bosvelt,15.0,Left Center Midfield,66.0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
