id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location,pass,carry,under_pressure,counterpress,duel,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,related_events,goalkeeper,bad_behaviour_card_id,bad_behaviour_card_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,duel_outcome_id,duel_outcome_name,player,position
17085a9f-d39b-49b3-9dfd-63bcbb536bf4,3300,2,00:43:10.305,88,10,23,Goal Keeper,212,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,2f624c8f-9fc6-40dc-b565-273c7a022ee2,20015.0,Jens Lehmann,1.0,Goalkeeper,,,,,,,,,,,,,,,58.0,Touched In,45.0,Diving,44.0,Set,39.0,Left Hand,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5195f8b-3222-45e1-aae7-7355b5b287dc,3301,2,00:43:18.930,88,18,40,Injury Stoppage,212,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,,38412.0,Kolo Habib Touré,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18266c13-c050-4996-8543-68009ce04eed,3302,2,00:44:14.558,89,14,24,Bad Behaviour,212,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,,12529.0,Ashley Cole,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Yellow Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ccff695-8bd8-4c51-87c1-773540787e38,3303,2,00:44:14.877,89,14,24,Bad Behaviour,212,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,,26014.0,Eduardo César Daude Gaspar,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Yellow Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288bcf1-3e82-4f5a-96d8-68965a7be3cf,3304,2,00:44:21.393,89,21,24,Bad Behaviour,212,36,Manchester City,3,From Free Kick,36,Manchester City,0.0,,,15519.0,Nicolas Anelka,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Red Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5a40881-9ab5-47cb-b06c-b65cef200647,3338,2,00:47:09.504,92,9,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,2.801349,,f3b1e382-1fe6-484f-8755-dc08f0e4bab6,24758.0,Michael Tarnat,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,0.1,20447.0,Richard Dunne,32.88784,1.8165125,2.0,Low Pass,6.8,32.0,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,
11aeb631-a22b-42e7-988a-0c53e78fc2b2,3339,2,00:47:11.127,92,11,17,Pressure,217,36,Manchester City,4,From Throw In,1,Arsenal,1.361353,,04ebe81c-1ada-4f29-ab50-25c1a59c35fc,23816.0,José Antonio Reyes Calderón,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3,55.5,,,,,,,,,,,ed2871cb-8d9d-4b99-8dd9-2425789af8c1,f3b1e382-1fe6-484f-8755-dc08f0e4bab6,,,,,,,,,,,,,,,,,,,,,
f3b1e382-1fe6-484f-8755-dc08f0e4bab6,3340,2,00:47:12.305,92,12,42,Ball Receipt*,217,36,Manchester City,4,From Throw In,36,Manchester City,,,11aeb631-a22b-42e7-988a-0c53e78fc2b2,20447.0,Richard Dunne,3.0,Right Center Back,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,32.0,,,,,,,,,,,c5a40881-9ab5-47cb-b06c-b65cef200647,,,,,,,,,,,,,,,,,,,,,,
ed2871cb-8d9d-4b99-8dd9-2425789af8c1,3341,2,00:47:12.305,92,12,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,0.08,,04ebe81c-1ada-4f29-ab50-25c1a59c35fc,20447.0,Richard Dunne,3.0,Right Center Back,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,32.0,,,,,,,,,,,11aeb631-a22b-42e7-988a-0c53e78fc2b2,f3b1e382-1fe6-484f-8755-dc08f0e4bab6,6.3,31.4,,,,,,,,,,,,,,,,,,,
04ebe81c-1ada-4f29-ab50-25c1a59c35fc,3342,2,00:47:12.385,92,12,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,0.103258,,11aeb631-a22b-42e7-988a-0c53e78fc2b2,20447.0,Richard Dunne,3.0,Right Center Back,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,31.4,,,3.4409301,0.6202495,3.0,High Pass,9.1,33.4,,,54f6eb4e-bc5f-4d0a-8986-7169cf0aaa4d,,,,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,
54f6eb4e-bc5f-4d0a-8986-7169cf0aaa4d,3343,2,00:47:12.489,92,12,6,Block,217,36,Manchester City,4,From Throw In,1,Arsenal,0.0,,04ebe81c-1ada-4f29-ab50-25c1a59c35fc,23816.0,José Antonio Reyes Calderón,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39be2e20-64c0-4174-969a-85527ea8726a,3344,2,00:47:15.696,92,15,2,Ball Recovery,217,36,Manchester City,4,From Throw In,36,Manchester City,0.0,,,40215.0,Jihai Sun,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66fe791c-bab5-4c94-ba5e-1c6a1dab2f0e,3345,2,00:47:15.696,92,15,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,4.439209,,1448ebb5-1688-4c9d-944f-a92bc09f4927,40215.0,Jihai Sun,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,57.9,,,,,,,,,,,39be2e20-64c0-4174-969a-85527ea8726a,,31.9,58.4,,,,,,,,,,,,,,,,,,,
1448ebb5-1688-4c9d-944f-a92bc09f4927,3346,2,00:47:20.135,92,20,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,1.86758,,ba2c1b0b-4fbe-4bd1-9714-9f086a136c83,40215.0,Jihai Sun,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,58.4,38551.0,Shaun Wright-Phillips,26.353937,0.39741808,1.0,Ground Pass,56.2,68.6,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,
ba2c1b0b-4fbe-4bd1-9714-9f086a136c83,3347,2,00:47:22.003,92,22,42,Ball Receipt*,217,36,Manchester City,4,From Throw In,36,Manchester City,,,1448ebb5-1688-4c9d-944f-a92bc09f4927,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717a88fa-f758-4f38-9d7f-5108495dd076,3348,2,00:47:22.003,92,22,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,3.099218,,ba2c1b0b-4fbe-4bd1-9714-9f086a136c83,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,68.6,,,,,,,,,,,e659dd68-eda7-4698-aafb-69aea7bcbec7,f9da4e23-4d23-4127-ae8c-ae69e2bfcbfd,57.9,73.3,,,,,,,,,,,,,,,,,,,
