id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location,pass,carry,under_pressure,counterpress,duel,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,related_events,goalkeeper,bad_behaviour_card_id,bad_behaviour_card_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,duel_outcome_id,duel_outcome_name,player,position
f9da4e23-4d23-4127-ae8c-ae69e2bfcbfd,3349,2,00:47:23.716,92,23,17,Pressure,217,36,Manchester City,4,From Throw In,1,Arsenal,0.814349,,717a88fa-f758-4f38-9d7f-5108495dd076,26194.0,Pascal Cygan,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ade92e3-6a92-4dd6-ba9a-604e567978f8,3350,2,00:47:25.102,92,25,39,Dribbled Past,217,36,Manchester City,4,From Throw In,1,Arsenal,0.0,,8d563f58-48a4-45f5-abb0-da1575dc46b4,26194.0,Pascal Cygan,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,6.8,,,,,,,,,,,e659dd68-eda7-4698-aafb-69aea7bcbec7,,,,,,,,,,,,,,,,,,,,,,
e659dd68-eda7-4698-aafb-69aea7bcbec7,3351,2,00:47:25.102,92,25,14,Dribble,217,36,Manchester City,4,From Throw In,36,Manchester City,0.0,,6ade92e3-6a92-4dd6-ba9a-604e567978f8,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,73.3,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,
8d563f58-48a4-45f5-abb0-da1575dc46b4,3352,2,00:47:25.102,92,25,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,1.73762,,6ade92e3-6a92-4dd6-ba9a-604e567978f8,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,73.3,,,,,,,,,,,e659dd68-eda7-4698-aafb-69aea7bcbec7,e9e2d888-3f7f-4e65-baac-364d6eda2814,52.9,61.8,,,,,,,,,,,,,,,,,,,
e9e2d888-3f7f-4e65-baac-364d6eda2814,3353,2,00:47:26.840,92,26,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,1.651804,,e35895a8-8672-4554-ab09-892f746411e1,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,61.8,20447.0,Richard Dunne,22.52199,-2.4127378,1.0,Ground Pass,36.1,46.8,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,
e35895a8-8672-4554-ab09-892f746411e1,3354,2,00:47:28.491,92,28,42,Ball Receipt*,217,36,Manchester City,4,From Throw In,36,Manchester City,,,e9e2d888-3f7f-4e65-baac-364d6eda2814,20447.0,Richard Dunne,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931228ea-7be7-44ca-a618-5f9533b2c0bf,3355,2,00:47:28.491,92,28,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,0.223953,,54feb51a-cec8-45ba-a1b1-de97e3f4b66b,20447.0,Richard Dunne,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,46.8,,,,,,,,,,,e35895a8-8672-4554-ab09-892f746411e1,,36.1,46.8,,,,,,,,,,,,,,,,,,,
54feb51a-cec8-45ba-a1b1-de97e3f4b66b,3356,2,00:47:28.715,92,28,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,2.347026,,2a1b34ed-1080-4a82-a3ba-4262a41b4ccb,20447.0,Richard Dunne,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,46.8,24758.0,Michael Tarnat,28.080065,-0.929432,1.0,Ground Pass,52.9,24.3,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,
2a1b34ed-1080-4a82-a3ba-4262a41b4ccb,3357,2,00:47:31.062,92,31,42,Ball Receipt*,217,36,Manchester City,4,From Throw In,36,Manchester City,,,54feb51a-cec8-45ba-a1b1-de97e3f4b66b,24758.0,Michael Tarnat,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d19c0052-aa39-4696-8f87-ebc893ce72c6,3358,2,00:47:31.062,92,31,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,0.351938,,2a1b34ed-1080-4a82-a3ba-4262a41b4ccb,24758.0,Michael Tarnat,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,24.3,,,,,,,,,,,98d5d4a5-9bee-47f3-8542-0d56d5196fbe,,53.2,24.6,,,,,,,,,,,,,,,,,,,
98d5d4a5-9bee-47f3-8542-0d56d5196fbe,3359,2,00:47:31.414,92,31,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,2.452273,,59acc9d7-60f4-4d52-acec-164f904d48d5,24758.0,Michael Tarnat,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,24.6,38552.0,Joey Barton,47.493366,0.8898075,3.0,High Pass,83.1,61.5,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,
59acc9d7-60f4-4d52-acec-164f904d48d5,3360,2,00:47:33.867,92,33,42,Ball Receipt*,217,36,Manchester City,4,From Throw In,36,Manchester City,,,98d5d4a5-9bee-47f3-8542-0d56d5196fbe,38552.0,Joey Barton,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61ff8714-6431-4a0a-b1e2-5a2619c47ab4,3361,2,00:47:33.867,92,33,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,3.181791,,59acc9d7-60f4-4d52-acec-164f904d48d5,38552.0,Joey Barton,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1,61.5,,,,,,,,,,,b531382a-2f20-49a9-aa8d-12162071fe85,,79.5,49.7,,,,,,,,,,,,,,,,,,,
b531382a-2f20-49a9-aa8d-12162071fe85,3362,2,00:47:37.048,92,37,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,1.346031,,a541387a-8538-41e5-8b08-b304d9c841a9,38552.0,Joey Barton,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,49.7,40218.0,Sylvain Distin,17.098831,-1.418147,1.0,Ground Pass,82.1,32.8,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,
a541387a-8538-41e5-8b08-b304d9c841a9,3363,2,00:47:38.394,92,38,42,Ball Receipt*,217,36,Manchester City,4,From Throw In,36,Manchester City,,,b531382a-2f20-49a9-aa8d-12162071fe85,40218.0,Sylvain Distin,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7edff7a3-fcbd-4f4a-8736-ce2da7f4e3d8,3364,2,00:47:38.394,92,38,43,Carry,217,36,Manchester City,4,From Throw In,36,Manchester City,0.948337,,a541387a-8538-41e5-8b08-b304d9c841a9,40218.0,Sylvain Distin,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1,32.8,,,,,,,,,,,dda9ffbb-462f-4092-ac01-321d3c139938,,82.1,32.8,,,,,,,,,,,,,,,,,,,
dda9ffbb-462f-4092-ac01-321d3c139938,3365,2,00:47:39.343,92,39,30,Pass,217,36,Manchester City,4,From Throw In,36,Manchester City,2.77455,,4443796e-c8a6-431e-aa79-c108deea73ae,40218.0,Sylvain Distin,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1,32.8,38551.0,Shaun Wright-Phillips,50.458103,1.203907,2.0,Low Pass,100.2,79.9,,,,,,,38.0,Left Foot,75.0,Out,,,True,,,,,,,,,,,,
4443796e-c8a6-431e-aa79-c108deea73ae,3366,2,00:47:42.117,92,42,42,Ball Receipt*,217,36,Manchester City,4,From Throw In,36,Manchester City,,,dda9ffbb-462f-4092-ac01-321d3c139938,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,66.9,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,
9d120b2d-6809-42d3-bd2f-d3f73ed8aff1,3380,2,00:48:55.073,93,55,30,Pass,220,36,Manchester City,3,From Free Kick,36,Manchester City,2.39615,,c47093ac-6475-4cc5-ad7a-e73ea61ba9ea,40215.0,Jihai Sun,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,76.3,20329.0,David James,33.516117,-1.4571737,2.0,Low Pass,5.9,43.0,62.0,Free Kick,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,
c47093ac-6475-4cc5-ad7a-e73ea61ba9ea,3381,2,00:48:57.470,93,57,42,Ball Receipt*,220,36,Manchester City,3,From Free Kick,36,Manchester City,,,9d120b2d-6809-42d3-bd2f-d3f73ed8aff1,20329.0,David James,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55f92d06-b673-462b-a645-fafa89054f1e,3382,2,00:48:57.470,93,57,43,Carry,220,36,Manchester City,3,From Free Kick,36,Manchester City,0.957682,,9a0c4a3c-28a8-4271-8975-00873771558b,20329.0,David James,1.0,Goalkeeper,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,43.0,,,,,,,,,,,a9cb8b31-b919-429d-8b03-eabc7d53b2f1,c47093ac-6475-4cc5-ad7a-e73ea61ba9ea,6.3,45.5,,,,,,,,,,,,,,,,,,,
9a0c4a3c-28a8-4271-8975-00873771558b,3383,2,00:48:57.475,93,57,17,Pressure,220,36,Manchester City,3,From Free Kick,1,Arsenal,0.728017,,55f92d06-b673-462b-a645-fafa89054f1e,23816.0,José Antonio Reyes Calderón,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9cb8b31-b919-429d-8b03-eabc7d53b2f1,3384,2,00:48:58.427,93,58,30,Pass,220,36,Manchester City,3,From Free Kick,36,Manchester City,3.667052,,fbb7b574-dbe3-4d54-837c-f01490160ae3,20329.0,David James,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,45.5,24758.0,Michael Tarnat,44.26658,-1.0191413,2.0,Low Pass,29.5,7.8,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,
fbb7b574-dbe3-4d54-837c-f01490160ae3,3385,2,00:49:02.094,94,2,42,Ball Receipt*,220,36,Manchester City,3,From Free Kick,36,Manchester City,,,a9cb8b31-b919-429d-8b03-eabc7d53b2f1,24758.0,Michael Tarnat,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70e8d0f8-3476-4d5d-8d44-cbf9248320d2,3386,2,00:49:02.094,94,2,43,Carry,220,36,Manchester City,3,From Free Kick,36,Manchester City,0.260439,,006e5b8a-b0f6-49fc-b6ed-981c7233feed,24758.0,Michael Tarnat,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,7.8,,,,,,,,,,,fbb7b574-dbe3-4d54-837c-f01490160ae3,,33.4,7.2,,,,,,,,,,,,,,,,,,,
006e5b8a-b0f6-49fc-b6ed-981c7233feed,3387,2,00:49:02.355,94,2,30,Pass,220,36,Manchester City,3,From Free Kick,36,Manchester City,1.090889,,37c46f60-bbd7-4785-a797-6388543407da,24758.0,Michael Tarnat,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,7.2,38552.0,Joey Barton,14.8,0.0,1.0,Ground Pass,48.2,7.2,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,
37c46f60-bbd7-4785-a797-6388543407da,3388,2,00:49:03.446,94,3,42,Ball Receipt*,220,36,Manchester City,3,From Free Kick,36,Manchester City,,,006e5b8a-b0f6-49fc-b6ed-981c7233feed,38552.0,Joey Barton,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b553e671-605f-44b8-9529-c47cf5884d39,3389,2,00:49:03.446,94,3,43,Carry,220,36,Manchester City,3,From Free Kick,36,Manchester City,2.155137,,37c46f60-bbd7-4785-a797-6388543407da,38552.0,Joey Barton,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,7.2,,,,,,,,,,,db1bcb1c-5692-4692-96c6-05f3ba28f66b,,51.2,8.6,,,,,,,,,,,,,,,,,,,
db1bcb1c-5692-4692-96c6-05f3ba28f66b,3390,2,00:49:05.601,94,5,30,Pass,220,36,Manchester City,3,From Free Kick,36,Manchester City,4.482726,,2dfeede9-65a7-46b4-a971-b2c3d1561384,38552.0,Joey Barton,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,8.6,15399.0,Robbie Fowler,59.211487,0.55895734,3.0,High Pass,101.4,40.0,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,
2dfeede9-65a7-46b4-a971-b2c3d1561384,3391,2,00:49:09.122,94,9,42,Ball Receipt*,220,36,Manchester City,3,From Free Kick,36,Manchester City,,,db1bcb1c-5692-4692-96c6-05f3ba28f66b,15399.0,Robbie Fowler,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bb5cb2e-6173-435c-b85f-5f401e342cc4,3392,2,00:49:09.122,94,9,30,Pass,220,36,Manchester City,3,From Free Kick,36,Manchester City,0.961053,,2851a756-f20c-4572-b2ce-d941b3e114ce,15399.0,Robbie Fowler,15.0,Left Center Midfield,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,41.1,,,5.60803,3.0880723,3.0,High Pass,95.2,41.4,,,7f8e7316-7f0c-4eb8-855f-fcccb81a99bb,,,,,,9.0,Incomplete,,,,,,True,,,,,,,,,
2851a756-f20c-4572-b2ce-d941b3e114ce,3393,2,00:49:09.122,94,9,4,Duel,220,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,3bb5cb2e-6173-435c-b85f-5f401e342cc4,15637.0,Sulzeer Jeremiah ''Sol' Campbell,5.0,Left Center Back,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,39.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,
7f8e7316-7f0c-4eb8-855f-fcccb81a99bb,3394,2,00:49:10.083,94,10,9,Clearance,220,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,3bb5cb2e-6173-435c-b85f-5f401e342cc4,26194.0,Pascal Cygan,16.0,Left Midfield,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,True,37.0,Head,,,,
e6bba8e7-06ab-4802-9e1b-2ef5d259db94,3395,2,00:49:11.476,94,11,2,Ball Recovery,220,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,,26014.0,Eduardo César Daude Gaspar,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f95c066a-c429-4586-87d3-63c85d6ffd01,3396,2,00:49:11.476,94,11,43,Carry,220,36,Manchester City,3,From Free Kick,1,Arsenal,1.49897,,0184d46e-0164-401e-a1f1-0fecca65b59f,26014.0,Eduardo César Daude Gaspar,15.0,Left Center Midfield,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,39.0,,,,,,,,,,,6662a46e-5da3-4a34-b4ed-dc09e2d583fe,e6bba8e7-06ab-4802-9e1b-2ef5d259db94,34.4,40.1,,,,,,,,,,,,,,,,,,,
6662a46e-5da3-4a34-b4ed-dc09e2d583fe,3397,2,00:49:11.575,94,11,17,Pressure,220,36,Manchester City,3,From Free Kick,36,Manchester City,1.14025,,f95c066a-c429-4586-87d3-63c85d6ffd01,38552.0,Joey Barton,10.0,Center Defensive Midfield,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d96cf96-dca4-48b5-b198-20296bb66bee,3398,2,00:49:12.512,94,12,17,Pressure,220,36,Manchester City,3,From Free Kick,36,Manchester City,0.463117,,0184d46e-0164-401e-a1f1-0fecca65b59f,40217.0,Trevor Sinclair,20.0,Left Attacking Midfield,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0184d46e-0164-401e-a1f1-0fecca65b59f,3399,2,00:49:12.975,94,12,3,Dispossessed,220,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,4e01b789-1a05-4938-9ea1-6db3dd5fdb1b,26014.0,Eduardo César Daude Gaspar,15.0,Left Center Midfield,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,40.1,,,,,,,,,,,6d96cf96-dca4-48b5-b198-20296bb66bee,,,,,,,,,,,,,,,,,,,,,,
