id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,counterpress,duel,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,related_events_3,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,related_events,shot_first_time,clearance_right_foot,pass_goal_assist,shot_end_location_2
c52789d2-865b-48cd-a5fb-063ebcda52fb,3165,2,00:38:59.613,83,59,30,Pass,203,36,Manchester City,9,From Kick Off,36,Manchester City,0.703803,,13e26726-22ac-4d2e-a02f-221e476f4d08,15399,Robbie Fowler,15,Left Center Midfield,60.0,40.0,15519.0,Nicolas Anelka,2.523886,2.55359,1.0,Ground Pass,57.9,41.4,65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13e26726-22ac-4d2e-a02f-221e476f4d08,3166,2,00:39:00.317,84,0,42,Ball Receipt*,203,36,Manchester City,9,From Kick Off,36,Manchester City,,,c52789d2-865b-48cd-a5fb-063ebcda52fb,15519,Nicolas Anelka,23,Center Forward,57.9,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7da5d317-5790-4972-bc8d-4e1d3ccfcf93,3167,2,00:39:00.317,84,0,43,Carry,203,36,Manchester City,9,From Kick Off,36,Manchester City,0.349586,,0b273ee4-6932-449d-8307-554f1798e00a,15519,Nicolas Anelka,23,Center Forward,57.9,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13e26726-22ac-4d2e-a02f-221e476f4d08,57.9,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b273ee4-6932-449d-8307-554f1798e00a,3168,2,00:39:00.667,84,0,30,Pass,203,36,Manchester City,9,From Kick Off,36,Manchester City,1.316504,,a2ca1cd6-d77a-454a-9995-c005e996fe47,15519,Nicolas Anelka,23,Center Forward,57.9,41.4,38552.0,Joey Barton,9.89798,-2.823037,1.0,Ground Pass,48.5,38.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2ca1cd6-d77a-454a-9995-c005e996fe47,3169,2,00:39:01.983,84,1,42,Ball Receipt*,203,36,Manchester City,9,From Kick Off,36,Manchester City,,,0b273ee4-6932-449d-8307-554f1798e00a,38552,Joey Barton,10,Center Defensive Midfield,48.5,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5a82858-7bf5-4aef-ad62-e9d7ae592d99,3170,2,00:39:01.983,84,1,43,Carry,203,36,Manchester City,9,From Kick Off,36,Manchester City,3.357696,,a2ca1cd6-d77a-454a-9995-c005e996fe47,38552,Joey Barton,10,Center Defensive Midfield,48.5,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd8e6ae3-5955-493d-96fa-74f7a779a0ef,57.0,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd8e6ae3-5955-493d-96fa-74f7a779a0ef,3171,2,00:39:05.341,84,5,30,Pass,203,36,Manchester City,9,From Kick Off,36,Manchester City,2.640824,,10fa27ed-d39d-41bf-9f40-24259f8942b7,38552,Joey Barton,10,Center Defensive Midfield,57.0,37.8,15519.0,Nicolas Anelka,49.002552,-0.14334005,3.0,High Pass,105.5,30.8,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,efc57a6a-f1fa-4a24-9f36-1c7cb0aeb6cc,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10fa27ed-d39d-41bf-9f40-24259f8942b7,3172,2,00:39:07.982,84,7,42,Ball Receipt*,203,36,Manchester City,9,From Kick Off,36,Manchester City,,,fd8e6ae3-5955-493d-96fa-74f7a779a0ef,15519,Nicolas Anelka,23,Center Forward,103.8,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c02c04c9-72d4-4cc2-b194-3affce22eff6,3185,2,00:39:44.452,84,44,30,Pass,205,36,Manchester City,7,From Goal Kick,36,Manchester City,2.664146,,4b9c6842-6f4b-4428-98dc-a5ea67452692,20329,David James,1,Goalkeeper,6.0,44.0,,,96.37889,-0.388406,3.0,High Pass,95.2,7.5,63.0,Goal Kick,40.0,Right Foot,,,,,,,,,,,,,,True,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b9c6842-6f4b-4428-98dc-a5ea67452692,3186,2,00:39:47.117,84,47,2,Ball Recovery,205,36,Manchester City,7,From Goal Kick,1,Arsenal,0.0,,c02c04c9-72d4-4cc2-b194-3affce22eff6,40222,Laureano Bisan-Etame Mayer,2,Right Back,24.9,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
