id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,counterpress,duel,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,related_events_3,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,related_events,shot_first_time,clearance_right_foot,pass_goal_assist,shot_end_location_2
e7861054-0d5a-4c42-a9a4-04a3377b05ac,3187,2,00:39:48.741,84,48,30,Pass,205,36,Manchester City,7,From Goal Kick,1,Arsenal,2.100731,,89e239b3-5117-4895-8c33-96f4c0c5fb43,40222,Laureano Bisan-Etame Mayer,2,Right Back,26.4,73.8,,,38.143414,-0.30351046,3.0,High Pass,62.8,62.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a0f936b-eb6a-4617-b258-0e8ce8a078a1,3188,2,00:39:50.808,84,50,17,Pressure,205,36,Manchester City,7,From Goal Kick,1,Arsenal,0.847679,,89e239b3-5117-4895-8c33-96f4c0c5fb43,23816,José Antonio Reyes Calderón,24,Left Center Forward,64.8,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee1f5046-c14f-44c9-a198-9f272829a920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89e239b3-5117-4895-8c33-96f4c0c5fb43,3189,2,00:39:50.842,84,50,2,Ball Recovery,205,36,Manchester City,7,From Goal Kick,36,Manchester City,0.0,,1a0f936b-eb6a-4617-b258-0e8ce8a078a1,40218,Sylvain Distin,5,Left Center Back,57.3,17.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,e7861054-0d5a-4c42-a9a4-04a3377b05ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee1f5046-c14f-44c9-a198-9f272829a920,3190,2,00:39:50.842,84,50,43,Carry,205,36,Manchester City,7,From Goal Kick,36,Manchester City,0.981092,,1a0f936b-eb6a-4617-b258-0e8ce8a078a1,40218,Sylvain Distin,5,Left Center Back,57.3,17.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,89e239b3-5117-4895-8c33-96f4c0c5fb43,63.3,16.0,,,,,cd9bc93a-0063-43fa-bd98-e4e2bd0ff75b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd9bc93a-0063-43fa-bd98-e4e2bd0ff75b,3191,2,00:39:51.823,84,51,30,Pass,205,36,Manchester City,7,From Goal Kick,36,Manchester City,1.882708,,993e4d78-355f-4297-80b2-13177c7491be,40218,Sylvain Distin,5,Left Center Back,63.3,16.0,40217.0,Trevor Sinclair,32.28653,-0.51492023,1.0,Ground Pass,91.4,0.1,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993e4d78-355f-4297-80b2-13177c7491be,3192,2,00:39:53.705,84,53,42,Ball Receipt*,205,36,Manchester City,7,From Goal Kick,36,Manchester City,,,cd9bc93a-0063-43fa-bd98-e4e2bd0ff75b,40217,Trevor Sinclair,20,Left Attacking Midfield,78.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8431fa7-032c-4a11-817b-68ffa478f0f5,3237,2,00:40:45.107,85,45,30,Pass,207,36,Manchester City,1,Regular Play,36,Manchester City,1.880587,,16887a15-c063-4067-b34e-d2635caccbae,40218,Sylvain Distin,5,Left Center Back,30.2,30.6,20329.0,David James,21.51488,2.883086,1.0,Ground Pass,9.4,36.1,66.0,Recovery,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,c762717d-3bac-466b-b3ee-49bee5b2707c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c762717d-3bac-466b-b3ee-49bee5b2707c,3238,2,00:40:46.987,85,46,42,Ball Receipt*,207,36,Manchester City,1,Regular Play,36,Manchester City,,,c8431fa7-032c-4a11-817b-68ffa478f0f5,20329,David James,1,Goalkeeper,9.4,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b33f6c9f-77d3-4109-ad99-a8f36dbac858,3239,2,00:40:46.987,85,46,43,Carry,207,36,Manchester City,1,Regular Play,36,Manchester City,1.626294,,661c5994-ac93-4825-b733-314d6966a425,20329,David James,1,Goalkeeper,9.4,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c762717d-3bac-466b-b3ee-49bee5b2707c,9.1,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661c5994-ac93-4825-b733-314d6966a425,3240,2,00:40:48.613,85,48,30,Pass,207,36,Manchester City,1,Regular Play,36,Manchester City,1.656966,,2113bbaf-d8f0-43af-8a06-7283796ed14e,20329,David James,1,Goalkeeper,9.1,36.1,40218.0,Sylvain Distin,14.851936,-1.0257579,1.0,Ground Pass,16.8,23.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113bbaf-d8f0-43af-8a06-7283796ed14e,3241,2,00:40:50.270,85,50,42,Ball Receipt*,207,36,Manchester City,1,Regular Play,36,Manchester City,,,661c5994-ac93-4825-b733-314d6966a425,40218,Sylvain Distin,5,Left Center Back,16.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879ef714-edcf-407b-b07d-6aadbd157407,3242,2,00:40:50.270,85,50,43,Carry,207,36,Manchester City,1,Regular Play,36,Manchester City,3.321513,,2113bbaf-d8f0-43af-8a06-7283796ed14e,40218,Sylvain Distin,5,Left Center Back,16.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2e396c7-8f00-49d5-96b4-58695f3a0bf9,16.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2e396c7-8f00-49d5-96b4-58695f3a0bf9,3243,2,00:40:53.592,85,53,30,Pass,207,36,Manchester City,1,Regular Play,36,Manchester City,2.162494,,6d31d087-b0f1-40b1-90fc-768beb388204,40218,Sylvain Distin,5,Left Center Back,16.8,23.4,40215.0,Jihai Sun,31.287697,1.3320191,1.0,Ground Pass,24.2,53.8,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d31d087-b0f1-40b1-90fc-768beb388204,3244,2,00:40:55.754,85,55,42,Ball Receipt*,207,36,Manchester City,1,Regular Play,36,Manchester City,,,a2e396c7-8f00-49d5-96b4-58695f3a0bf9,40215,Jihai Sun,2,Right Back,24.2,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832bb6bd-86c1-40bf-9508-09b25cabffe1,3245,2,00:40:55.754,85,55,43,Carry,207,36,Manchester City,1,Regular Play,36,Manchester City,0.579093,,48bec99e-20bb-454a-a8bc-58238d8fe36d,40215,Jihai Sun,2,Right Back,24.2,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d31d087-b0f1-40b1-90fc-768beb388204,29.2,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
