id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,counterpress,duel,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,pass,pass_outcome_id,pass_outcome_name,related_events_1,carry_end_location_0,carry_end_location_1,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events_2,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,related_events_3,foul_committed_advantage,foul_won_advantage,foul_won_defensive,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,pass_aerial_won,clearance_left_foot,clearance_right_foot,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_4,pass_cut_back,ball_recovery_recovery_failure,shot_first_time,goalkeeper_end_location_0,goalkeeper_end_location_1,shot_aerial_won,pass_switch,50_50_outcome_id,50_50_outcome_name,pass_inswinging,pass_technique_id,pass_technique_name
254355f6-6849-4cce-a8e0-8fa6d519d304,1643,1,00:38:36.940,38,36,42,Ball Receipt*,77,36,Manchester City,1,Regular Play,36,Manchester City,,,292369d6-b366-4cbc-9cbd-b82e9361d562,15519,Nicolas Anelka,23,Center Forward,74.9,12.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,a7e9eaeb-873e-4b78-9061-354e0cd72b68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c043726f-7dec-4c7d-9986-9cb4ee806d27,1644,1,00:38:36.940,38,36,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,3.605806,,a7e9eaeb-873e-4b78-9061-354e0cd72b68,15519,Nicolas Anelka,23,Center Forward,77.0,10.7,38552.0,Joey Barton,27.28681,2.8859477,1.0,Ground Pass,50.6,17.6,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,fb308a53-4e2c-46c3-bef6-2eb5541e31f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb308a53-4e2c-46c3-bef6-2eb5541e31f9,1645,1,00:38:40.545,38,40,42,Ball Receipt*,77,36,Manchester City,1,Regular Play,36,Manchester City,,,c043726f-7dec-4c7d-9986-9cb4ee806d27,38552,Joey Barton,10,Center Defensive Midfield,50.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df89d478-8a9c-4dc3-87e6-d3ced1c3bc6c,1646,1,00:38:40.545,38,40,43,Carry,77,36,Manchester City,1,Regular Play,36,Manchester City,1.056201,,732ddc60-4b0b-4be9-8dce-a8ef782b2ffc,38552,Joey Barton,10,Center Defensive Midfield,50.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb308a53-4e2c-46c3-bef6-2eb5541e31f9,46.8,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732ddc60-4b0b-4be9-8dce-a8ef782b2ffc,1647,1,00:38:41.602,38,41,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,1.067219,,58e8b95d-49c5-4580-a869-a209ce6f097b,38552,Joey Barton,10,Center Defensive Midfield,46.8,21.8,38551.0,Shaun Wright-Phillips,18.613167,-0.037616655,1.0,Ground Pass,65.4,21.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58e8b95d-49c5-4580-a869-a209ce6f097b,1648,1,00:38:42.669,38,42,42,Ball Receipt*,77,36,Manchester City,1,Regular Play,36,Manchester City,,,732ddc60-4b0b-4be9-8dce-a8ef782b2ffc,38551,Shaun Wright-Phillips,18,Right Attacking Midfield,65.4,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fd46b68-ea84-4a3a-b613-d2da80cc853f,1649,1,00:38:42.669,38,42,43,Carry,77,36,Manchester City,1,Regular Play,36,Manchester City,0.073883,,58e8b95d-49c5-4580-a869-a209ce6f097b,38551,Shaun Wright-Phillips,18,Right Attacking Midfield,65.4,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b05afc6c-5037-423e-b590-49016a2cd15e,64.6,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b05afc6c-5037-423e-b590-49016a2cd15e,1650,1,00:38:42.743,38,42,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,1.038203,,3839da96-6bed-4cc5-b17f-223f81fa1c2b,38551,Shaun Wright-Phillips,18,Right Attacking Midfield,64.6,22.0,15519.0,Nicolas Anelka,16.05148,0.7809929,1.0,Ground Pass,76.0,33.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,77bf7772-e4ea-491d-9139-17b455648339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77bf7772-e4ea-491d-9139-17b455648339,1651,1,00:38:43.781,38,43,42,Ball Receipt*,77,36,Manchester City,1,Regular Play,36,Manchester City,,,b05afc6c-5037-423e-b590-49016a2cd15e,15519,Nicolas Anelka,23,Center Forward,77.9,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839da96-6bed-4cc5-b17f-223f81fa1c2b,1652,1,00:38:43.781,38,43,10,Interception,77,36,Manchester City,1,Regular Play,1,Arsenal,0.0,,b05afc6c-5037-423e-b590-49016a2cd15e,15637,Sulzeer Jeremiah ''Sol' Campbell,5,Left Center Back,44.1,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ba650a9-1f58-4aa1-a2c5-7ea10bcb0c62,1653,1,00:38:45.031,38,45,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,2.570556,,,38552,Joey Barton,10,Center Defensive Midfield,63.6,39.6,,,49.80773,-0.8835129,3.0,High Pass,95.2,1.1,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ed31968-0676-4224-98a4-98d19749fda7,1681,1,00:39:18.704,39,18,2,Ball Recovery,79,36,Manchester City,1,Regular Play,36,Manchester City,0.0,,,20329,David James,1,Goalkeeper,8.4,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64cc7547-358a-4ca6-8136-f03e6a7ab9aa,1682,1,00:39:18.704,39,18,43,Carry,79,36,Manchester City,1,Regular Play,36,Manchester City,10.701381,,1ed31968-0676-4224-98a4-98d19749fda7,20329,David James,1,Goalkeeper,8.4,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67209467-c24f-4d40-8e28-a8d9e329d0fb,10.7,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67209467-c24f-4d40-8e28-a8d9e329d0fb,1683,1,00:39:29.405,39,29,30,Pass,79,36,Manchester City,1,Regular Play,36,Manchester City,3.019841,,c4b4d4a7-0329-4c08-b9b5-c0d51ed3c9ac,20329,David James,1,Goalkeeper,10.7,44.0,,,72.82555,0.3504134,3.0,High Pass,79.1,69.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
