id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,counterpress,duel,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,pass,pass_outcome_id,pass_outcome_name,related_events_1,carry_end_location_0,carry_end_location_1,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events_2,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,related_events_3,foul_committed_advantage,foul_won_advantage,foul_won_defensive,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,pass_aerial_won,clearance_left_foot,clearance_right_foot,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_4,pass_cut_back,ball_recovery_recovery_failure,shot_first_time,goalkeeper_end_location_0,goalkeeper_end_location_1,shot_aerial_won,pass_switch,50_50_outcome_id,50_50_outcome_name,pass_inswinging,pass_technique_id,pass_technique_name
cae1a9a0-41a5-44b0-b04d-bd6db02b1b93,1597,1,00:37:17.300,37,17,30,Pass,74,36,Manchester City,9,From Kick Off,36,Manchester City,1.35589,,5cf7df13-0324-4e97-ba11-0b4bd615e275,15519,Nicolas Anelka,23,Center Forward,61.0,40.1,38465.0,Claudio Reyna,11.016806,2.9958446,1.0,Ground Pass,50.1,41.7,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cf7df13-0324-4e97-ba11-0b4bd615e275,1598,1,00:37:18.656,37,18,42,Ball Receipt*,74,36,Manchester City,9,From Kick Off,36,Manchester City,,,cae1a9a0-41a5-44b0-b04d-bd6db02b1b93,38465,Claudio Reyna,13,Right Center Midfield,50.1,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4af05dfb-2bcf-475d-b7ff-5f88be9359a8,1599,1,00:37:19.256,37,19,30,Pass,74,36,Manchester City,9,From Kick Off,36,Manchester City,0.623132,,a3f9bb50-42d1-4bc5-8272-a1f846b4bf3d,38465,Claudio Reyna,13,Right Center Midfield,50.1,41.7,,,26.217743,0.4926497,2.0,Low Pass,73.2,54.1,40.0,Right Foot,,,,,,,,,,,,,,,,True,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132f9b0-ce57-4006-b2e1-3e3b55da5372,1636,1,00:38:29.560,38,29,2,Ball Recovery,77,36,Manchester City,1,Regular Play,36,Manchester City,0.0,,f31033c9-67c8-4ecf-9b74-9bfa80d2361f,20329,David James,1,Goalkeeper,12.4,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76e6c7d-3c79-494a-abb2-fae0188ff6a9,1637,1,00:38:29.560,38,29,43,Carry,77,36,Manchester City,1,Regular Play,36,Manchester City,1.46505,,4132f9b0-ce57-4006-b2e1-3e3b55da5372,20329,David James,1,Goalkeeper,12.4,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7a6666c-3fd1-4caa-b794-9caaeafeaeaa,13.1,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7a6666c-3fd1-4caa-b794-9caaeafeaeaa,1638,1,00:38:31.025,38,31,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,3.010691,,5fade226-87c6-48cd-81e8-3fbe2d370aa0,20329,David James,1,Goalkeeper,13.1,45.2,24758.0,Michael Tarnat,28.585485,-1.1682013,2.0,Low Pass,24.3,18.9,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fade226-87c6-48cd-81e8-3fbe2d370aa0,1639,1,00:38:34.036,38,34,42,Ball Receipt*,77,36,Manchester City,1,Regular Play,36,Manchester City,,,d7a6666c-3fd1-4caa-b794-9caaeafeaeaa,24758,Michael Tarnat,6,Left Back,24.3,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f80662c-0021-49b8-a634-5380d1fd37dd,1640,1,00:38:34.036,38,34,43,Carry,77,36,Manchester City,1,Regular Play,36,Manchester City,2.011547,,292369d6-b366-4cbc-9cbd-b82e9361d562,24758,Michael Tarnat,6,Left Back,24.3,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fade226-87c6-48cd-81e8-3fbe2d370aa0,33.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292369d6-b366-4cbc-9cbd-b82e9361d562,1641,1,00:38:36.047,38,36,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,0.892632,,254355f6-6849-4cce-a8e0-8fa6d519d304,24758,Michael Tarnat,6,Left Back,33.6,10.1,15519.0,Nicolas Anelka,41.34368,0.04597243,1.0,Ground Pass,74.9,12.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7e9eaeb-873e-4b78-9061-354e0cd72b68,1642,1,00:38:36.838,38,36,17,Pressure,77,36,Manchester City,1,Regular Play,1,Arsenal,0.185864,,254355f6-6849-4cce-a8e0-8fa6d519d304,40222,Laureano Bisan-Etame Mayer,2,Right Back,43.8,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c043726f-7dec-4c7d-9986-9cb4ee806d27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
