,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
27144,4.25,1.26,4,6.25,2.36,4,0.48,,1,0.05,,1,0.57,,1,0.19,,1.0,2.0,,1.0
26685,3.75,2.38,8,2.38,1.51,8,0.5,,1,0.0,,1,0.53,,1,0.24,,1.0,2.0,,1.0
26848,5.75,2.77,12,6.33,2.87,12,0.0,,1,0.2,,1,0.27,,1,0.36,,1.0,2.0,,1.0
4711,3.71,1.7,7,4.29,2.43,7,0.0,,1,0.0,,1,0.45,,1,0.2,,1.0,2.0,,1.0
24255,1.86,1.35,7,3.0,1.83,7,0.0,,1,0.0,,1,0.0,,1,0.15,,1.0,2.0,,1.0
6852,4.71,2.81,7,5.43,3.41,7,0.54,,1,0.12,,1,0.72,,1,0.4,,1.0,2.0,,1.0
6914,2.9,1.79,10,4.0,1.56,10,0.0,,1,0.0,,1,0.0,,1,0.12,,1.0,2.0,,1.0
18404,3.0,1.0,3,4.67,1.53,3,0.12,,1,0.12,,1,0.42,,1,,,,,,
24138,3.5,0.93,8,4.62,1.6,8,0.33,,1,0.09,,1,0.42,,1,0.27,,1.0,2.0,,1.0
11539,3.8,1.99,10,2.1,1.85,10,0.0,,1,0.15,,1,0.2,,1,0.37,,1.0,3.0,,1.0
7900,3.6,2.17,10,1.9,1.37,10,0.32,,1,0.17,,1,0.62,,1,0.13,,1.0,3.0,,1.0
11542,5.33,1.51,6,3.5,1.38,6,0.44,,1,0.06,,1,0.59,,1,0.35,,1.0,2.0,,1.0
6713,3.6,2.27,10,4.1,2.13,10,0.67,,1,0.02,,1,0.47,,1,0.21,,1.0,2.0,,1.0
26690,2.43,2.07,7,1.0,1.15,7,0.0,,1,0.0,,1,0.0,,1,0.15,,1.0,3.0,,1.0
9246,6.5,3.54,2,7.5,3.54,2,0.44,,1,0.1,,1,0.62,,1,0.31,,1.0,2.0,,1.0
23761,5.5,3.11,4,3.5,1.91,4,0.0,,1,0.15,,1,0.3,,1,0.39,,1.0,2.0,,1.0
11298,3.5,1.87,6,4.67,2.16,6,0.71,,1,0.01,,1,0.53,,1,0.31,,1.0,2.0,,1.0
26607,4.2,2.59,5,4.2,1.3,5,0.48,,1,0.14,,1,0.59,,1,0.16,,1.0,3.0,,1.0
10727,3.5,0.71,2,3.5,3.54,2,0.41,,1,0.09,,1,0.62,,1,0.31,,1.0,3.0,,1.0
26070,1.0,0.0,2,3.0,1.41,2,0.45,,1,0.02,,1,0.4,,1,0.06,,1.0,2.0,,1.0
26222,5.2,1.79,5,4.8,2.59,5,0.18,,1,0.27,,1,0.62,,1,0.29,,1.0,3.0,,1.0
10612,1.67,2.08,3,3.0,1.73,3,0.67,,1,0.0,,1,0.31,,1,0.18,,1.0,2.0,,1.0
11543,2.0,,1,3.0,,1,0.5,,1,0.02,,1,0.43,,1,,,,,,
6743,4.0,2.83,2,5.0,4.24,2,0.33,,1,0.04,,1,0.43,,1,,,,,,
26797,7.0,,1,4.0,,1,0.55,,1,0.07,,1,0.67,,1,,,,,,
24782,1.0,,1,2.0,,1,0.5,,1,0.0,,1,0.4,,1,,,,,,
16073,5.0,,1,1.0,,1,0.46,,1,0.01,,1,0.65,,1,,,,,,
