,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
11542,6.0,,1,3.0,,1,0.47,,1,0.06,,1,0.71,,1,0.41,,1.0,3.0,,1.0
26685,6.0,1.41,2,3.5,0.71,2,0.56,,1,0.02,,1,0.67,,1,0.29,,1.0,3.0,,1.0
7900,6.0,0.0,2,4.0,2.83,2,0.35,,1,0.07,,1,0.71,,1,0.33,,1.0,3.0,,1.0
10612,5.0,,1,4.0,,1,0.52,,1,0.05,,1,0.62,,1,0.27,,1.0,2.0,,1.0
6852,4.67,2.52,3,4.33,1.15,3,0.51,,1,0.12,,1,0.77,,1,0.44,,1.0,2.0,,1.0
24138,3.67,2.31,3,4.33,1.53,3,0.62,,1,0.04,,1,0.67,,1,0.36,,1.0,2.0,,1.0
4711,4.0,1.0,3,4.33,1.15,3,0.49,,1,0.08,,1,0.67,,1,0.32,,1.0,3.0,,1.0
26848,5.67,2.08,3,5.67,3.21,3,0.37,,1,0.23,,1,0.83,,1,0.45,,1.0,2.0,,1.0
27144,4.0,,1,6.0,,1,0.44,,1,0.04,,1,0.59,,1,0.23,,1.0,2.0,,1.0
11298,2.0,1.0,3,3.33,1.15,3,0.5,,1,0.03,,1,0.5,,1,0.11,,1.0,3.0,,1.0
6914,1.67,0.58,3,3.0,0.0,3,0.25,,1,0.01,,1,0.53,,1,0.12,,1.0,2.0,,1.0
6713,3.5,0.71,2,3.0,1.41,2,0.71,,1,0.01,,1,0.62,,1,0.3,,1.0,2.0,,1.0
23761,5.0,,1,2.0,,1,0.14,,1,0.08,,1,0.53,,1,,,,,,
24255,1.5,2.12,2,4.0,1.41,2,0.12,,1,0.05,,1,0.53,,1,0.14,,1.0,2.0,,1.0
26222,1.5,2.12,2,3.5,3.54,2,0.42,,1,0.07,,1,0.56,,1,0.2,,1.0,2.0,,1.0
26607,0.0,,1,1.0,,1,0.0,,1,0.0,,1,0.0,,1,,,,,,
26690,5.0,,1,0.0,,1,0.1,,1,0.0,,1,0.65,,1,,,,,,
