,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
11542,2.5,2.12,2,1.5,0.71,2,0.22,,1,0.04,,1,0.56,,1,0.41,,1,5.0,,1
6852,4.0,,1,5.0,,1,0.19,,1,0.31,,1,0.56,,1,0.39,,1,3.0,,1
23761,4.0,,1,3.0,,1,0.21,,1,0.33,,1,0.62,,1,0.49,,1,3.0,,1
6713,1.0,,1,2.0,,1,0.33,,1,0.1,,1,0.42,,1,0.18,,1,3.0,,1
10727,3.0,,1,2.0,,1,0.22,,1,0.14,,1,0.56,,1,0.3,,1,4.0,,1
11543,3.0,,1,4.0,,1,0.18,,1,0.28,,1,0.53,,1,0.29,,1,4.0,,1
26848,1.5,0.71,2,3.0,1.41,2,0.21,,1,0.47,,1,0.5,,1,0.4,,1,3.0,,1
26222,1.0,,1,1.0,,1,0.0,,1,0.0,,1,0.4,,1,0.14,,1,4.0,,1
11539,4.5,0.71,2,2.5,0.71,2,0.15,,1,0.43,,1,0.69,,1,0.57,,1,4.0,,1
26070,1.0,,1,2.0,,1,0.33,,1,0.02,,1,0.32,,1,0.07,,1,4.0,,1
9246,4.0,,1,2.0,,1,0.36,,1,0.08,,1,0.56,,1,0.47,,1,4.0,,1
26690,2.0,,1,1.0,,1,0.5,,1,0.07,,1,0.5,,1,0.35,,1,4.0,,1
18404,2.0,,1,2.0,,1,0.17,,1,0.04,,1,0.47,,1,0.23,,1,5.0,,1
24255,1.0,,1,3.0,,1,0.2,,1,0.01,,1,0.31,,1,0.1,,1,3.0,,1
24138,2.0,,1,3.0,,1,0.11,,1,0.33,,1,0.43,,1,0.22,,1,3.0,,1
27144,2.0,,1,3.0,,1,0.11,,1,0.18,,1,0.38,,1,0.12,,1,4.0,,1
6914,1.0,,1,3.0,,1,0.4,,1,0.01,,1,0.28,,1,0.05,,1,4.0,,1
24782,3.0,,1,1.0,,1,0.25,,1,0.05,,1,0.53,,1,0.32,,1,5.0,,1
