,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
11542,7.27,2.83,11,4.0,2.19,11,0.82,,1,0.01,,1,0.91,,1,0.37,,1.0,2.0,,1.0
26685,4.9,3.51,10,3.6,2.12,10,0.84,,1,0.01,,1,0.76,,1,0.41,,1.0,3.0,,1.0
26848,4.37,3.32,19,5.21,2.84,19,0.4,,1,0.1,,1,0.59,,1,0.27,,1.0,2.0,,1.0
18404,4.43,1.81,7,5.57,2.57,7,0.38,,1,0.09,,1,0.56,,1,0.29,,1.0,2.0,,1.0
26607,4.6,2.17,10,5.5,2.46,10,0.8,,1,0.02,,1,0.7,,1,0.24,,1.0,3.0,,1.0
24255,2.7,2.0,10,4.6,2.27,10,0.46,,1,0.06,,1,0.56,,1,0.24,,1.0,2.0,,1.0
7900,5.19,2.32,16,3.06,2.38,16,0.48,,1,0.04,,1,0.58,,1,0.5,,1.0,3.0,,1.0
4711,4.0,3.49,12,4.5,3.83,12,0.66,,1,0.08,,1,0.91,,1,0.29,,1.0,2.0,,1.0
11298,3.9,2.23,10,5.0,2.54,10,0.77,,1,0.01,,1,0.65,,1,0.34,,1.0,3.0,,1.0
26222,4.0,2.83,9,5.44,3.71,9,0.31,,1,0.13,,1,0.62,,1,0.32,,1.0,2.0,,1.0
24138,4.67,2.61,12,5.17,2.33,12,0.69,,1,0.06,,1,0.76,,1,0.27,,1.0,2.0,,1.0
6852,5.14,2.93,14,5.0,3.66,14,0.76,,1,0.03,,1,0.76,,1,0.4,,1.0,3.0,,1.0
11539,5.33,2.19,12,2.92,1.83,12,0.82,,1,0.02,,1,0.76,,1,0.35,,1.0,4.0,,1.0
27144,2.83,1.94,6,3.5,2.66,6,0.0,,1,0.0,,1,0.14,,1,0.23,,1.0,2.0,,1.0
6914,3.29,2.64,14,4.0,2.83,14,0.73,,1,0.02,,1,0.65,,1,0.33,,1.0,3.0,,1.0
6713,4.29,2.55,14,5.64,2.98,14,0.43,,1,0.09,,1,0.53,,1,0.21,,1.0,3.0,,1.0
9246,4.75,3.1,4,3.75,1.71,4,0.8,,1,0.01,,1,0.65,,1,0.21,,1.0,2.0,,1.0
26690,6.5,2.52,4,3.75,2.36,4,0.33,,1,0.12,,1,0.53,,1,0.41,,1.0,3.0,,1.0
26070,2.0,0.82,4,5.0,1.63,4,0.56,,1,0.01,,1,0.5,,1,0.12,,1.0,2.0,,1.0
23761,4.5,3.11,4,2.5,2.52,4,1.0,,1,0.0,,1,0.61,,1,0.32,,1.0,2.0,,1.0
10727,5.33,1.53,3,4.33,2.08,3,0.59,,1,0.03,,1,0.67,,1,0.25,,1.0,3.0,,1.0
11543,5.75,2.63,4,7.0,4.24,4,0.81,,1,0.01,,1,0.7,,1,0.2,,1.0,2.0,,1.0
10612,4.5,2.65,4,6.0,3.83,4,0.7,,1,0.02,,1,0.7,,1,0.17,,1.0,2.0,,1.0
43354,2.0,,1,2.0,,1,0.83,,1,0.0,,1,0.52,,1,0.07,,1.0,2.0,,1.0
26797,5.33,1.15,3,4.33,1.15,3,0.39,,1,0.06,,1,0.62,,1,0.32,,1.0,3.0,,1.0
6743,2.67,0.58,3,2.67,0.58,3,0.5,,1,0.01,,1,0.45,,1,0.15,,1.0,3.0,,1.0
24782,3.0,,1,2.0,,1,0.39,,1,0.01,,1,0.49,,1,,,,,,
