,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
0_1,8.0,0.0,1,5.0,0.0,1,0.78,0.0,1,0.02,0.0,1,0.79,0.0,1,0.28,0.0,1,2.0,0.0,1
0_2,8.0,0.0,1,5.0,0.0,1,0.78,0.0,1,0.02,0.0,1,0.79,0.0,1,0.16,0.0,1,2.0,0.0,1
1_2,8.0,0.0,1,5.0,0.0,1,0.78,0.0,1,0.02,0.0,1,0.79,0.0,1,0.28,0.0,1,2.0,0.0,1
1_0,5.6,3.01,5,5.2,2.48,5,0.46,0.0,1,0.05,0.0,1,0.48,0.0,1,0.18,0.0,1,2.0,0.0,1
2_0,1.5,0.5,2,2.5,0.5,2,0.33,0.0,1,0.04,0.0,1,0.24,0.0,1,0.02,0.0,1,4.0,0.0,1
3_0,6.5,0.5,2,4.5,0.5,2,0.86,0.0,1,0.0,0.0,1,0.77,0.0,1,0.29,0.0,1,2.0,0.0,1
4_0,5.0,2.83,3,5.33,2.87,3,0.69,0.0,1,0.03,0.0,1,0.71,0.0,1,0.23,0.0,1,2.0,0.0,1
5_0,5.0,2.83,3,5.33,2.87,3,0.69,0.0,1,0.03,0.0,1,0.71,0.0,1,0.02,0.0,1,4.0,0.0,1
6_0,5.0,2.83,3,5.33,2.87,3,0.69,0.0,1,0.03,0.0,1,0.71,0.0,1,0.23,0.0,1,2.0,0.0,1
7_0,5.0,2.83,3,5.33,2.87,3,0.69,0.0,1,0.03,0.0,1,0.71,0.0,1,0.71,0.0,1,0.71,0.0,1
8_0,5.0,2.83,3,5.33,2.87,3,0.69,0.0,1,0.03,0.0,1,0.71,0.0,1,0.71,0.0,1,0.71,0.0,1
1_1,5.0,0.0,1,5.0,0.0,1,0.76,0.0,1,0.01,0.0,1,0.67,0.0,1,0.24,0.0,1,2.0,0.0,1
2_1,3.0,0.0,1,3.0,0.0,1,0.54,0.0,1,0.01,0.0,1,0.52,0.0,1,0.16,0.0,1,2.0,0.0,1
3_1,3.0,0.0,1,3.0,0.0,1,0.54,0.0,1,0.01,0.0,1,0.52,0.0,1,0.16,0.0,1,2.0,0.0,1
4_1,3.0,0.0,1,3.0,0.0,1,0.54,0.0,1,0.01,0.0,1,0.52,0.0,1,0.16,0.0,1,2.0,0.0,1
0_3,3.0,0.0,1,3.0,0.0,1,0.54,0.0,1,0.01,0.0,1,0.52,0.0,1,0.16,0.0,1,2.0,0.0,1
1_3,3.0,0.0,1,3.0,0.0,1,0.54,0.0,1,0.01,0.0,1,0.52,0.0,1,0.16,0.0,1,2.0,0.0,1
1_4,3.0,0.0,1,3.0,0.0,1,0.54,0.0,1,0.01,0.0,1,0.52,0.0,1,0.52,0.0,1,0.52,0.0,1
5_1,6.0,0.0,1,5.0,0.0,1,0.68,0.0,1,0.05,0.0,1,0.69,0.0,1,0.29,0.0,1,2.0,0.0,1
5_2,6.0,0.0,1,5.0,0.0,1,0.68,0.0,1,0.05,0.0,1,0.69,0.0,1,0.69,0.0,1,0.69,0.0,1
2_2,6.0,0.0,1,5.0,0.0,1,0.68,0.0,1,0.05,0.0,1,0.69,0.0,1,0.69,0.0,1,0.69,0.0,1
6_1,6.0,0.0,1,5.0,0.0,1,0.68,0.0,1,0.05,0.0,1,0.69,0.0,1,0.69,0.0,1,0.69,0.0,1
