,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
0_1,5.0,3.0,2,4.0,3.0,2,0.79,0.0,1,0.01,0.0,1,0.79,0.0,1,0.29,0.0,1,2.0,0.0,1
0_2,5.0,3.0,2,4.0,3.0,2,0.79,0.0,1,0.01,0.0,1,0.79,0.0,1,0.23,0.0,1,2.0,0.0,1
1_2,5.0,3.0,2,4.0,3.0,2,0.79,0.0,1,0.01,0.0,1,0.79,0.0,1,0.29,0.0,1,2.0,0.0,1
1_0,6.5,2.5,2,5.0,0.0,2,0.91,0.0,1,0.0,0.0,1,0.61,0.0,1,0.15,0.0,1,2.0,0.0,1
2_0,6.5,2.5,2,5.0,0.0,2,0.91,0.0,1,0.0,0.0,1,0.61,0.0,1,0.14,0.0,1,4.0,0.0,1
3_0,6.5,2.5,2,5.0,0.0,2,0.91,0.0,1,0.0,0.0,1,0.61,0.0,1,0.15,0.0,1,2.0,0.0,1
4_0,2.0,0.0,1,1.0,0.0,1,0.0,0.0,1,0.02,0.0,1,0.48,0.0,1,0.14,0.0,1,4.0,0.0,1
5_0,4.0,0.0,1,6.0,0.0,1,0.56,0.0,1,0.04,0.0,1,0.64,0.0,1,0.27,0.0,1,2.0,0.0,1
6_0,4.0,0.0,1,6.0,0.0,1,0.56,0.0,1,0.04,0.0,1,0.64,0.0,1,0.14,0.0,1,4.0,0.0,1
7_0,4.0,0.0,1,5.0,0.0,1,0.21,0.0,1,0.33,0.0,1,0.59,0.0,1,0.59,0.0,1,0.59,0.0,1
8_0,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.17,0.0,1,0.17,0.0,1,0.17,0.0,1
1_1,2.0,0.0,1,2.0,0.0,1,0.25,0.0,1,0.33,0.0,1,0.44,0.0,1,0.27,0.0,1,2.0,0.0,1
2_1,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.23,0.0,1,2.0,0.0,1
3_1,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.23,0.0,1,2.0,0.0,1
4_1,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.23,0.0,1,2.0,0.0,1
0_3,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.23,0.0,1,2.0,0.0,1
1_3,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.23,0.0,1,2.0,0.0,1
1_4,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.65,0.0,1,0.65,0.0,1
5_1,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.23,0.0,1,2.0,0.0,1
5_2,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.65,0.0,1,0.65,0.0,1
2_2,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.65,0.0,1,0.65,0.0,1
6_1,5.0,0.0,1,9.0,0.0,1,0.66,0.0,1,0.04,0.0,1,0.65,0.0,1,0.65,0.0,1,0.65,0.0,1
