index,period,minute,second,type_id,team_name,type_name,possession,play_pattern_name,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_name,pass_outcome_name
42,1,0,37,30,Barcelona,Pass,3,Regular Play,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,13.9,29.9,5213.0,Gerard Piqué Bernabéu,23.617155,1.0,Ground Pass,13.0,53.5,Keeper Arm,
45,1,0,43,30,Barcelona,Pass,3,Regular Play,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,18.1,57.5,4691.0,Claudio Andrés Bravo Muñoz,16.9,1.0,Ground Pass,11.6,41.9,Right Foot,
48,1,0,47,30,Barcelona,Pass,3,Regular Play,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,11.6,41.9,5506.0,Javier Alejandro Mascherano,17.813759,1.0,Ground Pass,10.9,24.1,Right Foot,
51,1,0,50,30,Barcelona,Pass,3,Regular Play,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,12.0,27.4,5213.0,Gerard Piqué Bernabéu,30.90259,1.0,Ground Pass,12.4,58.3,Right Foot,
54,1,0,54,30,Barcelona,Pass,3,Regular Play,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,12.8,65.9,4324.0,Daniel Alves da Silva,17.734148,1.0,Ground Pass,26.3,77.4,Right Foot,
58,1,0,56,30,Barcelona,Pass,3,Regular Play,4324.0,Daniel Alves da Silva,2.0,Right Back,27.9,78.3,5203.0,Sergio Busquets i Burgos,17.213076,1.0,Ground Pass,25.2,61.3,Right Foot,
61,1,1,0,30,Barcelona,Pass,3,Regular Play,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,21.4,51.6,5506.0,Javier Alejandro Mascherano,25.200794,1.0,Ground Pass,21.6,26.4,Right Foot,
65,1,1,6,30,Barcelona,Pass,3,Regular Play,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,50.9,27.2,5211.0,Jordi Alba Ramos,3.8327537,1.0,Ground Pass,50.4,23.4,Right Foot,Incomplete
77,1,1,15,30,Barcelona,Pass,3,Regular Play,5470.0,Ivan Rakitić,13.0,Right Center Midfield,42.4,35.8,5503.0,Lionel Andrés Messi Cuccittini,8.502353,2.0,Low Pass,50.9,36.0,Right Foot,
95,1,1,36,30,Barcelona,Pass,5,From Goal Kick,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,7.0,36.1,5203.0,Sergio Busquets i Burgos,16.702694,1.0,Ground Pass,23.7,35.8,Right Foot,
97,1,1,41,30,Barcelona,Pass,5,From Goal Kick,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,31.5,33.9,5213.0,Gerard Piqué Bernabéu,24.803226,1.0,Ground Pass,31.1,58.7,Right Foot,
100,1,1,53,30,Barcelona,Pass,5,From Goal Kick,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,51.5,67.8,4324.0,Daniel Alves da Silva,11.086027,1.0,Ground Pass,54.4,78.5,Left Foot,
103,1,1,54,30,Barcelona,Pass,5,From Goal Kick,4324.0,Daniel Alves da Silva,2.0,Right Back,53.4,77.9,5503.0,Lionel Andrés Messi Cuccittini,10.1965685,1.0,Ground Pass,58.0,68.8,Right Foot,
111,1,1,58,30,Barcelona,Pass,5,From Goal Kick,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,63.3,73.0,4320.0,Neymar da Silva Santos Junior,8.949861,1.0,Ground Pass,70.2,78.7,Right Foot,
115,1,1,59,30,Barcelona,Pass,5,From Goal Kick,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,68.9,79.5,5503.0,Lionel Andrés Messi Cuccittini,2.9832869,2.0,Low Pass,71.2,77.6,Right Foot,Incomplete
121,1,2,7,30,Barcelona,Pass,5,From Goal Kick,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,41.4,62.3,5211.0,Jordi Alba Ramos,50.606323,3.0,High Pass,54.8,13.5,Right Foot,
130,1,2,37,30,Barcelona,Pass,7,Regular Play,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,5.7,31.8,5213.0,Gerard Piqué Bernabéu,29.162476,1.0,Ground Pass,18.3,58.1,Keeper Arm,
132,1,2,45,30,Barcelona,Pass,7,Regular Play,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,29.8,56.6,4691.0,Claudio Andrés Bravo Muñoz,22.69912,1.0,Ground Pass,13.9,40.4,Right Foot,
135,1,2,48,30,Barcelona,Pass,7,Regular Play,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,14.9,37.7,5211.0,Jordi Alba Ramos,31.461246,1.0,Ground Pass,34.0,12.7,Right Foot,
139,1,2,52,30,Barcelona,Pass,7,Regular Play,5211.0,Jordi Alba Ramos,6.0,Left Back,42.0,9.8,5216.0,Andrés Iniesta Luján,6.31981,3.0,High Pass,48.3,9.3,Right Foot,Incomplete
157,1,3,30,30,Barcelona,Pass,10,Regular Play,5211.0,Jordi Alba Ramos,6.0,Left Back,17.2,13.3,5216.0,Andrés Iniesta Luján,11.005907,1.0,Ground Pass,26.9,8.1,Left Foot,
165,1,3,34,30,Barcelona,Pass,10,Regular Play,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,21.2,12.3,5506.0,Javier Alejandro Mascherano,11.280514,1.0,Ground Pass,13.9,20.9,Right Foot,
168,1,3,36,30,Barcelona,Pass,10,Regular Play,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,12.6,23.0,4324.0,Daniel Alves da Silva,41.456604,3.0,High Pass,21.9,63.4,Right Foot,
171,1,3,39,30,Barcelona,Pass,10,Regular Play,4324.0,Daniel Alves da Silva,2.0,Right Back,21.9,63.4,5213.0,Gerard Piqué Bernabéu,12.369317,1.0,Ground Pass,9.9,60.4,Right Foot,
174,1,3,42,30,Barcelona,Pass,10,Regular Play,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,10.9,62.1,5470.0,Ivan Rakitić,60.708237,3.0,High Pass,70.2,75.1,Right Foot,Incomplete
185,1,3,52,30,Barcelona,Pass,10,Regular Play,5470.0,Ivan Rakitić,13.0,Right Center Midfield,61.8,56.8,,,4.0792155,2.0,Low Pass,62.6,52.8,Left Foot,Incomplete
187,1,3,53,30,Barcelona,Pass,10,Regular Play,4324.0,Daniel Alves da Silva,2.0,Right Back,57.2,58.7,5470.0,Ivan Rakitić,4.9729266,2.0,Low Pass,62.0,60.0,Right Foot,
235,1,4,37,30,Barcelona,Pass,14,Regular Play,4324.0,Daniel Alves da Silva,2.0,Right Back,11.6,57.0,5246.0,Luis Alberto Suárez Díaz,40.29057,3.0,High Pass,45.8,78.3,Left Foot,
242,1,5,5,30,Barcelona,Pass,15,From Free Kick,4324.0,Daniel Alves da Silva,2.0,Right Back,53.0,77.9,5213.0,Gerard Piqué Bernabéu,6.963476,1.0,Ground Pass,47.3,73.9,Right Foot,
244,1,5,7,30,Barcelona,Pass,15,From Free Kick,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,49.6,67.1,4320.0,Neymar da Silva Santos Junior,66.65201,3.0,High Pass,66.4,2.6,Right Foot,
248,1,5,17,30,Barcelona,Pass,15,From Free Kick,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,70.6,28.3,5503.0,Lionel Andrés Messi Cuccittini,21.255117,1.0,Ground Pass,76.9,48.6,Right Foot,
251,1,5,19,30,Barcelona,Pass,15,From Free Kick,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,72.1,46.3,5203.0,Sergio Busquets i Burgos,13.565028,1.0,Ground Pass,66.6,33.9,Left Foot,
253,1,5,20,30,Barcelona,Pass,15,From Free Kick,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,68.7,35.6,5470.0,Ivan Rakitić,14.150971,1.0,Ground Pass,67.5,49.7,Right Foot,
256,1,5,22,30,Barcelona,Pass,15,From Free Kick,5470.0,Ivan Rakitić,13.0,Right Center Midfield,67.5,51.6,4324.0,Daniel Alves da Silva,14.916434,1.0,Ground Pass,71.0,66.1,Right Foot,
259,1,5,25,30,Barcelona,Pass,15,From Free Kick,4324.0,Daniel Alves da Silva,2.0,Right Back,71.9,62.7,5470.0,Ivan Rakitić,13.998928,1.0,Ground Pass,65.8,50.1,Right Foot,
262,1,5,27,30,Barcelona,Pass,15,From Free Kick,5470.0,Ivan Rakitić,13.0,Right Center Midfield,66.0,49.5,5506.0,Javier Alejandro Mascherano,22.243425,1.0,Ground Pass,54.6,30.4,Right Foot,
265,1,5,29,30,Barcelona,Pass,15,From Free Kick,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,55.3,28.3,5216.0,Andrés Iniesta Luján,9.124144,1.0,Ground Pass,64.3,26.8,Right Foot,
