id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,related_events_1,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper,out,clearance,ball_recovery,block,substitution,miscontrol,pass,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,carry_end_location_0,carry_end_location_1,related_events,related_events_2,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,related_events_3,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,duel_type_id,duel_type_name,pass_goal_assist,shot_open_goal
9fc59c4f-112b-44ce-ba24-856bfb21c8a5,2937,2,00:20:58.421,65,58,30,Pass,137,217,Barcelona,4,From Throw In,217,Barcelona,1.385468,,160befdc-2692-4fbe-b5e8-7c4c3810d625,a6437abf-036e-494f-ad97-87166e2ee241,4324,Daniel Alves da Silva,2,Right Back,16.2,80.0,5246.0,Luis Alberto Suárez Díaz,24.512241,-0.1597832,3.0,High Pass,40.4,76.1,67.0,Throw-in,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160befdc-2692-4fbe-b5e8-7c4c3810d625,2938,2,00:20:59.807,65,59,42,Ball Receipt*,137,217,Barcelona,4,From Throw In,217,Barcelona,,,9fc59c4f-112b-44ce-ba24-856bfb21c8a5,,5246,Luis Alberto Suárez Díaz,23,Center Forward,42.5,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6437abf-036e-494f-ad97-87166e2ee241,2939,2,00:20:59.807,65,59,10,Interception,137,217,Barcelona,4,From Throw In,213,Sevilla,0.0,,9fc59c4f-112b-44ce-ba24-856bfb21c8a5,,6825,Daniel Filipe Martins Carriço,5,Left Center Back,80.6,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27c9c32a-bfb0-45cf-ab2f-99bf8a58737f,2940,2,00:21:09.473,66,9,30,Pass,138,217,Barcelona,4,From Throw In,217,Barcelona,1.5768,,c05582ee-6089-4e2f-ad47-7a36ce30df2c,,4324,Daniel Alves da Silva,2,Right Back,46.5,80.0,5246.0,Luis Alberto Suárez Díaz,12.218838,-0.5039189,3.0,High Pass,57.2,74.1,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c05582ee-6089-4e2f-ad47-7a36ce30df2c,2941,2,00:21:11.050,66,11,42,Ball Receipt*,138,217,Barcelona,4,From Throw In,217,Barcelona,,,27c9c32a-bfb0-45cf-ab2f-99bf8a58737f,,5246,Luis Alberto Suárez Díaz,23,Center Forward,57.2,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8f593f4-702f-4150-9538-ffa329553cd5,2942,2,00:21:11.050,66,11,43,Carry,138,217,Barcelona,4,From Throw In,217,Barcelona,0.2803,,bedb3e6f-1f6d-41ed-8014-fd57212d8ba2,c05582ee-6089-4e2f-ad47-7a36ce30df2c,5246,Luis Alberto Suárez Díaz,23,Center Forward,57.2,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedb3e6f-1f6d-41ed-8014-fd57212d8ba2,2943,2,00:21:11.331,66,11,38,Miscontrol,138,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,57.3,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5fffad1-98f2-4ccf-9acb-a5a3535bfcb4,2944,2,00:21:11.428,66,11,17,Pressure,138,217,Barcelona,4,From Throw In,217,Barcelona,0.89342,,4777d961-7c32-4448-a994-289f6bc44994,6d9aa148-a10f-4fba-b061-3f1e2b4d27fc,5246,Luis Alberto Suárez Díaz,23,Center Forward,56.9,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88da4ec0-9f54-4649-b25f-acd7d1a632c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b900ec69-24ab-484a-9259-6f0624a76211,2976,2,00:21:56.002,66,56,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,1.903765,,bad88467-f157-40c7-b45a-efe699175280,,10609,Jérémy Mathieu,5,Left Center Back,49.7,30.5,4324.0,Daniel Alves da Silva,32.895138,1.4947239,1.0,Ground Pass,52.2,63.3,62.0,Free Kick,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad88467-f157-40c7-b45a-efe699175280,2977,2,00:21:57.906,66,57,42,Ball Receipt*,141,217,Barcelona,3,From Free Kick,217,Barcelona,,,b900ec69-24ab-484a-9259-6f0624a76211,,4324,Daniel Alves da Silva,2,Right Back,52.2,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
