id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,clearance,out,dribble,counterpress,duel,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,ball_recovery,foul_committed,foul_won,block,substitution,injury_stoppage
3aa484f8-e75e-4832-9ab1-a6c9750e1d9c,3614,2,00:47:11.067,92,11,23,Goal Keeper,172,217,Barcelona,1,Regular Play,1042,Elche,0.0,,23a533b6-2723-4007-8b72-2d4ace51705f,,9082,Przemysław Tytoń,1,Goalkeeper,3.7,38.3,,,,,,,,,,,,55,No Touch,26,Goal Conceded,45,Diving,42,Moving,,,,,,
