id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,ball_receipt,out,under_pressure,clearance,counterpress,duel,off_camera,interception,dribble,goalkeeper,shot,foul_committed,foul_won,ball_recovery,substitution,block,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,ball_recovery_recovery_failure,pass_switch,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_deflected,block_deflection,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,pass_goal_assist,shot_first_time
5e79d73c-c5f1-40c5-82c6-e06fe578822f,2617,2,00:27:56.235,72,56,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,1.7013,,4e07ccf7-8367-4e14-9d52-2a40d8c3a1c1,20131,Xavier Hernández Creus,10,Center Defensive Midfield,67.2,51.4,5470.0,Ivan Rakitić,13.553228,0.48344702,1.0,Ground Pass,79.2,57.7,66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e07ccf7-8367-4e14-9d52-2a40d8c3a1c1,2618,2,00:27:57.936,72,57,42,Ball Receipt*,140,217,Barcelona,1,Regular Play,217,Barcelona,,,5e79d73c-c5f1-40c5-82c6-e06fe578822f,5470,Ivan Rakitić,13,Right Center Midfield,79.2,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154a8ade-eec3-435a-9997-cd1c708f2f11,2619,2,00:27:57.936,72,57,43,Carry,140,217,Barcelona,1,Regular Play,217,Barcelona,0.5381,,4e07ccf7-8367-4e14-9d52-2a40d8c3a1c1,5470,Ivan Rakitić,13,Right Center Midfield,79.2,57.7,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,7228909c-e3d8-4623-8935-3b9906876de4,e0d6378c-a495-40a2-b7cf-9b52d83220b8,81.7,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228909c-e3d8-4623-8935-3b9906876de4,2620,2,00:27:58.161,72,58,17,Pressure,140,217,Barcelona,1,Regular Play,403,Almería,0.3825,,154a8ade-eec3-435a-9997-cd1c708f2f11,6383,Thomas Teye Partey,17,Right Wing,36.9,24.3,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,e0d6378c-a495-40a2-b7cf-9b52d83220b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0d6378c-a495-40a2-b7cf-9b52d83220b8,2621,2,00:27:58.474,72,58,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,0.9275,,7228909c-e3d8-4623-8935-3b9906876de4,5470,Ivan Rakitić,13,Right Center Midfield,81.7,60.2,5246.0,Luis Alberto Suárez Díaz,11.615507,0.051678084,1.0,Ground Pass,93.3,60.8,,,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,f0be4364-370f-4755-b329-859a68c19e58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0be4364-370f-4755-b329-859a68c19e58,2622,2,00:27:59.402,72,59,42,Ball Receipt*,140,217,Barcelona,1,Regular Play,217,Barcelona,,,e0d6378c-a495-40a2-b7cf-9b52d83220b8,5246,Luis Alberto Suárez Díaz,23,Center Forward,93.3,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900180bf-c84c-4b25-bfd5-dcaa165b25bc,2623,2,00:27:59.402,72,59,43,Carry,140,217,Barcelona,1,Regular Play,217,Barcelona,0.08,,20168503-e792-4018-9f5d-5c278852bf5b,5246,Luis Alberto Suárez Díaz,23,Center Forward,93.3,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0be4364-370f-4755-b329-859a68c19e58,,93.3,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20168503-e792-4018-9f5d-5c278852bf5b,2624,2,00:27:59.482,72,59,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,0.6022,,0a0ac21b-1710-4881-9d09-7a01bae664f2,5246,Luis Alberto Suárez Díaz,23,Center Forward,93.3,60.8,5503.0,Lionel Andrés Messi Cuccittini,6.4660654,2.5879114,2.0,Low Pass,87.8,64.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a0ac21b-1710-4881-9d09-7a01bae664f2,2625,2,00:28:00.084,73,0,42,Ball Receipt*,140,217,Barcelona,1,Regular Play,217,Barcelona,,,20168503-e792-4018-9f5d-5c278852bf5b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,87.8,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9335ac3e-90a7-4069-bdbb-32406dcf6cfd,2626,2,00:28:00.084,73,0,43,Carry,140,217,Barcelona,1,Regular Play,217,Barcelona,2.2741,,0a0ac21b-1710-4881-9d09-7a01bae664f2,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,87.8,64.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,98931bf4-448e-4c95-9a17-f3d29e8a54b5,f28d4f1b-c801-4d26-a421-a819e817bb4f,90.2,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
