id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,related_events,location,goalkeeper,bad_behaviour_card_id,bad_behaviour_card_name,player,position,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate
3f79b599-103e-4abf-ae00-84678c12f3c3,1961,2,00:00:01.890,45,1,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.408395,,a18b802a-ceab-4193-8109-7e469d7d0ac9,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,58.2,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,12.748726,-2.8471305,1.0,Ground Pass,46.0,39.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a18b802a-ceab-4193-8109-7e469d7d0ac9,1962,2,00:00:03.299,45,3,42,Ball Receipt*,87,217,Barcelona,9,From Kick Off,217,Barcelona,,,3f79b599-103e-4abf-ae00-84678c12f3c3,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,46.0,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7086a95-472e-4864-87ee-697c4496cc37,1963,2,00:00:03.299,45,3,43,Carry,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.774305,,a18b802a-ceab-4193-8109-7e469d7d0ac9,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,46.0,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6b047fb-8f36-4949-bcaf-a9c976d179ae,48.2,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b047fb-8f36-4949-bcaf-a9c976d179ae,1964,2,00:00:04.073,45,4,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.990511,,4b572a07-7dc9-4ed5-9205-496b89c0316f,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,48.2,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,15.906288,-1.2510338,1.0,Ground Pass,53.2,24.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b572a07-7dc9-4ed5-9205-496b89c0316f,1965,2,00:00:05.064,45,5,42,Ball Receipt*,87,217,Barcelona,9,From Kick Off,217,Barcelona,,,e6b047fb-8f36-4949-bcaf-a9c976d179ae,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,53.2,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b03d1147-7522-4799-aade-8a864a996561,1966,2,00:00:05.064,45,5,43,Carry,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.361089,,424b669f-5c31-45a9-9900-63e56fc6eed6,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,53.2,24.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b572a07-7dc9-4ed5-9205-496b89c0316f,47.1,22.7,8cee772d-59da-4db7-9fc3-f1c23f71f06b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cee772d-59da-4db7-9fc3-f1c23f71f06b,1967,2,00:00:06.287,45,6,17,Pressure,87,217,Barcelona,9,From Kick Off,373,Córdoba CF,0.4886,,424b669f-5c31-45a9-9900-63e56fc6eed6,6731.0,Florin Andone,23.0,Center Forward,66.6,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b03d1147-7522-4799-aade-8a864a996561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424b669f-5c31-45a9-9900-63e56fc6eed6,1968,2,00:00:06.425,45,6,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,2.08826,,439eb18d-65ac-4539-8ed8-54d7e5ca7a5e,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,47.1,22.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,34.846233,2.0126245,1.0,Ground Pass,32.2,54.2,40.0,Right Foot,,,8cee772d-59da-4db7-9fc3-f1c23f71f06b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439eb18d-65ac-4539-8ed8-54d7e5ca7a5e,1969,2,00:00:08.513,45,8,42,Ball Receipt*,87,217,Barcelona,9,From Kick Off,217,Barcelona,,,424b669f-5c31-45a9-9900-63e56fc6eed6,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,32.2,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722f70d-b3ed-4173-9ec6-8c8ca9b75b35,1970,2,00:00:08.513,45,8,43,Carry,87,217,Barcelona,9,From Kick Off,217,Barcelona,4.01494,,439eb18d-65ac-4539-8ed8-54d7e5ca7a5e,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,32.2,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61d5c91a-0cd8-465f-9d20-887d67e063b4,40.2,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d5c91a-0cd8-465f-9d20-887d67e063b4,1971,2,00:00:12.528,45,12,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.178544,,9d66423f-5f15-48db-b9ca-30157c375d5c,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,40.2,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,31.61914,-1.5360003,1.0,Ground Pass,41.3,20.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d66423f-5f15-48db-b9ca-30157c375d5c,1972,2,00:00:13.706,45,13,42,Ball Receipt*,87,217,Barcelona,9,From Kick Off,217,Barcelona,,,61d5c91a-0cd8-465f-9d20-887d67e063b4,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,41.3,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893ba3df-cffa-4a7b-a118-160f48bd60c6,1973,2,00:00:13.706,45,13,43,Carry,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.564156,,04e339eb-0908-4f40-8e2b-acde463c9b7c,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,41.3,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d66423f-5f15-48db-b9ca-30157c375d5c,44.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04e339eb-0908-4f40-8e2b-acde463c9b7c,1974,2,00:00:15.271,45,15,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.135614,,0fc705df-5d3f-4e19-acd9-ecd5cc1c4db0,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,44.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,20.58276,-1.0745516,1.0,Ground Pass,54.5,2.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fc705df-5d3f-4e19-acd9-ecd5cc1c4db0,1975,2,00:00:16.406,45,16,42,Ball Receipt*,87,217,Barcelona,9,From Kick Off,217,Barcelona,,,04e339eb-0908-4f40-8e2b-acde463c9b7c,5211.0,Jordi Alba Ramos,6.0,Left Back,54.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4ac98c3-0278-4928-9b3b-b4c85beab68a,1976,2,00:00:16.406,45,16,43,Carry,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.044186,,0fc705df-5d3f-4e19-acd9-ecd5cc1c4db0,5211.0,Jordi Alba Ramos,6.0,Left Back,54.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d2a9b90-6ad3-4229-9ec1-16034cdb5ca7,54.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d2a9b90-6ad3-4229-9ec1-16034cdb5ca7,1977,2,00:00:17.450,45,17,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.780996,,83b7096c-5aef-4788-bce9-1ce4b70486a1,5211.0,Jordi Alba Ramos,6.0,Left Back,54.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.714356,-0.057408113,1.0,Ground Pass,63.0,4.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83b7096c-5aef-4788-bce9-1ce4b70486a1,1978,2,00:00:18.231,45,18,42,Ball Receipt*,87,217,Barcelona,9,From Kick Off,217,Barcelona,,,4d2a9b90-6ad3-4229-9ec1-16034cdb5ca7,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,63.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9395d881-ee37-4888-bcb9-fc7677a5a4d2,1979,2,00:00:18.231,45,18,43,Carry,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.040004,,83b7096c-5aef-4788-bce9-1ce4b70486a1,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,63.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9658fdab-25f4-42de-94c9-d5f3ee1d7fa2,62.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658fdab-25f4-42de-94c9-d5f3ee1d7fa2,1980,2,00:00:18.271,45,18,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.61497,,3cbeb8d9-f2ad-43be-ac24-82411aa40b67,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,62.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,10.822661,2.5202692,1.0,Ground Pass,53.2,9.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
