id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,clearance,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,interception,counterpress,dribble,duel,ball_recovery,foul_won,block,foul_committed,bad_behaviour,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,duel_type_id,duel_type_name,related_events_3,pass_aerial_won,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_switch,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_advantage,foul_won_advantage
e3d07fde-bf9c-44e3-b43e-f9566a033780,3375,2,00:38:09.585,83,9,10,Interception,149,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,d54f00fd-5772-4745-af3b-9b2222762e91,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,65.2,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c2faa2a-37cd-4865-aec4-d5ac3f00c5cf,3376,2,00:38:09.585,83,9,43,Carry,149,217,Barcelona,4,From Throw In,217,Barcelona,1.104734,,486e4cc2-e986-4cba-8f32-7e7d88c75841,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,65.2,27.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f019500-fbaf-4bf7-a5dd-e299fe375e74,56.9,25.2,,,,,e3d07fde-bf9c-44e3-b43e-f9566a033780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f019500-fbaf-4bf7-a5dd-e299fe375e74,3377,2,00:38:10.322,83,10,17,Pressure,149,217,Barcelona,4,From Throw In,222,Villarreal,0.4532,,486e4cc2-e986-4cba-8f32-7e7d88c75841,,6622,Tomás Pina Isla,13,Right Center Midfield,64.3,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c2faa2a-37cd-4865-aec4-d5ac3f00c5cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486e4cc2-e986-4cba-8f32-7e7d88c75841,3378,2,00:38:10.690,83,10,30,Pass,149,217,Barcelona,4,From Throw In,217,Barcelona,0.70842,,349083b2-c58a-4d31-b6f5-54d07bd017d0,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,56.9,25.2,,,True,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,11.595258,-2.9154403,1.0,Ground Pass,45.6,22.6,,,,9f019500-fbaf-4bf7-a5dd-e299fe375e74,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349083b2-c58a-4d31-b6f5-54d07bd017d0,3379,2,00:38:11.398,83,11,42,Ball Receipt*,149,217,Barcelona,4,From Throw In,217,Barcelona,,,486e4cc2-e986-4cba-8f32-7e7d88c75841,,20131,Xavier Hernández Creus,15,Left Center Midfield,45.6,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220a78d3-e1ab-42ed-b8a2-fa84b888022c,3380,2,00:38:11.398,83,11,43,Carry,149,217,Barcelona,4,From Throw In,217,Barcelona,0.304918,,349083b2-c58a-4d31-b6f5-54d07bd017d0,,20131,Xavier Hernández Creus,15,Left Center Midfield,45.6,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73819d82-6726-43ae-8e90-4e9f7a95d75b,44.2,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73819d82-6726-43ae-8e90-4e9f7a95d75b,3381,2,00:38:11.703,83,11,38,Miscontrol,149,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,,,20131,Xavier Hernández Creus,15,Left Center Midfield,44.2,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c648c47-c491-4e93-9d10-ddec617b51f7,3393,2,00:39:32.301,84,32,30,Pass,152,217,Barcelona,7,From Goal Kick,217,Barcelona,4.7338,,a3384fc2-e22d-4eaf-992c-387f417d8ef1,,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.54843,0.35605082,3.0,High Pass,67.5,67.5,63.0,Goal Kick,,,,,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754044b8-9f38-4c2b-a356-042ec0aa0999,3394,2,00:39:37.035,84,37,4,Duel,152,217,Barcelona,7,From Goal Kick,217,Barcelona,0.0,,a3384fc2-e22d-4eaf-992c-387f417d8ef1,,5470,Ivan Rakitić,13,Right Center Midfield,67.5,67.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3384fc2-e22d-4eaf-992c-387f417d8ef1,3395,2,00:39:37.035,84,37,30,Pass,152,217,Barcelona,7,From Goal Kick,222,Villarreal,2.4655,,2c648c47-c491-4e93-9d10-ddec617b51f7,,6746,Gabriel Armando de Abreu,6,Left Back,53.5,13.5,,,True,,,,,,,,,,,,,,,,,,,,,,,5987.0,Giovani dos Santos Ramírez,18.961277,0.6318982,3.0,High Pass,68.8,24.7,66.0,Recovery,,551505d9-aad8-4243-bef7-6ce0e498c7a7,,,,,9.0,Incomplete,754044b8-9f38-4c2b-a356-042ec0aa0999,,,,,,,,9e3230e6-cafb-4b6b-b87e-e13447d9b051,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e3230e6-cafb-4b6b-b87e-e13447d9b051,3396,2,00:39:38.771,84,38,42,Ball Receipt*,152,217,Barcelona,7,From Goal Kick,222,Villarreal,,,a3384fc2-e22d-4eaf-992c-387f417d8ef1,,5987,Giovani dos Santos Ramírez,22,Right Center Forward,70.2,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d373d161-f536-4adb-8ae1-9da71abfd66b,3397,2,00:39:38.771,84,38,6,Block,152,217,Barcelona,7,From Goal Kick,222,Villarreal,0.0,,,,5987,Giovani dos Santos Ramírez,22,Right Center Forward,63.7,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551505d9-aad8-4243-bef7-6ce0e498c7a7,3398,2,00:39:39.500,84,39,30,Pass,152,217,Barcelona,7,From Goal Kick,217,Barcelona,2.2324,,3e10a53d-8ba9-4ed1-a4ed-75badf2cc57d,,20131,Xavier Hernández Creus,15,Left Center Midfield,52.2,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,12.108262,2.4087775,2.0,Low Pass,43.2,64.4,66.0,Recovery,,a3384fc2-e22d-4eaf-992c-387f417d8ef1,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5ddbe67-8254-4429-8e37-1572cd561f22,3399,2,00:39:40.966,84,40,17,Pressure,152,217,Barcelona,7,From Goal Kick,222,Villarreal,0.7553,,,,21445,Javier Espinosa González,19,Center Attacking Midfield,75.1,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e10a53d-8ba9-4ed1-a4ed-75badf2cc57d,3400,2,00:39:41.732,84,41,42,Ball Receipt*,152,217,Barcelona,7,From Goal Kick,217,Barcelona,,,551505d9-aad8-4243-bef7-6ce0e498c7a7,,4324,Daniel Alves da Silva,2,Right Back,43.2,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf169c26-b1fd-47f1-9407-a44d6826aefb,3401,2,00:39:41.732,84,41,43,Carry,152,217,Barcelona,7,From Goal Kick,217,Barcelona,0.040000003,,3e10a53d-8ba9-4ed1-a4ed-75badf2cc57d,,4324,Daniel Alves da Silva,2,Right Back,43.2,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a52dd692-ef61-4cbb-b86a-619913dfc629,44.4,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a52dd692-ef61-4cbb-b86a-619913dfc629,3402,2,00:39:41.772,84,41,30,Pass,152,217,Barcelona,7,From Goal Kick,217,Barcelona,3.434056,,71c8dd28-8140-4b1d-bb73-00954bc705fd,,4324,Daniel Alves da Silva,2,Right Back,44.4,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.645424,-0.06761331,3.0,High Pass,107.9,59.5,,,,,,,38.0,Left Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58f21389-b676-4fb4-a0ab-c0dfa516352e,3417,2,00:40:33.247,85,33,30,Pass,154,217,Barcelona,7,From Goal Kick,217,Barcelona,3.3363,,476ce787-1dfe-4f68-907d-0b17c8ed519c,,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,78.38776,-0.2474539,3.0,High Pass,83.0,25.8,63.0,Goal Kick,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
