id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,clearance,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,interception,counterpress,dribble,duel,ball_recovery,foul_won,block,foul_committed,bad_behaviour,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,duel_type_id,duel_type_name,related_events_3,pass_aerial_won,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_switch,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_advantage,foul_won_advantage
476ce787-1dfe-4f68-907d-0b17c8ed519c,3418,2,00:40:36.583,85,36,42,Ball Receipt*,154,217,Barcelona,7,From Goal Kick,217,Barcelona,,,58f21389-b676-4fb4-a0ab-c0dfa516352e,,4320,Neymar da Silva Santos Junior,21,Left Wing,83.0,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914cf974-5de9-4aa8-8e42-cd68beb501e4,3419,2,00:40:36.623,85,36,30,Pass,154,217,Barcelona,7,From Goal Kick,217,Barcelona,1.2424,,392ba57a-5d02-4e5f-81b7-0cf3c0f55f9b,,4320,Neymar da Silva Santos Junior,21,Left Wing,85.5,26.0,,,True,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,21.3,3.1415927,3.0,High Pass,64.2,26.0,,,,67f21e97-23a9-4091-8fd7-9f5fa4c272bd,,,,,9.0,Incomplete,781506a6-f827-4b70-aa0d-69e48bb5d1dd,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392ba57a-5d02-4e5f-81b7-0cf3c0f55f9b,3420,2,00:40:36.623,85,36,4,Duel,154,217,Barcelona,7,From Goal Kick,222,Villarreal,0.0,,914cf974-5de9-4aa8-8e42-cd68beb501e4,,6772,Mario Gaspar Pérez Martínez,2,Right Back,35.5,55.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f21e97-23a9-4091-8fd7-9f5fa4c272bd,3421,2,00:40:37.866,85,37,42,Ball Receipt*,154,217,Barcelona,7,From Goal Kick,217,Barcelona,,,914cf974-5de9-4aa8-8e42-cd68beb501e4,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,63.2,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246d63b-eaf6-46fe-8932-4307c13ea192,3450,2,00:41:40.104,86,40,30,Pass,158,217,Barcelona,7,From Goal Kick,217,Barcelona,1.5903,,bf9e65fb-8909-40aa-a1c6-13217d6d6579,True,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.810417,-0.8079247,3.0,High Pass,35.2,7.5,63.0,Goal Kick,,,,,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf9e65fb-8909-40aa-a1c6-13217d6d6579,3451,2,00:41:41.694,86,41,2,Ball Recovery,158,217,Barcelona,7,From Goal Kick,222,Villarreal,0.0,,9246d63b-eaf6-46fe-8932-4307c13ea192,True,6622,Tomás Pina Isla,13,Right Center Midfield,85.8,73.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2246013-947d-4d86-9710-63b4ebc11eed,3452,2,00:41:45.926,86,45,30,Pass,159,217,Barcelona,4,From Throw In,217,Barcelona,0.786432,,eacdab3a-b89f-419f-acb6-1733e76076f3,,5211,Jordi Alba Ramos,6,Left Back,65.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,14.422205,1.2315037,2.0,Low Pass,70.5,14.6,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eacdab3a-b89f-419f-acb6-1733e76076f3,3453,2,00:41:46.712,86,46,42,Ball Receipt*,159,217,Barcelona,4,From Throw In,217,Barcelona,,,b2246013-947d-4d86-9710-63b4ebc11eed,,4320,Neymar da Silva Santos Junior,21,Left Wing,70.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89bbb9c1-7a91-4450-97de-0663e6d2aae0,3454,2,00:41:46.712,86,46,43,Carry,159,217,Barcelona,4,From Throw In,217,Barcelona,0.119968005,,da9bfd90-2778-4aab-9fd7-1ab5ffe97f18,,4320,Neymar da Silva Santos Junior,21,Left Wing,70.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eacdab3a-b89f-419f-acb6-1733e76076f3,70.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da9bfd90-2778-4aab-9fd7-1ab5ffe97f18,3455,2,00:41:46.832,86,46,30,Pass,159,217,Barcelona,4,From Throw In,217,Barcelona,0.489771,,f3ef5666-1a3d-4f14-a602-a5c9a922ffc5,,4320,Neymar da Silva Santos Junior,21,Left Wing,70.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,6.47611,2.9078496,2.0,Low Pass,64.2,16.1,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90a238c4-646c-45d2-a7c0-7756774ec1a1,3456,2,00:41:47.248,86,47,17,Pressure,159,217,Barcelona,4,From Throw In,222,Villarreal,0.4912,,41309923-5918-4024-a788-9cbe1bfa532a,,21445,Javier Espinosa González,19,Center Attacking Midfield,56.8,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3ef5666-1a3d-4f14-a602-a5c9a922ffc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3ef5666-1a3d-4f14-a602-a5c9a922ffc5,3457,2,00:41:47.322,86,47,42,Ball Receipt*,159,217,Barcelona,4,From Throw In,217,Barcelona,,,90a238c4-646c-45d2-a7c0-7756774ec1a1,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,64.2,16.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da9bfd90-2778-4aab-9fd7-1ab5ffe97f18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41309923-5918-4024-a788-9cbe1bfa532a,3458,2,00:41:47.322,86,47,43,Carry,159,217,Barcelona,4,From Throw In,217,Barcelona,0.416929,,90a238c4-646c-45d2-a7c0-7756774ec1a1,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,64.2,16.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac917fcf-0a30-4331-bfba-c9f64e529084,64.6,19.7,,,,,f3ef5666-1a3d-4f14-a602-a5c9a922ffc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac917fcf-0a30-4331-bfba-c9f64e529084,3459,2,00:41:47.739,86,47,14,Dribble,159,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,5c1cd0b6-8631-4292-969a-97a8969e6a49,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,64.6,19.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1cd0b6-8631-4292-969a-97a8969e6a49,3460,2,00:41:47.739,86,47,4,Duel,159,217,Barcelona,4,From Throw In,222,Villarreal,0.0,,ac917fcf-0a30-4331-bfba-c9f64e529084,,21445,Javier Espinosa González,19,Center Attacking Midfield,56.4,61.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381c37a-673a-4760-9a4d-d538390d82e6,3461,2,00:41:47.739,86,47,43,Carry,159,217,Barcelona,4,From Throw In,222,Villarreal,1.963686,,5c1cd0b6-8631-4292-969a-97a8969e6a49,,21445,Javier Espinosa González,19,Center Attacking Midfield,56.4,61.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd8d6774-1930-4a22-a75a-e7fab748e691,57.8,63.7,,,,,dbeae671-b05d-4537-bf54-0caf34b4a7aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbeae671-b05d-4537-bf54-0caf34b4a7aa,3462,2,00:41:49.083,86,49,17,Pressure,159,217,Barcelona,4,From Throw In,217,Barcelona,0.619711,,8381c37a-673a-4760-9a4d-d538390d82e6,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,65.6,18.7,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd8d6774-1930-4a22-a75a-e7fab748e691,3463,2,00:41:49.702,86,49,3,Dispossessed,159,217,Barcelona,4,From Throw In,222,Villarreal,0.0,,1d1ced65-457d-42bc-9f08-5e430bf62947,,21445,Javier Espinosa González,19,Center Attacking Midfield,57.8,63.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d1ced65-457d-42bc-9f08-5e430bf62947,3464,2,00:41:49.702,86,49,4,Duel,159,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,cd8d6774-1930-4a22-a75a-e7fab748e691,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,63.2,17.3,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597be0d-4d39-4fe3-85f7-0930b2085057,3465,2,00:41:51.070,86,51,2,Ball Recovery,159,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,67.3,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51ab650a-3e61-48d8-9588-7fb59b45ace1,3466,2,00:41:51.070,86,51,43,Carry,159,217,Barcelona,4,From Throw In,217,Barcelona,1.445961,,835dbfbe-d3ad-4d7a-a44e-d70641be6a5f,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,67.3,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597be0d-4d39-4fe3-85f7-0930b2085057,75.4,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835dbfbe-d3ad-4d7a-a44e-d70641be6a5f,3467,2,00:41:52.516,86,52,30,Pass,159,217,Barcelona,4,From Throw In,217,Barcelona,0.3867,,346d90ad-0a56-4195-a821-673a26d67376,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,75.4,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,3.9661064,-0.5880026,1.0,Ground Pass,78.7,17.3,,,,6b8c17d7-08ec-4886-a5ff-b9478868bcd6,,,38.0,Left Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346d90ad-0a56-4195-a821-673a26d67376,3468,2,00:41:52.903,86,52,42,Ball Receipt*,159,217,Barcelona,4,From Throw In,217,Barcelona,,,835dbfbe-d3ad-4d7a-a44e-d70641be6a5f,,4320,Neymar da Silva Santos Junior,21,Left Wing,83.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b8c17d7-08ec-4886-a5ff-b9478868bcd6,3469,2,00:41:52.903,86,52,6,Block,159,217,Barcelona,4,From Throw In,222,Villarreal,0.0,,835dbfbe-d3ad-4d7a-a44e-d70641be6a5f,,6772,Mario Gaspar Pérez Martínez,2,Right Back,42.3,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaab9bd9-ea3f-40b1-8a90-d9140707b91b,3470,2,00:41:53.589,86,53,17,Pressure,159,217,Barcelona,4,From Throw In,217,Barcelona,0.430807,,3e04659e-4938-4f62-9475-598989668e45,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,78.5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d70ddca-100c-4fc8-b22e-d0f09c146514,3480,2,00:41:58.584,86,58,4,Duel,161,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,9f0fcc40-7dfc-439b-9132-8ba8d0bd2099,,4320,Neymar da Silva Santos Junior,21,Left Wing,76.3,8.5,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de8ff673-eb28-4891-9298-ad68a0a96d9f,3481,2,00:41:59.318,86,59,2,Ball Recovery,161,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,73.2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ad9b756-1896-4284-9b58-015797a8032c,3482,2,00:41:59.318,86,59,43,Carry,161,217,Barcelona,1,Regular Play,217,Barcelona,2.802013,,b8fcf21d-17a2-4255-baa4-985ad60954c0,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,73.2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de8ff673-eb28-4891-9298-ad68a0a96d9f,88.3,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8fcf21d-17a2-4255-baa4-985ad60954c0,3483,2,00:42:02.120,87,2,30,Pass,161,217,Barcelona,1,Regular Play,217,Barcelona,1.0555,,a41bdde3-5401-4a27-88cb-e9efbdd6b5a3,,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,88.3,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,10.956733,2.0344439,1.0,Ground Pass,83.4,38.7,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b67a0f82-5b22-4780-b8b6-7c2b97e644bb,3484,2,00:42:02.846,87,2,17,Pressure,161,217,Barcelona,1,Regular Play,222,Villarreal,2.9439,,a41bdde3-5401-4a27-88cb-e9efbdd6b5a3,,6771,Manuel Trigueros Muñoz,15,Left Center Midfield,38.2,40.7,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,bd05af38-27a7-4ac2-947a-e210d8c76281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a41bdde3-5401-4a27-88cb-e9efbdd6b5a3,3485,2,00:42:03.175,87,3,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,217,Barcelona,,,b67a0f82-5b22-4780-b8b6-7c2b97e644bb,,3508,Sandro Ramírez Castillo,17,Right Wing,83.4,38.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8fcf21d-17a2-4255-baa4-985ad60954c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd05af38-27a7-4ac2-947a-e210d8c76281,3486,2,00:42:03.175,87,3,43,Carry,161,217,Barcelona,1,Regular Play,217,Barcelona,6.966712,,0c0e8404-042c-4855-acf9-6db5409a4efd,,3508,Sandro Ramírez Castillo,17,Right Wing,83.4,38.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a41bdde3-5401-4a27-88cb-e9efbdd6b5a3,91.8,13.2,,,,,b67a0f82-5b22-4780-b8b6-7c2b97e644bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c0e8404-042c-4855-acf9-6db5409a4efd,3487,2,00:42:10.142,87,10,30,Pass,161,217,Barcelona,1,Regular Play,217,Barcelona,0.873084,,c00181ad-e281-4c71-aa55-452115e28962,,3508,Sandro Ramírez Castillo,17,Right Wing,91.8,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,9.90202,-2.4778922,1.0,Ground Pass,84.0,7.1,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c00181ad-e281-4c71-aa55-452115e28962,3488,2,00:42:11.015,87,11,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,217,Barcelona,,,0c0e8404-042c-4855-acf9-6db5409a4efd,,5211,Jordi Alba Ramos,6,Left Back,84.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62c15dea-8c79-4dbc-abe3-70ee65249703,3489,2,00:42:11.015,87,11,43,Carry,161,217,Barcelona,1,Regular Play,217,Barcelona,1.946416,,b8a5d4c1-f2b0-4104-a4c0-bd84f09b722f,,5211,Jordi Alba Ramos,6,Left Back,84.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c00181ad-e281-4c71-aa55-452115e28962,84.0,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
