id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,clearance,out,dribble,counterpress,duel,interception,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,ball_recovery,foul_committed,foul_won,block,substitution,injury_stoppage,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,related_events,related_events_3,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate
e94034c5-4dae-43be-b4d9-9521dd7b4d35,3501,2,00:42:30.582,87,30,23,Goal Keeper,160,217,Barcelona,1,Regular Play,1042,Elche,0.0,,30178f0d-3ecb-4c5e-9b2c-56499f5fbda9,,9082,Przemysław Tytoń,1,Goalkeeper,5.0,43.0,,,,,,,,,,,,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6692aee-8424-4af9-96d6-3ca4f93a8edd,3509,2,00:44:27.285,89,27,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,2.8916,,5c04697e-e1cf-4359-8be3-7a2329fb0488,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,27.8,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,912ee230-0f06-4369-a43e-e686c5764587,7068.0,Marc Bartra Aregall,10.917875,-2.64517,3.0,High Pass,18.2,6.9,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d3a37ef-f321-49fe-a903-8c64c536b22c,3510,2,00:44:30.017,89,30,17,Pressure,164,217,Barcelona,1,Regular Play,1042,Elche,0.969597,,912ee230-0f06-4369-a43e-e686c5764587,,26102,Ferrán Corominas Telechea,17,Right Wing,100.5,74.3,,,,,,,,True,,,,,,,,,,,,,,,,,,efbf6dbd-8216-44bc-b2af-5f79dea8aa83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912ee230-0f06-4369-a43e-e686c5764587,3511,2,00:44:30.176,89,30,42,Ball Receipt*,164,217,Barcelona,1,Regular Play,217,Barcelona,,,5d3a37ef-f321-49fe-a903-8c64c536b22c,,7068,Marc Bartra Aregall,5,Left Center Back,18.2,6.9,,,True,,,,,,,,,,,,,,,,,,,,,,,a6692aee-8424-4af9-96d6-3ca4f93a8edd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efbf6dbd-8216-44bc-b2af-5f79dea8aa83,3512,2,00:44:30.176,89,30,43,Carry,164,217,Barcelona,1,Regular Play,217,Barcelona,1.08,,5d3a37ef-f321-49fe-a903-8c64c536b22c,,7068,Marc Bartra Aregall,5,Left Center Back,18.2,6.9,,,True,,,,,,,,,,,,,,,,,,,,,,,912ee230-0f06-4369-a43e-e686c5764587,,,,,,,,,,,,,,ec27047e-8c88-448a-8250-3b89cd900bf9,20.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec27047e-8c88-448a-8250-3b89cd900bf9,3513,2,00:44:31.256,89,31,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,2.0689,,d3b8df4e-cae5-4bb2-bb29-4e1965f40a44,,7068,Marc Bartra Aregall,5,Left Center Back,20.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,25.45663,0.6796489,3.0,High Pass,40.7,19.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3b8df4e-cae5-4bb2-bb29-4e1965f40a44,3514,2,00:44:33.325,89,33,42,Ball Receipt*,164,217,Barcelona,1,Regular Play,217,Barcelona,,,ec27047e-8c88-448a-8250-3b89cd900bf9,,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,40.7,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4de974a4-8a43-456b-8954-86a8124497b5,3515,2,00:44:33.325,89,33,43,Carry,164,217,Barcelona,1,Regular Play,217,Barcelona,0.0094,,73bbbfc8-c7af-493e-9c09-482614ad2d42,,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,40.7,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,d3b8df4e-cae5-4bb2-bb29-4e1965f40a44,,,,,,,,,,,,,,,41.5,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73bbbfc8-c7af-493e-9c09-482614ad2d42,3516,2,00:44:33.335,89,33,38,Miscontrol,164,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,41.5,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73df7201-bd7b-4892-9032-13fc7f8b2a15,3531,2,00:45:04.420,90,4,30,Pass,166,217,Barcelona,3,From Free Kick,217,Barcelona,2.193152,,ef65768e-1fd1-469d-adde-c01e4cd664ba,True,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,4.5,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,25.488037,0.66861355,1.0,Ground Pass,24.5,53.1,38.0,Left Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
