id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,counterpress,ball_recovery,interception,dribble,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance,out,foul_committed,shot,bad_behaviour,foul_won,miscontrol,block,substitution,related_events,location,goalkeeper,bad_behaviour_card_id,bad_behaviour_card_name
3e7967f1-bf97-45c8-9f4e-d6ed4626ff9a,3862,2,00:48:05.644,93,5,23,Goal Keeper,173,217,Barcelona,2,From Corner,207,Valencia,0.0,,4f73e463-5ece-4205-96e8-0ebafd892d73,,25144,Diego Alves Carreira,1,Goalkeeper,1.2,41.7,,,,,,,,,,58.0,Touched In,26.0,Goal Conceded,45.0,Diving,44.0,Set,39.0,Left Hand,,,,,,,,,,,,,,
6a1f52a9-e4f6-4f66-8cec-745a4cb3c78c,3863,2,00:49:44.162,94,44,24,Bad Behaviour,173,217,Barcelona,2,From Corner,207,Valencia,0.0,,,,3090,Nicolás Hernán Otamendi,5,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Yellow Card
