id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,out,under_pressure,clearance,duel,counterpress,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,dribble,foul_committed,foul_won,off_camera,interception,block,ball_recovery,substitution,50_50,miscontrol,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location_0,carry_end_location_1,related_events_2,pass_switch,related_events_3,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events_4,dribble_overrun,foul_committed_advantage,foul_won_advantage,ball_recovery_recovery_failure,clearance_right_foot,50_50_outcome_id,50_50_outcome_name
ef84936f-c76a-4992-94e1-513a29b0d80e,3639,2,00:37:42.188,82,42,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,5.2721,,5cedabf1-005b-49c4-ac3c-95084848a38f,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,55.3,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c367479e-6d59-4897-bcad-4f2e172e5ca7,,,,,,,,,,,,,69.0,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,
5cedabf1-005b-49c4-ac3c-95084848a38f,3640,2,00:37:47.460,82,47,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,0.9551,,246a43af-cfb8-4a12-b955-0edbab8a8146,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,69.0,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,9.213035,2.0441523,1.0,Ground Pass,64.8,46.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246a43af-cfb8-4a12-b955-0edbab8a8146,3641,2,00:37:48.415,82,48,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,5cedabf1-005b-49c4-ac3c-95084848a38f,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,64.8,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efb2e804-e91f-41cd-9d49-731120836b95,3642,2,00:37:48.415,82,48,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.4617,,246a43af-cfb8-4a12-b955-0edbab8a8146,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,64.8,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75e2e79e-dbc6-4641-b910-8650be324271,,,,,,,,,,,,,65.6,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,
75e2e79e-dbc6-4641-b910-8650be324271,3643,2,00:37:49.876,82,49,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.9856,,f6544bdd-947f-472b-bf4b-f5ad693c5e33,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,65.6,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,34.32084,0.9342881,3.0,High Pass,86.0,76.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6544bdd-947f-472b-bf4b-f5ad693c5e33,3644,2,00:37:51.862,82,51,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,75e2e79e-dbc6-4641-b910-8650be324271,4324.0,Daniel Alves da Silva,2.0,Right Back,86.0,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baa3e5ca-fca7-4a0e-bddd-cbdf1518c26e,3645,2,00:37:51.862,82,51,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,2.8089,,2dc18dc7-c6ab-452b-b6e3-ab95803cea67,4324.0,Daniel Alves da Silva,2.0,Right Back,86.0,76.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f28b3c0-c85f-4fab-ae19-4d8e2e48d3d1,,,,,,,,,,,,,78.2,73.9,f6544bdd-947f-472b-bf4b-f5ad693c5e33,,,,,,,,,,,,,,,,,,,,,,,,,
2dc18dc7-c6ab-452b-b6e3-ab95803cea67,3646,2,00:37:54.004,82,54,17,Pressure,151,217,Barcelona,1,Regular Play,214,Espanyol,0.582611,,baa3e5ca-fca7-4a0e-bddd-cbdf1518c26e,6758.0,Víctor Sánchez Mata,16.0,Left Midfield,38.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28b3c0-c85f-4fab-ae19-4d8e2e48d3d1,3647,2,00:37:54.671,82,54,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.0743,,81de2437-cffa-46ae-8ccf-af1b116fbef2,4324.0,Daniel Alves da Silva,2.0,Right Back,78.2,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,9.209778,-0.8468591,1.0,Ground Pass,84.3,67.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81de2437-cffa-46ae-8ccf-af1b116fbef2,3648,2,00:37:55.745,82,55,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,6f28b3c0-c85f-4fab-ae19-4d8e2e48d3d1,3958.0,Pedro Eliezer Rodríguez Ledesma,23.0,Center Forward,84.3,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25dccf94-9d5e-4b38-a1c6-af11f25be680,3649,2,00:37:55.745,82,55,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.3789,,4d69a205-bbf4-4a68-97d9-3bfa824da4a0,3958.0,Pedro Eliezer Rodríguez Ledesma,23.0,Center Forward,84.3,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81de2437-cffa-46ae-8ccf-af1b116fbef2,,,,,,,,,,,,,79.3,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,
4d69a205-bbf4-4a68-97d9-3bfa824da4a0,3650,2,00:37:57.124,82,57,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,0.8988,,027c9e63-b2d4-4bfd-9ced-2bb47300cef0,3958.0,Pedro Eliezer Rodríguez Ledesma,23.0,Center Forward,79.3,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,11.866339,2.9293222,1.0,Ground Pass,67.7,67.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027c9e63-b2d4-4bfd-9ced-2bb47300cef0,3651,2,00:37:58.023,82,58,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,4d69a205-bbf4-4a68-97d9-3bfa824da4a0,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,67.7,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c98b946-8539-4d33-b498-77963b534c72,3652,2,00:37:58.023,82,58,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.7518001,,027c9e63-b2d4-4bfd-9ced-2bb47300cef0,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,67.7,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1f5b3c0-5541-48fd-8337-a905e5ae0ac0,,,,,,,,,,,,,66.5,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,
c1f5b3c0-5541-48fd-8337-a905e5ae0ac0,3653,2,00:37:59.775,82,59,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,2.634,,d75fe630-8ef8-42d2-b99e-18fbcc842b0e,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,66.5,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,53.123722,-1.3080113,3.0,High Pass,80.3,13.0,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
d75fe630-8ef8-42d2-b99e-18fbcc842b0e,3654,2,00:38:02.409,83,2,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,c1f5b3c0-5541-48fd-8337-a905e5ae0ac0,5211.0,Jordi Alba Ramos,6.0,Left Back,80.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48bb22c1-89b3-487f-b858-4d5b4629255f,3655,2,00:38:02.409,83,2,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,1.0486,,d75fe630-8ef8-42d2-b99e-18fbcc842b0e,5211.0,Jordi Alba Ramos,6.0,Left Back,80.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e374becd-4f6c-411b-a2f9-87838fa83bdc,,,,,,,,,,,,,82.4,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,
e374becd-4f6c-411b-a2f9-87838fa83bdc,3656,2,00:38:03.457,83,3,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.1444,,5e3cad42-d546-4708-8f43-ca41691ec438,5211.0,Jordi Alba Ramos,6.0,Left Back,82.4,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,10.104454,0.029694239,1.0,Ground Pass,92.5,10.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb83ade7-5828-45dc-9885-825cbdb39493,3657,2,00:38:04.317,83,4,17,Pressure,151,217,Barcelona,1,Regular Play,214,Espanyol,1.321209,,00e6c1ec-9661-49f5-825a-4c5722d45b6e,6709.0,Anaitz Arbilla Zabala,2.0,Right Back,27.0,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3cad42-d546-4708-8f43-ca41691ec438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e3cad42-d546-4708-8f43-ca41691ec438,3658,2,00:38:04.602,83,4,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,e374becd-4f6c-411b-a2f9-87838fa83bdc,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,92.5,10.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb83ade7-5828-45dc-9885-825cbdb39493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e6c1ec-9661-49f5-825a-4c5722d45b6e,3659,2,00:38:04.602,83,4,43,Carry,151,217,Barcelona,1,Regular Play,217,Barcelona,3.317,,33ea6fb0-9832-496e-ab73-140e3ad9614a,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,92.5,10.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3cad42-d546-4708-8f43-ca41691ec438,,,,,,,,,,,,,77.8,15.9,97960462-97c3-41e1-8e28-a20435794f49,,eb83ade7-5828-45dc-9885-825cbdb39493,,,,,,,,,,,,,,,,,,,,,,,
97960462-97c3-41e1-8e28-a20435794f49,3660,2,00:38:05.476,83,5,17,Pressure,151,217,Barcelona,1,Regular Play,214,Espanyol,0.913714,,00e6c1ec-9661-49f5-825a-4c5722d45b6e,5200.0,Lucas Vázquez Iglesias,12.0,Right Midfield,27.8,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33ea6fb0-9832-496e-ab73-140e3ad9614a,3661,2,00:38:07.919,83,7,30,Pass,151,217,Barcelona,1,Regular Play,217,Barcelona,1.1053,,6fdcee9e-ea54-40fb-b912-420953b6f4a2,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,77.8,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,18.64001,2.4970186,1.0,Ground Pass,62.9,27.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fdcee9e-ea54-40fb-b912-420953b6f4a2,3662,2,00:38:09.024,83,9,42,Ball Receipt*,151,217,Barcelona,1,Regular Play,217,Barcelona,,,33ea6fb0-9832-496e-ab73-140e3ad9614a,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,62.9,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
