id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper,out,clearance,ball_recovery,block,substitution,miscontrol,pass,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,foul_committed_card_id,foul_committed_card_name,related_events_4,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
6c76657b-2428-411e-b01f-675f86c75727,2191,2,00:02:41.794,47,41,21,Foul Won,96,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,5a04f874-f05f-43e9-835e-ad1eb0f52501,5246,Luis Alberto Suárez Díaz,23,Center Forward,85.4,20.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c333a8fb-b7ee-42bf-96bb-be202515c708,2192,2,00:03:25.220,48,25,30,Pass,97,217,Barcelona,3,From Free Kick,217,Barcelona,0.820707,,e5d9db60-8f08-459e-9b4d-04c9814cc940,20131,Xavier Hernández Creus,13,Right Center Midfield,85.1,19.8,5470.0,Ivan Rakitić,3.748333,1.731559,1.0,Ground Pass,84.5,23.5,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74bfdae5-1c14-4b14-936b-2a26583fbfd3,2193,2,00:03:25.710,48,25,17,Pressure,97,217,Barcelona,3,From Free Kick,213,Sevilla,0.996588,,0975c58f-9205-460c-8886-2f76c23ec67d,6400,Aleix Vidal Parreu,17,Right Wing,28.4,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ad84483-14a0-43d0-b7c4-e644cede5bd1,bb6ce3e9-89d2-4ae3-b4aa-3bd813ba255f,c5e42c86-279a-4b95-b238-3cf4b87513e2,,,,,e5d9db60-8f08-459e-9b4d-04c9814cc940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5d9db60-8f08-459e-9b4d-04c9814cc940,2194,2,00:03:26.041,48,26,42,Ball Receipt*,97,217,Barcelona,3,From Free Kick,217,Barcelona,,,74bfdae5-1c14-4b14-936b-2a26583fbfd3,5470,Ivan Rakitić,15,Left Center Midfield,84.5,23.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,c333a8fb-b7ee-42bf-96bb-be202515c708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5e42c86-279a-4b95-b238-3cf4b87513e2,2195,2,00:03:26.041,48,26,30,Pass,97,217,Barcelona,3,From Free Kick,217,Barcelona,0.36,,74bfdae5-1c14-4b14-936b-2a26583fbfd3,5470,Ivan Rakitić,15,Left Center Midfield,84.9,23.6,20131.0,Xavier Hernández Creus,4.0112343,-1.4959365,1.0,Ground Pass,85.2,19.6,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,8ad84483-14a0-43d0-b7c4-e644cede5bd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ad84483-14a0-43d0-b7c4-e644cede5bd1,2196,2,00:03:26.401,48,26,42,Ball Receipt*,97,217,Barcelona,3,From Free Kick,217,Barcelona,,,74bfdae5-1c14-4b14-936b-2a26583fbfd3,20131,Xavier Hernández Creus,13,Right Center Midfield,85.2,19.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,c5e42c86-279a-4b95-b238-3cf4b87513e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb6ce3e9-89d2-4ae3-b4aa-3bd813ba255f,2197,2,00:03:26.401,48,26,43,Carry,97,217,Barcelona,3,From Free Kick,217,Barcelona,0.0103,,0975c58f-9205-460c-8886-2f76c23ec67d,20131,Xavier Hernández Creus,13,Right Center Midfield,85.2,19.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,74bfdae5-1c14-4b14-936b-2a26583fbfd3,8ad84483-14a0-43d0-b7c4-e644cede5bd1,,84.3,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0975c58f-9205-460c-8886-2f76c23ec67d,2198,2,00:03:26.411,48,26,30,Pass,97,217,Barcelona,3,From Free Kick,217,Barcelona,1.3854,,74bfdae5-1c14-4b14-936b-2a26583fbfd3,20131,Xavier Hernández Creus,13,Right Center Midfield,84.3,20.4,4320.0,Neymar da Silva Santos Junior,33.89174,0.74992245,3.0,High Pass,109.1,43.5,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,8bd3c839-263e-4cc8-abab-67ee146d7f19,,,,,,,,93986bb7-1fc7-43f1-9dfc-61a1ee0e4609,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bd3c839-263e-4cc8-abab-67ee146d7f19,2199,2,00:03:27.796,48,27,42,Ball Receipt*,97,217,Barcelona,3,From Free Kick,217,Barcelona,,,0975c58f-9205-460c-8886-2f76c23ec67d,4320,Neymar da Silva Santos Junior,21,Left Wing,109.1,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93986bb7-1fc7-43f1-9dfc-61a1ee0e4609,2200,2,00:03:27.796,48,27,16,Shot,97,217,Barcelona,3,From Free Kick,217,Barcelona,0.6109,,d694c06b-ca51-4e5d-ba49-55fe7fcdc4c7,4320,Neymar da Silva Santos Junior,21,Left Wing,109.5,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072898425,120.0,43.2,0.8,0975c58f-9205-460c-8886-2f76c23ec67d,37.0,Head,93.0,Normal,87.0,Open Play,97.0,Goal,106.5,37.6,5688.0,Carlos Arturo Bacca Ahumada,23.0,Center Forward,False,108.0,41.2,6825.0,Daniel Filipe Martins Carriço,5.0,Left Center Back,False,109.3,41.2,7909.0,Nicolás Martín Pareja,3.0,Right Center Back,False,110.0,44.1,6841.0,Víctor Machín Pérez,21.0,Left Wing,False,113.8,45.2,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,110.7,46.2,10609.0,Jérémy Mathieu,5.0,Left Center Back,True,105.0,55.6,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,True,106.0,41.0,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,True,110.8,52.3,5504.0,Éver Maximiliano David Banega,9.0,Right Defensive Midfield,False,108.7,47.5,10881.0,Diogo José Rosário Gomes Figueiras,6.0,Left Back,False,118.6,40.6,27111.0,António Alberto Bastos Pimparel,1.0,Goalkeeper,False,111.3,39.1,3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,False,111.5,43.2,6672.0,Jorge Andújar Moreno,2.0,Right Back,False
