id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper,out,clearance,ball_recovery,block,substitution,miscontrol,pass,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,foul_committed_card_id,foul_committed_card_name,related_events_4,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
ba4f7818-ac0f-4bc4-ac3a-a2371e5e0e67,2181,2,00:02:35.245,47,35,30,Pass,96,217,Barcelona,9,From Kick Off,217,Barcelona,1.2,,248a4763-21d6-43c2-b1df-f28ed18fd8dc,5246,Luis Alberto Suárez Díaz,23,Center Forward,60.0,40.0,5503.0,Lionel Andrés Messi Cuccittini,3.1064448,1.6352232,1.0,Ground Pass,59.8,43.1,40.0,Right Foot,65.0,Kick Off,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248a4763-21d6-43c2-b1df-f28ed18fd8dc,2182,2,00:02:36.445,47,36,42,Ball Receipt*,96,217,Barcelona,9,From Kick Off,217,Barcelona,,,ba4f7818-ac0f-4bc4-ac3a-a2371e5e0e67,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,59.8,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a7f9302-535e-43fe-8ecf-a2c67283e92f,2183,2,00:02:36.772,47,36,30,Pass,96,217,Barcelona,9,From Kick Off,217,Barcelona,1.206,,2a486c6b-dd16-4926-a40e-e6b93a9b11a8,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,58.1,42.5,10609.0,Jérémy Mathieu,33.446823,-2.349852,1.0,Ground Pass,34.6,18.7,38.0,Left Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a486c6b-dd16-4926-a40e-e6b93a9b11a8,2184,2,00:02:37.978,47,37,42,Ball Receipt*,96,217,Barcelona,9,From Kick Off,217,Barcelona,,,7a7f9302-535e-43fe-8ecf-a2c67283e92f,10609,Jérémy Mathieu,5,Left Center Back,34.6,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22e19973-4cd9-4b1c-bc49-915578461d13,2185,2,00:02:39.110,47,39,17,Pressure,96,217,Barcelona,9,From Kick Off,213,Sevilla,0.65329,,a67a7850-3a39-4ccc-9ae0-bfa9364b8acf,6609,Denis Suárez Fernández,19,Center Attacking Midfield,51.6,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a67a7850-3a39-4ccc-9ae0-bfa9364b8acf,2186,2,00:02:39.733,47,39,30,Pass,96,217,Barcelona,9,From Kick Off,217,Barcelona,0.9645,,22e19973-4cd9-4b1c-bc49-915578461d13,10609,Jérémy Mathieu,5,Left Center Back,73.2,11.7,5246.0,Luis Alberto Suárez Díaz,13.994642,0.68924886,1.0,Ground Pass,84.0,20.6,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,a70d236e-9811-43b9-ae1a-e346afc87a33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4b71994-844e-42de-aea9-c1ab80fa1ae6,2187,2,00:02:40.320,47,40,17,Pressure,96,217,Barcelona,9,From Kick Off,213,Sevilla,0.615383,,a70d236e-9811-43b9-ae1a-e346afc87a33,7909,Nicolás Martín Pareja,3,Right Center Back,36.8,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee636882-3451-40b0-9f72-1bcde0f59f4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a70d236e-9811-43b9-ae1a-e346afc87a33,2188,2,00:02:40.698,47,40,42,Ball Receipt*,96,217,Barcelona,9,From Kick Off,217,Barcelona,,,a67a7850-3a39-4ccc-9ae0-bfa9364b8acf,5246,Luis Alberto Suárez Díaz,23,Center Forward,84.0,20.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,e4b71994-844e-42de-aea9-c1ab80fa1ae6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee636882-3451-40b0-9f72-1bcde0f59f4e,2189,2,00:02:40.698,47,40,43,Carry,96,217,Barcelona,9,From Kick Off,217,Barcelona,1.096255,,5a04f874-f05f-43e9-835e-ad1eb0f52501,5246,Luis Alberto Suárez Díaz,23,Center Forward,84.0,20.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,6c76657b-2428-411e-b01f-675f86c75727,a70d236e-9811-43b9-ae1a-e346afc87a33,e4b71994-844e-42de-aea9-c1ab80fa1ae6,85.4,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a04f874-f05f-43e9-835e-ad1eb0f52501,2190,2,00:02:41.794,47,41,22,Foul Committed,96,217,Barcelona,9,From Kick Off,213,Sevilla,0.0,,6c76657b-2428-411e-b01f-675f86c75727,7909,Nicolás Martín Pareja,3,Right Center Back,35.6,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee636882-3451-40b0-9f72-1bcde0f59f4e,,,,,7.0,Yellow Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
