id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,clearance,counterpress,duel,off_camera,dribble,miscontrol,interception,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,block,foul_committed,substitution,foul_won,ball_recovery,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events_3,pass_aerial_won,pass_type_id,pass_type_name,pass_switch,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate
60140725-b72e-4874-9546-136121df1e33,2554,2,00:17:28.617,62,28,30,Pass,120,217,Barcelona,1,Regular Play,217,Barcelona,1.337445,,e9477449-dc74-441d-9ee7-525c4fa633d4,5506,Javier Alejandro Mascherano,3,Right Center Back,49.9,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,10.301942,-0.019415036,1.0,Ground Pass,60.2,47.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9477449-dc74-441d-9ee7-525c4fa633d4,2555,2,00:17:29.955,62,29,42,Ball Receipt*,120,217,Barcelona,1,Regular Play,217,Barcelona,,,60140725-b72e-4874-9546-136121df1e33,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,60.2,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0a3582d-926c-4186-bbfc-9024ffed1e07,2556,2,00:17:29.955,62,29,43,Carry,120,217,Barcelona,1,Regular Play,217,Barcelona,0.930122,,678b3f20-8f2f-4aec-9e95-1888aeaa1a91,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,60.2,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9477449-dc74-441d-9ee7-525c4fa633d4,61.2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678b3f20-8f2f-4aec-9e95-1888aeaa1a91,2557,2,00:17:30.885,62,30,30,Pass,120,217,Barcelona,1,Regular Play,217,Barcelona,0.747699,,5ba0723d-bb26-4b86-a424-7d1929d340fd,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,61.2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.188406,-0.49642277,1.0,Ground Pass,68.4,45.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ff656cc-2c67-43ab-8cdd-84f98a91e7d8,2558,2,00:17:31.322,62,31,17,Pressure,120,217,Barcelona,1,Regular Play,1049,Granada,0.6647,,0fd42ae8-c323-4792-8dd0-653e8b0be7aa,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,48.6,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b95cc6f-bb60-488a-96b1-34f0133f9652,,,,,,,,,,,,,5ba0723d-bb26-4b86-a424-7d1929d340fd,e963b904-ab18-4124-a168-1659a68cb72e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ba0723d-bb26-4b86-a424-7d1929d340fd,2559,2,00:17:31.632,62,31,42,Ball Receipt*,120,217,Barcelona,1,Regular Play,217,Barcelona,,,4ff656cc-2c67-43ab-8cdd-84f98a91e7d8,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,68.4,45.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678b3f20-8f2f-4aec-9e95-1888aeaa1a91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b95cc6f-bb60-488a-96b1-34f0133f9652,2560,2,00:17:31.632,62,31,43,Carry,120,217,Barcelona,1,Regular Play,217,Barcelona,0.1296,,0fd42ae8-c323-4792-8dd0-653e8b0be7aa,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,68.4,45.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ff656cc-2c67-43ab-8cdd-84f98a91e7d8,69.2,44.1,,,,,,,,,,,5ba0723d-bb26-4b86-a424-7d1929d340fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fd42ae8-c323-4792-8dd0-653e8b0be7aa,2561,2,00:17:31.762,62,31,38,Miscontrol,120,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,4ff656cc-2c67-43ab-8cdd-84f98a91e7d8,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,69.2,44.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e963b904-ab18-4124-a168-1659a68cb72e,2562,2,00:17:31.796,62,31,17,Pressure,120,217,Barcelona,1,Regular Play,217,Barcelona,1.086163,,4ff656cc-2c67-43ab-8cdd-84f98a91e7d8,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,75.6,40.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771c4e2b-3dc2-4f27-a0a6-4620eefdc4b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e554982-930b-4828-858c-80281e705b71,2578,2,00:18:03.570,63,3,30,Pass,123,217,Barcelona,1,Regular Play,217,Barcelona,1.069363,,3454b495-6025-45dc-b3d4-156b51ff9d2c,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,88.9,72.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bae87e7-3470-4591-8a36-5eec83695581,,,6379.0,Sergi Roberto Carnicer,6.530697,-2.0138988,2.0,Low Pass,86.1,66.6,,,,,True,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bae87e7-3470-4591-8a36-5eec83695581,2579,2,00:18:04.639,63,4,42,Ball Receipt*,123,217,Barcelona,1,Regular Play,217,Barcelona,,,3e554982-930b-4828-858c-80281e705b71,6379,Sergi Roberto Carnicer,15,Left Center Midfield,86.1,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd41826a-78a7-47c5-92bb-71774a8adc7d,2580,2,00:18:04.639,63,4,43,Carry,123,217,Barcelona,1,Regular Play,217,Barcelona,1.206137,,4bae87e7-3470-4591-8a36-5eec83695581,6379,Sergi Roberto Carnicer,15,Left Center Midfield,86.1,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87148201-9114-4640-9748-34aa88975bec,89.9,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87148201-9114-4640-9748-34aa88975bec,2581,2,00:18:05.845,63,5,30,Pass,123,217,Barcelona,1,Regular Play,217,Barcelona,0.763494,,5d6f6e91-4f76-4d90-9fb6-5596636c79f9,6379,Sergi Roberto Carnicer,15,Left Center Midfield,89.9,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,14.112761,-1.5282688,1.0,Ground Pass,90.5,49.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d6f6e91-4f76-4d90-9fb6-5596636c79f9,2582,2,00:18:06.609,63,6,42,Ball Receipt*,123,217,Barcelona,1,Regular Play,217,Barcelona,,,87148201-9114-4640-9748-34aa88975bec,4320,Neymar da Silva Santos Junior,21,Left Wing,90.5,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5a0f152-98f0-4ab0-bb5b-0ac6437ebfe2,2583,2,00:18:06.609,63,6,43,Carry,123,217,Barcelona,1,Regular Play,217,Barcelona,0.160006,,02c53702-2075-4639-a6ce-e0ebadd9e3a0,4320,Neymar da Silva Santos Junior,21,Left Wing,90.5,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d6f6e91-4f76-4d90-9fb6-5596636c79f9,90.8,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02c53702-2075-4639-a6ce-e0ebadd9e3a0,2584,2,00:18:06.769,63,6,30,Pass,123,217,Barcelona,1,Regular Play,217,Barcelona,0.8756,,81d4cbd3-180c-48b7-a685-323856a13adb,4320,Neymar da Silva Santos Junior,21,Left Wing,90.8,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,9.972462,0.80667156,2.0,Low Pass,97.7,56.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a38e4073-70be-4043-93a6-9c4b30bfb002,2585,2,00:18:07.303,63,7,17,Pressure,123,217,Barcelona,1,Regular Play,1049,Granada,0.6856,,81d4cbd3-180c-48b7-a685-323856a13adb,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,26.3,29.2,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,932da124-c1df-471a-ac86-a5eb2897b0ae,,,,,,,,,,,,,a3cde73c-bf9d-432b-9bf4-680664f433c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81d4cbd3-180c-48b7-a685-323856a13adb,2586,2,00:18:07.645,63,7,42,Ball Receipt*,123,217,Barcelona,1,Regular Play,217,Barcelona,,,02c53702-2075-4639-a6ce-e0ebadd9e3a0,6379,Sergi Roberto Carnicer,15,Left Center Midfield,97.7,56.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a38e4073-70be-4043-93a6-9c4b30bfb002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
