id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,clearance,counterpress,duel,off_camera,dribble,miscontrol,interception,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,block,foul_committed,substitution,foul_won,ball_recovery,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events_3,pass_aerial_won,pass_type_id,pass_type_name,pass_switch,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate
12d5e2ed-68f6-4efc-b306-36430e48b3d9,2540,2,00:16:04.161,61,4,23,Goal Keeper,118,217,Barcelona,1,Regular Play,1049,Granada,0.0,,67a0619f-58cf-4608-9c74-5ab1857baf6e,26659,Roberto Fernández Alvarellos,1,Goalkeeper,1.2,41.1,,,,,,,,,,,,,,26.0,Goal Conceded,44.0,Set,55.0,No Touch,45.0,Diving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8292241-e345-455d-9166-4effac287635,2545,2,00:17:24.402,62,24,4,Duel,120,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,9f693c2c-a43d-4c41-9bb6-7903ebd99403,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,65.4,41.8,,,True,,,,True,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93f058cc-d763-4714-977f-46b89d10f21a,2546,2,00:17:25.445,62,25,2,Ball Recovery,120,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,10609,Jérémy Mathieu,5,Left Center Back,62.0,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d21d4b8f-95a2-407f-a751-691dc93aa58c,2547,2,00:17:25.445,62,25,43,Carry,120,217,Barcelona,1,Regular Play,217,Barcelona,0.251131,,4ada51a5-0d9a-4493-92f3-e2561543fc42,10609,Jérémy Mathieu,5,Left Center Back,62.0,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93f058cc-d763-4714-977f-46b89d10f21a,58.2,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ada51a5-0d9a-4493-92f3-e2561543fc42,2548,2,00:17:25.696,62,25,30,Pass,120,217,Barcelona,1,Regular Play,217,Barcelona,0.507885,,75d6d3d3-2a0b-4664-8312-a1ad0be1db22,10609,Jérémy Mathieu,5,Left Center Back,58.2,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,6.963476,0.21711132,1.0,Ground Pass,65.0,44.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75d6d3d3-2a0b-4664-8312-a1ad0be1db22,2549,2,00:17:26.204,62,26,42,Ball Receipt*,120,217,Barcelona,1,Regular Play,217,Barcelona,,,4ada51a5-0d9a-4493-92f3-e2561543fc42,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,65.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443b366-d4ab-475b-a278-4fc9bf072017,2550,2,00:17:26.204,62,26,43,Carry,120,217,Barcelona,1,Regular Play,217,Barcelona,0.120041,,75d6d3d3-2a0b-4664-8312-a1ad0be1db22,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,65.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db2a3ab6-ef75-4eed-a76c-c8dd97f26f6e,64.9,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db2a3ab6-ef75-4eed-a76c-c8dd97f26f6e,2551,2,00:17:26.324,62,26,30,Pass,120,217,Barcelona,1,Regular Play,217,Barcelona,1.237305,,31300f43-7f84-4150-9aea-7a0c9657b898,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,64.9,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,16.484236,2.8524601,1.0,Ground Pass,49.1,49.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300f43-7f84-4150-9aea-7a0c9657b898,2552,2,00:17:27.562,62,27,42,Ball Receipt*,120,217,Barcelona,1,Regular Play,217,Barcelona,,,db2a3ab6-ef75-4eed-a76c-c8dd97f26f6e,5506,Javier Alejandro Mascherano,3,Right Center Back,49.1,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49e6e0ba-d013-4468-acb2-0e3c75a7fdbf,2553,2,00:17:27.562,62,27,43,Carry,120,217,Barcelona,1,Regular Play,217,Barcelona,1.055628,,31300f43-7f84-4150-9aea-7a0c9657b898,5506,Javier Alejandro Mascherano,3,Right Center Back,49.1,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60140725-b72e-4874-9546-136121df1e33,49.9,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
