,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
26685,6.33,4.51,3,4.0,2.65,3,0.17,,1,0.16,,1,0.33,,1,0.27,,1,3.0,,1
26222,4.2,3.11,5,5.0,3.67,5,0.47,,1,0.11,,1,0.77,,1,0.37,,1,2.0,,1
18404,7.0,,1,8.0,,1,0.82,,1,0.01,,1,0.71,,1,0.24,,1,2.0,,1
26848,6.83,4.62,6,6.0,4.0,6,0.59,,1,0.04,,1,0.71,,1,0.36,,1,2.0,,1
24255,7.0,,1,8.0,,1,0.74,,1,0.02,,1,0.71,,1,0.23,,1,2.0,,1
11542,6.2,3.03,5,4.2,2.49,5,0.51,,1,0.07,,1,0.77,,1,0.4,,1,2.0,,1
4711,5.4,4.1,5,4.6,3.51,5,0.0,,1,0.17,,1,0.27,,1,0.39,,1,2.0,,1
24138,4.5,3.7,4,5.25,3.1,4,0.44,,1,0.03,,1,0.56,,1,0.17,,1,2.0,,1
6713,5.2,3.63,5,5.4,3.85,5,0.44,,1,0.04,,1,0.62,,1,0.22,,1,2.0,,1
6914,6.0,3.54,5,6.2,2.95,5,0.57,,1,0.04,,1,0.62,,1,0.23,,1,2.0,,1
7900,2.67,2.89,3,4.0,4.36,3,0.5,,1,0.0,,1,0.25,,1,0.05,,1,3.0,,1
27144,4.33,3.79,3,6.33,4.62,3,0.0,,1,0.0,,1,0.0,,1,0.25,,1,2.0,,1
6852,4.0,3.0,5,3.2,3.27,5,0.54,,1,0.06,,1,0.67,,1,0.27,,1,3.0,,1
10612,3.33,2.08,3,5.0,3.46,3,0.47,,1,0.06,,1,0.62,,1,0.21,,1,2.0,,1
11298,3.67,3.79,3,4.0,3.61,3,0.0,,1,0.09,,1,0.29,,1,0.32,,1,2.0,,1
11539,6.0,1.0,3,6.33,2.52,3,0.5,,1,0.05,,1,0.71,,1,0.34,,1,2.0,,1
10727,7.0,,1,8.0,,1,0.6,,1,0.09,,1,0.73,,1,0.32,,1,2.0,,1
26070,5.0,,1,7.0,,1,0.59,,1,0.04,,1,0.65,,1,0.18,,1,2.0,,1
26607,4.33,3.06,3,3.67,2.52,3,0.61,,1,0.02,,1,0.67,,1,0.3,,1,2.0,,1
11543,3.0,,1,4.0,,1,0.7,,1,0.01,,1,0.55,,1,0.13,,1,3.0,,1
23761,4.5,2.12,2,4.5,2.12,2,0.42,,1,0.08,,1,0.71,,1,0.34,,1,2.0,,1
