,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
10612,2.0,,1,4.0,,1,0.31,,1,0.11,,1,0.44,,1,,,,,,
26848,5.57,3.15,7,7.0,3.46,7,0.77,,1,0.04,,1,0.83,,1,0.32,,1.0,2.0,,1.0
11298,3.0,2.16,4,3.75,2.5,4,0.39,,1,0.08,,1,0.59,,1,0.35,,1.0,3.0,,1.0
24138,4.0,2.45,4,4.5,3.42,4,0.73,,1,0.04,,1,0.77,,1,0.28,,1.0,2.0,,1.0
6914,3.67,1.63,6,4.5,2.59,6,0.76,,1,0.01,,1,0.59,,1,0.14,,1.0,2.0,,1.0
11539,3.0,1.41,5,2.4,0.89,5,0.0,,1,0.03,,1,0.31,,1,0.2,,1.0,3.0,,1.0
6852,5.75,3.77,4,4.0,2.58,4,0.59,,1,0.11,,1,0.71,,1,0.29,,1.0,2.0,,1.0
6713,4.33,2.16,6,5.67,3.88,6,0.82,,1,0.01,,1,0.67,,1,0.2,,1.0,2.0,,1.0
4711,4.2,3.63,5,4.8,3.96,5,0.73,,1,0.09,,1,0.83,,1,0.35,,1.0,1.0,,1.0
11542,6.0,2.92,5,3.0,3.32,5,0.73,,1,0.04,,1,1.0,,1,0.38,,1.0,2.0,,1.0
26222,3.75,2.5,4,6.0,4.24,4,0.37,,1,0.16,,1,0.34,,1,0.32,,1.0,2.0,,1.0
24255,4.0,0.0,2,6.0,1.41,2,0.75,,1,0.0,,1,0.62,,1,0.15,,1.0,2.0,,1.0
26685,6.0,4.36,3,1.67,1.53,3,0.78,,1,0.01,,1,0.91,,1,0.34,,1.0,2.0,,1.0
23761,4.0,0.0,2,3.5,2.12,2,0.92,,1,0.0,,1,0.57,,1,0.2,,1.0,2.0,,1.0
7900,5.0,3.08,5,3.8,2.59,5,0.73,,1,0.06,,1,0.91,,1,0.36,,1.0,2.0,,1.0
26607,5.0,2.94,4,4.25,2.22,4,0.84,,1,0.01,,1,0.83,,1,0.32,,1.0,2.0,,1.0
10727,4.0,1.73,3,6.33,3.06,3,0.56,,1,0.11,,1,0.32,,1,0.24,,1.0,2.0,,1.0
26070,3.67,3.06,3,3.67,1.53,3,0.37,,1,0.29,,1,0.4,,1,0.29,,1.0,2.0,,1.0
27144,4.0,,1,4.0,,1,0.56,,1,0.07,,1,0.53,,1,0.32,,1.0,2.0,,1.0
9246,4.0,,1,1.0,,1,0.8,,1,0.0,,1,0.57,,1,0.18,,1.0,3.0,,1.0
18404,9.0,,1,7.0,,1,0.76,,1,0.03,,1,0.91,,1,0.34,,1.0,2.0,,1.0
