,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
4711,5.0,3.05,12,4.25,2.18,12,0.83,,1,0.0,,1,0.45,,1,0.14,,1,4.0,,1
26848,5.8,2.91,15,6.47,2.36,15,0.25,,1,0.41,,1,0.71,,1,0.49,,1,3.0,,1
26222,4.82,1.99,11,5.36,2.5,11,0.4,,1,0.19,,1,0.67,,1,0.43,,1,2.0,,1
18404,3.0,0.0,2,4.0,2.83,2,0.17,,1,0.09,,1,0.48,,1,0.19,,1,2.0,,1
24255,3.33,2.16,6,4.17,2.32,6,0.31,,1,0.06,,1,0.43,,1,0.11,,1,2.0,,1
6914,4.15,1.86,13,4.62,2.26,13,0.34,,1,0.16,,1,0.59,,1,0.3,,1,3.0,,1
6713,4.12,1.96,16,5.12,2.36,16,1.0,,1,0.0,,1,0.53,,1,0.26,,1,4.0,,1
24138,4.56,2.46,9,4.67,1.41,9,0.12,,1,0.03,,1,0.36,,1,0.09,,1,3.0,,1
26685,4.57,3.1,7,2.43,1.72,7,0.9,,1,0.01,,1,0.53,,1,0.27,,1,4.0,,1
11542,6.25,2.96,12,3.67,2.39,12,0.41,,1,0.08,,1,0.71,,1,0.45,,1,4.0,,1
7900,5.6,1.35,10,3.2,1.55,10,0.31,,1,0.24,,1,0.62,,1,0.42,,1,3.0,,1
26607,4.88,3.04,8,5.5,3.25,8,0.6,,1,0.06,,1,0.53,,1,0.26,,1,3.0,,1
11539,5.14,2.27,7,3.29,2.43,7,0.3,,1,0.0,,1,0.53,,1,0.22,,1,4.0,,1
27144,3.4,2.3,5,4.8,1.92,5,0.67,,1,0.0,,1,0.36,,1,0.18,,1,2.0,,1
6852,5.09,2.7,11,4.64,2.84,11,0.46,,1,0.13,,1,0.53,,1,0.42,,1,3.0,,1
11298,3.56,2.19,9,5.44,2.07,9,0.68,,1,0.02,,1,0.53,,1,0.28,,1,3.0,,1
10612,2.25,0.96,4,4.25,2.63,4,1.0,,1,0.0,,1,0.4,,1,0.1,,1,3.0,,1
10727,4.2,2.95,5,5.8,2.86,5,0.0,,1,0.27,,1,0.19,,1,0.21,,1,2.0,,1
26070,3.2,2.17,5,5.8,3.49,5,0.0,,1,0.0,,1,0.0,,1,0.24,,1,2.0,,1
9246,5.0,0.0,3,5.0,0.0,3,0.83,,1,0.01,,1,0.65,,1,0.25,,1,2.0,,1
23761,4.0,2.58,4,3.0,2.16,4,0.3,,1,0.12,,1,0.77,,1,0.53,,1,4.0,,1
16073,2.0,,1,1.0,,1,0.33,,1,0.04,,1,0.43,,1,0.1,,1,3.0,,1
6743,4.0,,1,4.0,,1,0.64,,1,0.07,,1,0.59,,1,0.37,,1,3.0,,1
26797,4.0,,1,2.0,,1,0.3,,1,0.15,,1,0.59,,1,0.31,,1,3.0,,1
