,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
26685,7.0,,1,2.0,,1,0.32,,1,0.1,,1,0.77,,1,,,,,,
26848,5.75,3.77,4,6.5,4.12,4,0.3,,1,0.2,,1,0.52,,1,0.32,,1.0,2.0,,1.0
24255,1.67,2.08,3,3.0,2.65,3,0.0,,1,0.0,,1,0.0,,1,0.18,,1.0,2.0,,1.0
27144,4.0,4.24,2,6.0,5.66,2,0.68,,1,0.08,,1,0.77,,1,0.28,,1.0,1.0,,1.0
24138,3.5,3.54,2,5.5,2.12,2,0.79,,1,0.01,,1,0.71,,1,0.25,,1.0,2.0,,1.0
7900,4.33,3.51,3,4.0,3.61,3,0.0,,1,0.0,,1,0.35,,1,0.31,,1.0,2.0,,1.0
6852,7.5,2.12,2,6.5,3.54,2,0.72,,1,0.05,,1,0.85,,1,0.35,,1.0,2.0,,1.0
6914,3.0,,1,4.0,,1,0.35,,1,0.12,,1,0.56,,1,,,,,,
4711,5.0,4.24,2,5.0,2.83,2,0.76,,1,0.03,,1,0.83,,1,0.35,,1.0,2.0,,1.0
11539,4.67,3.79,3,3.0,1.73,3,0.25,,1,0.3,,1,0.52,,1,0.37,,1.0,2.0,,1.0
18404,0.0,,1,1.0,,1,0.0,,1,0.0,,1,0.0,,1,,,,,,
26607,9.0,,1,8.0,,1,0.69,,1,0.05,,1,0.91,,1,0.36,,1.0,2.0,,1.0
11298,6.0,1.41,2,6.0,2.83,2,0.75,,1,0.01,,1,0.65,,1,0.21,,1.0,2.0,,1.0
11542,9.0,1.41,2,4.0,1.41,2,0.71,,1,0.03,,1,0.92,,1,0.37,,1.0,3.0,,1.0
6713,6.5,0.71,2,8.0,1.41,2,0.6,,1,0.04,,1,0.69,,1,0.22,,1.0,2.0,,1.0
9246,7.0,2.83,2,7.5,2.12,2,0.71,,1,0.05,,1,0.85,,1,0.35,,1.0,2.0,,1.0
10727,8.0,,1,8.0,,1,0.77,,1,0.02,,1,0.79,,1,0.3,,1.0,2.0,,1.0
23761,8.0,,1,7.0,,1,0.81,,1,0.02,,1,0.79,,1,0.33,,1.0,2.0,,1.0
26070,4.0,,1,5.0,,1,0.61,,1,0.01,,1,0.58,,1,0.13,,1.0,2.0,,1.0
26222,7.0,,1,10.0,,1,0.69,,1,0.04,,1,0.73,,1,0.26,,1.0,2.0,,1.0
11543,5.0,,1,6.0,,1,0.8,,1,0.01,,1,0.65,,1,0.2,,1.0,2.0,,1.0
26690,3.0,,1,3.0,,1,0.08,,1,0.4,,1,0.52,,1,,,,,,
24782,1.0,,1,1.0,,1,0.5,,1,0.1,,1,0.38,,1,,,,,,
26797,1.0,,1,0.0,,1,0.0,,1,0.0,,1,0.43,,1,,,,,,
