,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
11298,4.33,1.15,3,5.0,1.0,3,0.61,,1,0.04,,1,0.67,,1,0.32,,1.0,2.0,,1.0
11539,4.2,2.28,5,3.4,2.79,5,0.56,,1,0.08,,1,0.71,,1,0.32,,1.0,3.0,,1.0
26070,1.0,,1,3.0,,1,0.58,,1,0.01,,1,0.42,,1,0.07,,1.0,3.0,,1.0
7900,4.8,1.48,5,4.0,2.55,5,0.79,,1,0.01,,1,0.71,,1,0.37,,1.0,3.0,,1.0
6852,4.75,0.96,4,5.25,2.22,4,0.64,,1,0.02,,1,0.62,,1,0.25,,1.0,2.0,,1.0
27144,1.5,0.71,2,4.0,2.83,2,0.67,,1,0.01,,1,0.34,,1,0.07,,1.0,3.0,,1.0
10727,3.0,,1,8.0,,1,0.43,,1,0.11,,1,0.52,,1,0.21,,1.0,2.0,,1.0
26848,5.43,3.6,7,5.57,3.36,7,0.5,,1,0.19,,1,0.75,,1,0.34,,1.0,2.0,,1.0
6713,3.5,2.08,4,3.75,2.99,4,0.0,,1,0.0,,1,0.17,,1,0.31,,1.0,2.0,,1.0
26607,4.0,1.41,2,4.5,2.12,2,0.46,,1,0.12,,1,0.48,,1,0.36,,1.0,3.0,,1.0
11542,3.67,2.08,3,1.67,1.15,3,0.0,,1,0.12,,1,0.4,,1,0.33,,1.0,4.0,,1.0
23761,2.67,1.53,3,1.33,0.58,3,0.17,,1,0.12,,1,0.19,,1,0.36,,1.0,4.0,,1.0
4711,5.75,2.63,4,4.75,3.5,4,0.52,,1,0.14,,1,0.71,,1,0.37,,1.0,2.0,,1.0
10612,1.5,0.71,2,2.0,1.41,2,0.0,,1,0.05,,1,0.14,,1,0.14,,1.0,3.0,,1.0
24138,1.75,1.5,4,3.0,2.16,4,0.71,,1,0.01,,1,0.55,,1,0.17,,1.0,3.0,,1.0
26222,3.5,3.11,4,4.0,3.56,4,0.52,,1,0.12,,1,0.71,,1,0.33,,1.0,3.0,,1.0
6914,3.25,2.36,4,4.0,2.0,4,0.85,,1,0.02,,1,0.6,,1,0.3,,1.0,3.0,,1.0
26685,4.67,1.53,3,3.0,1.0,3,0.5,,1,0.09,,1,0.57,,1,0.17,,1.0,3.0,,1.0
11543,5.0,,1,5.0,,1,0.51,,1,0.14,,1,0.67,,1,0.29,,1.0,2.0,,1.0
6743,3.5,3.54,2,3.0,2.83,2,0.5,,1,0.0,,1,0.39,,1,0.03,,1.0,3.0,,1.0
24255,2.0,1.0,3,3.33,1.53,3,0.92,,1,0.0,,1,0.48,,1,0.14,,1.0,3.0,,1.0
26690,4.33,2.89,3,2.0,1.0,3,0.42,,1,0.06,,1,0.67,,1,0.29,,1.0,2.0,,1.0
24782,0.0,,1,1.0,,1,0.0,,1,0.0,,1,0.0,,1,,,,,,
18404,7.0,,1,8.0,,1,0.57,,1,0.08,,1,0.71,,1,0.34,,1.0,3.0,,1.0
16073,3.0,,1,2.0,,1,0.56,,1,0.0,,1,0.55,,1,0.17,,1.0,3.0,,1.0
