,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
5470,0.0,,1,1.0,,1,0.0,,1,0.0,,1,0.0,,1
5216,1.0,,1,1.0,,1,0.0,,1,0.25,,1,0.25,,1
5506,1.0,,1,1.0,,1,0.0,,1,0.33,,1,0.33,,1
5503,1.0,,1,1.0,,1,0.0,,1,0.25,,1,0.38,,1
6616,1.0,,1,0.0,,1,0.0,,1,0.0,,1,0.4,,1
