,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
22102,6.0,4.24,2,5.0,4.24,2,0.67,,1,0.08,,1,0.91,,1,0.35,,1,2.0,,1
5506,4.5,3.0,4,4.75,3.4,4,0.4,,1,0.11,,1,0.22,,1,0.31,,1,2.0,,1
5470,5.0,3.1,6,5.83,3.43,6,0.0,,1,0.0,,1,0.0,,1,0.37,,1,2.0,,1
4324,7.0,1.73,3,5.33,1.15,3,0.63,,1,0.03,,1,0.79,,1,0.36,,1,2.0,,1
6616,5.0,3.0,3,3.67,2.08,3,0.57,,1,0.05,,1,0.79,,1,0.36,,1,2.0,,1
7068,2.5,0.71,2,3.0,1.41,2,0.7,,1,0.02,,1,0.52,,1,0.09,,1,3.0,,1
5503,3.75,2.5,4,4.0,2.16,4,0.17,,1,0.08,,1,0.5,,1,0.3,,1,2.0,,1
4320,5.33,3.08,6,3.83,2.48,6,0.5,,1,0.11,,1,0.47,,1,0.31,,1,2.0,,1
6834,1.0,,1,1.0,,1,0.0,,1,0.0,,1,0.38,,1,0.15,,1,4.0,,1
5211,4.0,2.65,3,5.33,2.08,3,0.83,,1,0.0,,1,0.45,,1,0.06,,1,2.0,,1
5203,5.6,2.88,5,6.0,2.83,5,0.0,,1,0.06,,1,0.11,,1,0.35,,1,2.0,,1
5213,6.0,2.35,5,6.2,2.59,5,0.5,,1,0.01,,1,0.22,,1,0.32,,1,2.0,,1
4691,2.4,1.52,5,5.4,3.05,5,1.0,,1,0.0,,1,0.15,,1,0.09,,1,2.0,,1
5246,6.5,1.29,4,5.0,1.83,4,0.78,,1,0.02,,1,0.71,,1,0.25,,1,2.0,,1
6379,4.5,6.36,2,3.5,3.54,2,0.0,,1,0.0,,1,0.0,,1,0.38,,1,2.0,,1
10609,5.0,2.83,4,5.75,3.4,4,0.5,,1,0.03,,1,0.35,,1,0.28,,1,2.0,,1
3508,4.0,,1,2.0,,1,0.61,,1,0.0,,1,0.61,,1,0.2,,1,2.0,,1
5216,4.0,1.41,2,3.5,2.12,2,0.11,,1,0.21,,1,0.56,,1,0.29,,1,2.0,,1
6400,6.5,0.71,2,6.0,1.41,2,0.78,,1,0.02,,1,0.71,,1,0.25,,1,2.0,,1
11094,9.0,,1,8.0,,1,0.73,,1,0.04,,1,0.91,,1,0.35,,1,2.0,,1
