,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
5246,3.67,2.08,3,2.0,1.73,3,0.3,,1,0.01,,1,0.5,,1,0.26,,1.0,4.0,,1.0
5503,9.0,,1,5.0,,1,0.58,,1,0.08,,1,0.91,,1,,,,,,
6379,3.0,2.65,3,3.33,1.53,3,0.67,,1,0.02,,1,0.4,,1,0.21,,1.0,4.0,,1.0
5213,3.33,1.15,3,2.67,1.53,3,0.39,,1,0.08,,1,0.56,,1,0.44,,1.0,4.0,,1.0
5506,4.5,2.12,2,6.0,1.41,2,0.39,,1,0.25,,1,0.53,,1,,,,,,
5211,3.0,1.41,2,4.5,2.12,2,0.39,,1,0.1,,1,0.43,,1,,,,,,
5203,5.0,3.0,3,4.67,2.52,3,0.26,,1,0.24,,1,0.5,,1,0.47,,1.0,4.0,,1.0
5216,5.0,,1,7.0,,1,0.6,,1,0.05,,1,0.67,,1,,,,,,
5470,5.0,1.41,2,4.0,1.41,2,0.38,,1,0.31,,1,0.62,,1,,,,,,
4320,3.0,1.73,3,3.0,2.65,3,0.25,,1,0.2,,1,0.62,,1,0.21,,1.0,5.0,,1.0
4691,1.0,1.41,2,2.0,0.0,2,0.33,,1,0.02,,1,0.34,,1,,,,,,
4324,2.0,,1,2.0,,1,0.2,,1,0.6,,1,0.5,,1,0.56,,1.0,3.0,,1.0
10609,0.5,0.71,2,2.0,0.0,2,0.5,,1,0.0,,1,0.0,,1,0.34,,1.0,3.0,,1.0
6616,1.0,,1,1.0,,1,0.5,,1,0.01,,1,0.42,,1,,,,,,
