id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,player,position,carry_end_location_0,carry_end_location_1,duel_type_id,duel_type_name,pass_aerial_won,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,related_events_4,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate
b68439d3-33a0-461a-99e7-fb6bb9412519,1799,2,00:03:37.408,48,37,30,Pass,111,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.502094,,a23f6b7d-25f8-4de1-80e1-eab4739bc182,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,60.0,40.0,6852.0,Jozabed Sánchez Ruiz,3.1400638,-1.7307094,1.0,Ground Pass,59.5,36.9,40.0,Right Foot,65.0,Kick Off,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a23f6b7d-25f8-4de1-80e1-eab4739bc182,1800,2,00:03:37.910,48,37,42,Ball Receipt*,111,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,b68439d3-33a0-461a-99e7-fb6bb9412519,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,59.5,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216454c-5bc2-4cb8-a6e8-cdb0ce913237,1801,2,00:03:40.155,48,40,30,Pass,111,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.531763,,b78cb97c-9eea-4ad9-8c6e-8b487b55e8b5,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,54.4,42.9,23761.0,Alhassane Bangoura,46.311337,0.6905912,3.0,High Pass,90.1,72.4,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b78cb97c-9eea-4ad9-8c6e-8b487b55e8b5,1802,2,00:03:41.686,48,41,42,Ball Receipt*,111,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,4216454c-5bc2-4cb8-a6e8-cdb0ce913237,23761.0,Alhassane Bangoura,17.0,Right Wing,90.1,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039be04a-9180-43fd-b755-b2fe519da580,1803,2,00:03:42.721,48,42,30,Pass,111,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.10345,,5fa77d9f-ac08-4e82-a1b2-35140cb92bc8,23761.0,Alhassane Bangoura,17.0,Right Wing,99.7,63.2,26848.0,Roberto Trashorras Gayoso,3.5341194,-2.0091329,1.0,Ground Pass,98.2,60.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,75fbd8f7-2352-4a25-a835-5c341d03252e,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75fbd8f7-2352-4a25-a835-5c341d03252e,1804,2,00:03:42.825,48,42,42,Ball Receipt*,111,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,039be04a-9180-43fd-b755-b2fe519da580,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,90.5,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fa77d9f-ac08-4e82-a1b2-35140cb92bc8,1805,2,00:03:42.825,48,42,10,Interception,111,360,Rayo Vallecano,9,From Kick Off,220,Real Madrid,0.0,,039be04a-9180-43fd-b755-b2fe519da580,5574.0,Toni Kroos,10.0,Center Defensive Midfield,21.9,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb94db52-f05c-44b9-97d8-e2b24a1d44d1,1857,2,00:05:31.237,50,31,41,Referee Ball-Drop,116,360,Rayo Vallecano,5,Other,360,Rayo Vallecano,0.0,,,,,,,17.6,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40c2372a-9f4e-4c19-882e-0fc9d88e2b63,1858,2,00:05:31.857,50,31,2,Ball Recovery,116,360,Rayo Vallecano,5,Other,360,Rayo Vallecano,0.0,,,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,19.1,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e8fa31c-9aab-4157-a78f-23404f205b57,1859,2,00:05:31.857,50,31,43,Carry,116,360,Rayo Vallecano,5,Other,360,Rayo Vallecano,2.295268,,3c6df888-ec65-48fa-a929-7e8ee2227d9c,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,19.1,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40c2372a-9f4e-4c19-882e-0fc9d88e2b63,,,,,,,,,,22.9,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c6df888-ec65-48fa-a929-7e8ee2227d9c,1860,2,00:05:34.153,50,34,30,Pass,116,360,Rayo Vallecano,5,Other,360,Rayo Vallecano,5.08114,,857391c7-6873-4fbb-9bb0-84e353d9dc98,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,22.9,69.9,,,73.67781,-0.36210665,3.0,High Pass,91.8,43.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d108cec-38c1-4f85-992f-7328e0e1cd96,1881,2,00:05:55.743,50,55,2,Ball Recovery,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,240ae5a8-2eca-4be0-bc19-bd2442268ddb,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,19.3,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11efd5ed-b853-4a31-9274-98c565ea4b45,1882,2,00:05:55.743,50,55,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.233399,,1d108cec-38c1-4f85-992f-7328e0e1cd96,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,19.3,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ba24446-8f8a-438d-a397-43fc9a21daf4,,,,,,,,,,13.5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ba24446-8f8a-438d-a397-43fc9a21daf4,1883,2,00:05:56.976,50,56,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.649356,,4dd1f1bf-e538-450e-b1dc-c0f8ffb8442a,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,13.5,28.6,11542.0,Javier Guerra Rodríguez,29.099312,-0.11710875,3.0,High Pass,42.4,25.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4dd1f1bf-e538-450e-b1dc-c0f8ffb8442a,1884,2,00:05:59.626,50,59,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,8ba24446-8f8a-438d-a397-43fc9a21daf4,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,42.4,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125f9578-f2f3-4279-9b80-60bb5d1792f1,1885,2,00:06:01.518,51,1,4,Duel,118,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.0,,76d4b0b2-b814-4cdc-869c-bfbebf0d7ca1,5463.0,Luka Modrić,15.0,Left Center Midfield,80.3,56.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76d4b0b2-b814-4cdc-869c-bfbebf0d7ca1,1886,2,00:06:01.518,51,1,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.479006,,125f9578-f2f3-4279-9b80-60bb5d1792f1,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,39.8,23.2,11298.0,José Ignacio Martínez García,8.220098,-2.5029576,3.0,High Pass,33.2,18.3,,,,,,True,,,,,,,,,,,,,,,,,,,fe9d23fb-611d-44a3-a09e-5be18e985d72,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe9d23fb-611d-44a3-a09e-5be18e985d72,1887,2,00:06:02.997,51,2,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,76d4b0b2-b814-4cdc-869c-bfbebf0d7ca1,11298.0,José Ignacio Martínez García,6.0,Left Back,33.2,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6594374-1696-44fb-b2c8-23871800fabd,1888,2,00:06:02.997,51,2,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.025033,,953ce958-9c49-482e-9b6d-26ee37c7f51c,11298.0,José Ignacio Martínez García,6.0,Left Back,33.2,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe9d23fb-611d-44a3-a09e-5be18e985d72,,,,,,,,,,33.6,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953ce958-9c49-482e-9b6d-26ee37c7f51c,1889,2,00:06:03.022,51,3,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.690286,,6ca5c2bc-77a0-49e7-bd23-baba2c4a2162,11298.0,José Ignacio Martínez García,6.0,Left Back,33.6,18.3,6852.0,Jozabed Sánchez Ruiz,3.3286633,0.99945885,1.0,Ground Pass,35.4,21.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ca5c2bc-77a0-49e7-bd23-baba2c4a2162,1890,2,00:06:03.712,51,3,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,953ce958-9c49-482e-9b6d-26ee37c7f51c,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,35.4,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a8090f0-7866-4831-8f6c-0cbbd627e481,1891,2,00:06:03.712,51,3,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.595969,,16024525-1662-4d93-beb8-ce1e9e9d6730,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,35.4,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ca5c2bc-77a0-49e7-bd23-baba2c4a2162,,,,,,,,,,33.9,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16024525-1662-4d93-beb8-ce1e9e9d6730,1892,2,00:06:04.308,51,4,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.951551,,27186849-8f17-4bf7-b9f5-7215e8532046,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,33.9,22.8,26222.0,José Eduardo Rosa Vale de Castro,14.524806,3.010406,1.0,Ground Pass,19.5,24.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27186849-8f17-4bf7-b9f5-7215e8532046,1893,2,00:06:06.260,51,6,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,16024525-1662-4d93-beb8-ce1e9e9d6730,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,19.5,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
