id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,out,off_camera,interception,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot,dribble,foul_won,foul_committed,ball_recovery,50_50,miscontrol,block,substitution,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,goalkeeper,pass_recipient_id,pass_recipient_name,related_events_1,related_events,carry_end_location_0,carry_end_location_1,pass_cross,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events_2,duel_type_id,duel_type_name,related_events_3,pass_aerial_won,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,ball_recovery_recovery_failure
373e8325-e419-4076-89ee-34c88bb8bf44,673,1,00:18:19.402,18,19,4,Duel,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,c8fdc63f-6241-4e69-aa80-9bc59993efaa,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,45.4,5.7,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805910a1-1c74-4496-ac11-18d03bfc6226,674,1,00:18:20.223,18,20,30,Pass,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.792754,,82351717-6a21-45b2-abc3-8e663ffb550f,7900,Tiago Manuel Dias Correia,21,Left Wing,38.8,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.453184,0.10203351,3.0,High Pass,68.1,9.6,40.0,Right Foot,66.0,Recovery,9.0,Incomplete,,26685.0,Nicolás Ladislao Fedor Flores,be15b4b6-550f-4aa3-bce3-d37685620f97,,,,,,,,,c8fdc63f-6241-4e69-aa80-9bc59993efaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82351717-6a21-45b2-abc3-8e663ffb550f,675,1,00:18:21.015,18,21,42,Ball Receipt*,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,805910a1-1c74-4496-ac11-18d03bfc6226,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,66.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be15b4b6-550f-4aa3-bce3-d37685620f97,676,1,00:18:21.015,18,21,30,Pass,49,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,2.13749,,805910a1-1c74-4496-ac11-18d03bfc6226,6869,Alejandro Arribas Garrido,3,Right Center Back,52.0,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.72526,-0.6240231,3.0,High Pass,74.5,54.3,37.0,Head,64.0,Interception,9.0,Incomplete,,,,f61ec9d7-62ee-42d5-bc42-ef2e5364a978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f61ec9d7-62ee-42d5-bc42-ef2e5364a978,677,1,00:18:23.153,18,23,2,Ball Recovery,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,be15b4b6-550f-4aa3-bce3-d37685620f97,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,45.6,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72a4bb26-6708-4fcb-a8fd-5e9c8496b00f,678,1,00:18:23.153,18,23,43,Carry,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.937964,,6516a89a-782e-41ba-8935-9401b2d6255c,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,45.6,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f61ec9d7-62ee-42d5-bc42-ef2e5364a978,,44.8,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516a89a-782e-41ba-8935-9401b2d6255c,679,1,00:18:24.091,18,24,30,Pass,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.262409,,36a3cd7f-1b1a-48f1-b089-0a35c8bc1363,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,44.8,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.976472,2.6510458,2.0,Low Pass,36.0,32.0,40.0,Right Foot,,,,,,26222.0,José Eduardo Rosa Vale de Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36a3cd7f-1b1a-48f1-b089-0a35c8bc1363,680,1,00:18:25.353,18,25,42,Ball Receipt*,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,6516a89a-782e-41ba-8935-9401b2d6255c,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,36.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fa15f19-9037-4b8d-8b12-7c73ef2f4928,681,1,00:18:25.353,18,25,43,Carry,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.063209,,2c46fc59-a13b-4a4e-811a-6cb3df58667e,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,36.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36a3cd7f-1b1a-48f1-b089-0a35c8bc1363,,35.8,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c46fc59-a13b-4a4e-811a-6cb3df58667e,682,1,00:18:26.417,18,26,30,Pass,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.491375,,a20295e2-7e28-4312-8ac9-bade7ad1ebc0,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,35.8,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.018883,1.0151399,1.0,Ground Pass,54.8,65.0,40.0,Right Foot,,,,,,4711.0,Pablo Hernández Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a20295e2-7e28-4312-8ac9-bade7ad1ebc0,683,1,00:18:28.908,18,28,42,Ball Receipt*,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,2c46fc59-a13b-4a4e-811a-6cb3df58667e,4711,Pablo Hernández Domínguez,17,Right Wing,54.8,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4d6b146-fc2c-4ef5-bbc8-5259b59bdad4,684,1,00:18:28.908,18,28,30,Pass,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.623347,,abcac791-d33c-49fb-b936-5fcf555ef926,4711,Pablo Hernández Domínguez,17,Right Wing,55.5,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.17969,-0.06638431,1.0,Ground Pass,91.6,63.2,40.0,Right Foot,,,,,,24138.0,Joaquín José Marín Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abcac791-d33c-49fb-b936-5fcf555ef926,685,1,00:18:31.531,18,31,42,Ball Receipt*,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,b4d6b146-fc2c-4ef5-bbc8-5259b59bdad4,24138,Joaquín José Marín Ruiz,2,Right Back,91.6,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672cdc1f-c915-4c7e-ae59-3c5a074299ec,686,1,00:18:31.531,18,31,43,Carry,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.300684,,abcac791-d33c-49fb-b936-5fcf555ef926,24138,Joaquín José Marín Ruiz,2,Right Back,91.6,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be63a0c3-e2d8-4926-aa28-0e8f0af3f5ae,,92.7,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be63a0c3-e2d8-4926-aa28-0e8f0af3f5ae,687,1,00:18:31.832,18,31,30,Pass,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.578526,,b3e56be1-4836-40e2-bd43-4d51f0798fe2,24138,Joaquín José Marín Ruiz,2,Right Back,92.7,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.443762,-1.2180166,1.0,Ground Pass,100.8,41.2,40.0,Right Foot,,,9.0,Incomplete,,26685.0,Nicolás Ladislao Fedor Flores,cef2df25-6950-42bc-b328-1d8df8bc7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3e56be1-4836-40e2-bd43-4d51f0798fe2,688,1,00:18:33.410,18,33,42,Ball Receipt*,49,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,be63a0c3-e2d8-4926-aa28-0e8f0af3f5ae,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,98.7,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
