id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,interception,clearance,counterpress,shot,goalkeeper,duel,out,dribble,ball_recovery,miscontrol,foul_won,off_camera,foul_committed,substitution,50_50,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,related_events,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_switch,interception_outcome_id,interception_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_outswinging,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_through_ball,shot_one_on_one,shot_end_location_2,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,clearance_aerial_won,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,pass_inswinging,related_events_3,dribble_nutmeg,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_first_time,bad_behaviour_card_id,bad_behaviour_card_name,pass_goal_assist
376d9054-42a5-4f2d-9173-cbdbd9dad9b6,1958,2,00:11:08.360,56,8,43,Carry,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.475163,,0ca0baae-d05f-4fbf-aa51-320a1df6aaa3,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,70.6,15.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,2d38d89b-3522-4a9c-9a0b-7eca7c441097,73.9,17.3,5291f72c-aa75-45c6-9387-fa904083b9be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5291f72c-aa75-45c6-9387-fa904083b9be,1959,2,00:11:08.694,56,8,17,Pressure,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,0.883905,,376d9054-42a5-4f2d-9173-cbdbd9dad9b6,4546.0,Dimitri Foulquier,2.0,Right Back,49.0,66.4,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d38d89b-3522-4a9c-9a0b-7eca7c441097,1960,2,00:11:09.835,56,9,38,Miscontrol,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,73.9,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61da51c1-b7ef-4cf6-81da-a5637cddf731,1961,2,00:11:10.187,56,10,17,Pressure,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.315351,,,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,74.4,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa548637-ce71-45a9-93f3-5df82e8c70e3,1962,2,00:11:10.577,56,10,2,Ball Recovery,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,0.0,,,6599.0,Rubén Salvador Pérez Del Mármol,11.0,Left Defensive Midfield,46.0,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47cd5d0b-69fe-47a7-af20-0aee4cfb0b67,1963,2,00:11:10.577,56,10,43,Carry,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,4.094222,,aa548637-ce71-45a9-93f3-5df82e8c70e3,6599.0,Rubén Salvador Pérez Del Mármol,11.0,Left Defensive Midfield,46.0,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc150b67-1106-4b6a-b560-3762124fd749,59.7,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc150b67-1106-4b6a-b560-3762124fd749,1964,2,00:11:14.672,56,14,30,Pass,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,1.631951,,330a5eec-2dc3-4507-b123-f2efcb89b1a1,6599.0,Rubén Salvador Pérez Del Mármol,11.0,Left Defensive Midfield,59.7,60.3,6918.0,Isaac Ajayi Success,25.821115,0.63420624,1.0,Ground Pass,80.5,75.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330a5eec-2dc3-4507-b123-f2efcb89b1a1,1965,2,00:11:16.304,56,16,42,Ball Receipt*,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,,,cc150b67-1106-4b6a-b560-3762124fd749,6918.0,Isaac Ajayi Success,24.0,Left Center Forward,80.5,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af7a1bd4-25cf-4272-b89d-6c50228a1bc5,1966,2,00:11:16.304,56,16,43,Carry,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,2.656377,,1e89e405-5d17-493f-9957-1412291a0701,6918.0,Isaac Ajayi Success,24.0,Left Center Forward,80.5,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330a5eec-2dc3-4507-b123-f2efcb89b1a1,92.3,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e89e405-5d17-493f-9957-1412291a0701,1967,2,00:11:18.960,56,18,30,Pass,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,1.1893,,001418df-bffd-4356-8f44-a126f008bc5c,6918.0,Isaac Ajayi Success,24.0,Left Center Forward,92.3,64.6,26776.0,Juan Isaac Cuenca López,27.986605,-1.2433962,1.0,Ground Pass,101.3,38.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,28c1aa7e-d3fe-4759-893d-127cdd98df1a,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001418df-bffd-4356-8f44-a126f008bc5c,1968,2,00:11:20.149,56,20,42,Ball Receipt*,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,,,1e89e405-5d17-493f-9957-1412291a0701,26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,98.3,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28c1aa7e-d3fe-4759-893d-127cdd98df1a,1969,2,00:11:20.149,56,20,10,Interception,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,1e89e405-5d17-493f-9957-1412291a0701,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,18.8,42.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdf28ad8-fb49-48ac-97a0-433513a12ea6,1970,2,00:11:20.149,56,20,43,Carry,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.610108,,28c1aa7e-d3fe-4759-893d-127cdd98df1a,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,18.8,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451ecba3-b72d-4d67-a744-5d9b030e9a74,16.1,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451ecba3-b72d-4d67-a744-5d9b030e9a74,1971,2,00:11:21.759,56,21,30,Pass,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.958523,,5bc313aa-d6c0-43b5-8fe5-92d7d43c1c88,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,16.1,37.6,7900.0,Tiago Manuel Dias Correia,48.158176,-0.79861325,3.0,High Pass,49.7,3.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bc313aa-d6c0-43b5-8fe5-92d7d43c1c88,1972,2,00:11:24.718,56,24,42,Ball Receipt*,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,451ecba3-b72d-4d67-a744-5d9b030e9a74,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,49.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01125dbb-9a81-45b6-a0ff-db1451730067,1973,2,00:11:24.718,56,24,43,Carry,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.864948,,5bc313aa-d6c0-43b5-8fe5-92d7d43c1c88,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,49.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7f811de-66f6-4e78-beb9-33187eb2991d,49.8,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7f811de-66f6-4e78-beb9-33187eb2991d,1974,2,00:11:25.583,56,25,30,Pass,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.337673,,2c3b81fa-dd42-4890-94e5-998379cc4f5e,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,49.8,3.1,6914.0,Roberto Román Triguero,17.754436,2.680464,1.0,Ground Pass,33.9,11.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c3b81fa-dd42-4890-94e5-998379cc4f5e,1975,2,00:11:26.920,56,26,42,Ball Receipt*,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,d7f811de-66f6-4e78-beb9-33187eb2991d,6914.0,Roberto Román Triguero,6.0,Left Back,33.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e9ded50-43a9-43bf-be5f-c08668fdd3c5,1976,2,00:11:26.920,56,26,43,Carry,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.939263,,2c3b81fa-dd42-4890-94e5-998379cc4f5e,6914.0,Roberto Román Triguero,6.0,Left Back,33.9,11.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,7f3b22dc-250b-4d6d-abf3-206cb3d85a64,33.3,8.3,a1bf0c24-2753-4927-9848-444a5ea7801d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1bf0c24-2753-4927-9848-444a5ea7801d,1977,2,00:11:27.229,56,27,17,Pressure,108,360,Rayo Vallecano,1,Regular Play,1049,Granada,0.642694,,3e9ded50-43a9-43bf-be5f-c08668fdd3c5,6918.0,Isaac Ajayi Success,24.0,Left Center Forward,87.0,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f3b22dc-250b-4d6d-abf3-206cb3d85a64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f3b22dc-250b-4d6d-abf3-206cb3d85a64,1978,2,00:11:27.860,56,27,30,Pass,108,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.658814,,a1bf0c24-2753-4927-9848-444a5ea7801d,6914.0,Roberto Román Triguero,6.0,Left Back,33.3,8.3,,,46.41002,-0.16231482,3.0,High Pass,79.1,0.8,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d173d77-d9fd-43da-888b-a47e1e24bc32,1987,2,00:11:58.994,56,58,10,Interception,110,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,134d73df-b25d-46a7-9720-fd59a95f9058,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,74.7,69.7,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
