id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,duel,ball_recovery,ball_receipt,clearance,out,foul_won,foul_committed,counterpress,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,substitution,miscontrol,bad_behaviour,player_off,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_3,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,related_events,interception_outcome_id,interception_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,player,position,location,duel_type_id,duel_type_name,pass_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_switch,clearance_right_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,miscontrol_aerial_won,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,shot_first_time,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_technique_id,pass_technique_name,pass_inswinging,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,pass_outswinging,clearance_aerial_won,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,dribble_nutmeg,pass_miscommunication,pass_goal_assist
d1bd28a4-50ec-4d84-b7a4-e8f4262127b4,1348,1,00:42:09.097,42,9,23,Goal Keeper,97,360,Rayo Vallecano,4,From Throw In,213,Sevilla,0.0,,7b852231-bb7d-4c05-9e34-21299688321c,,6823.0,Sergio Rico González,1.0,Goalkeeper,3.5,40.4,,,,,,,,,,,,,,,55.0,No Touch,26.0,Goal Conceded,46.0,Standing,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cd3f149-4773-4b3e-a3d9-294723b58722,1362,1,00:42:58.516,42,58,2,Ball Recovery,99,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,edbb57d8-2cab-44da-9744-12ae6312e872,,6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,11.4,22.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e47f3cfe-ee36-49ad-b33c-4ea69423437e,1363,1,00:42:58.516,42,58,43,Carry,99,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.551815,,2cd3f149-4773-4b3e-a3d9-294723b58722,,6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,11.4,22.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,b3d9650a-a831-4e59-a491-e7fbda8a197f,edbb57d8-2cab-44da-9744-12ae6312e872,9.0,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3d9650a-a831-4e59-a491-e7fbda8a197f,1364,1,00:42:59.067,42,59,30,Pass,99,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.65585,,17cc8aaa-3a39-428e-979b-cac038253167,,6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,9.0,20.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,edbb57d8-2cab-44da-9744-12ae6312e872,,,,11539.0,Adrián Embarba Blázquez,16.055218,-0.7633753,1.0,Ground Pass,20.6,9.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50fe61ca-3ce4-4846-a63d-ed75a26d5131,1365,1,00:43:00.627,43,0,17,Pressure,99,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.570077,,17cc8aaa-3a39-428e-979b-cac038253167,,6672.0,Jorge Andújar Moreno,2.0,Right Back,96.7,71.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,d50c1b64-9e34-4c44-9383-e880aae1c63a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17cc8aaa-3a39-428e-979b-cac038253167,1366,1,00:43:00.723,43,0,42,Ball Receipt*,99,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,50fe61ca-3ce4-4846-a63d-ed75a26d5131,,11539.0,Adrián Embarba Blázquez,12.0,Right Midfield,20.6,9.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,b3d9650a-a831-4e59-a491-e7fbda8a197f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d50c1b64-9e34-4c44-9383-e880aae1c63a,1367,1,00:43:00.723,43,0,43,Carry,99,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.965321,,17cc8aaa-3a39-428e-979b-cac038253167,,11539.0,Adrián Embarba Blázquez,12.0,Right Midfield,20.6,9.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,50fe61ca-3ce4-4846-a63d-ed75a26d5131,a939c140-fe45-4d5e-a86e-57b2061d6d73,24.4,4.9,,,,,,,,,,,be693b7d-2ff6-4cae-a749-a202d11a7d60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a939c140-fe45-4d5e-a86e-57b2061d6d73,1368,1,00:43:01.689,43,1,39,Dribbled Past,99,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.0,,50419fee-8c6d-4ca6-89c3-72e6c9dcd644,,6672.0,Jorge Andújar Moreno,2.0,Right Back,95.7,75.2,,,,,,,,,,,,True,,,,,,,,,,,,,,,,be693b7d-2ff6-4cae-a749-a202d11a7d60,d50c1b64-9e34-4c44-9383-e880aae1c63a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be693b7d-2ff6-4cae-a749-a202d11a7d60,1369,1,00:43:01.689,43,1,14,Dribble,99,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,a939c140-fe45-4d5e-a86e-57b2061d6d73,,11539.0,Adrián Embarba Blázquez,12.0,Right Midfield,24.4,4.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50419fee-8c6d-4ca6-89c3-72e6c9dcd644,1370,1,00:43:01.689,43,1,43,Carry,99,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.538006,,a140724b-3007-4ce3-a457-e4d712219897,,11539.0,Adrián Embarba Blázquez,12.0,Right Midfield,24.4,4.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,a939c140-fe45-4d5e-a86e-57b2061d6d73,be693b7d-2ff6-4cae-a749-a202d11a7d60,33.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
