id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,out,off_camera,interception,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,shot,dribble,foul_won,foul_committed,ball_recovery,50_50,miscontrol,block,substitution,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,goalkeeper,pass_recipient_id,pass_recipient_name,pass_body_part_id,pass_body_part_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,pass_cross,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,dribble_overrun,related_events_3,pass_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_switch,50_50_outcome_id,50_50_outcome_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,block_deflection,pass_inswinging,pass_technique_id,pass_technique_name
b00613b7-e5b3-4b49-b56b-96e55d258935,822,1,00:22:35.082,22,35,23,Goal Keeper,58,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,0.0,,66f4acca-6aad-4829-9dde-cc13af198d7d,27457,Manuel Fernández Muñíz,1,Goalkeeper,11.8,39.0,,,,,,,,,,,42.0,Moving,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99cdb080-3438-43df-9e9c-0440b64690a9,837,1,00:24:10.380,24,10,30,Pass,61,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.133134,,cb4cf8d8-f04e-4142-963e-8869cadec7d7,11298,José Ignacio Martínez García,6,Left Back,29.8,0.1,,,,,,,,,True,,,,,,,,,,,,,,,,,,,7.1309185,2.8864102,3.0,High Pass,22.9,1.9,67.0,Throw-in,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98a34166-ba6b-4ff9-a674-3331da49597c,854,1,00:24:18.758,24,18,30,Pass,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.661868,,7ad73b2b-1b58-4fd0-b8c1-f337c4dde228,4711,Pablo Hernández Domínguez,17,Right Wing,14.2,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.723907,-2.6436074,2.0,Low Pass,3.9,35.2,66.0,Recovery,,,,24255.0,Juan Carlos Martín Corral,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ad73b2b-1b58-4fd0-b8c1-f337c4dde228,855,1,00:24:20.420,24,20,42,Ball Receipt*,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,98a34166-ba6b-4ff9-a674-3331da49597c,24255,Juan Carlos Martín Corral,1,Goalkeeper,3.9,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56e694db-274b-41cd-9e51-31b40633aa29,856,1,00:24:20.420,24,20,43,Carry,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,6.510117,,663b2898-064d-4053-8df7-7a08f517e683,24255,Juan Carlos Martín Corral,1,Goalkeeper,3.9,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ad73b2b-1b58-4fd0-b8c1-f337c4dde228,5.6,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663b2898-064d-4053-8df7-7a08f517e683,857,1,00:24:26.930,24,26,30,Pass,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.532081,,83050b5d-6a1b-4932-acc7-f99826c77a17,24255,Juan Carlos Martín Corral,1,Goalkeeper,5.6,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.480604,-1.3942311,1.0,Ground Pass,9.9,6.8,,,,,,6914.0,Roberto Román Triguero,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83050b5d-6a1b-4932-acc7-f99826c77a17,858,1,00:24:28.462,24,28,42,Ball Receipt*,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,663b2898-064d-4053-8df7-7a08f517e683,6914,Roberto Román Triguero,5,Left Center Back,9.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dac1fa3-2d6e-4805-a47a-52c96d35da39,859,1,00:24:28.462,24,28,43,Carry,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.01207,,47d77d74-a422-40aa-8f5b-c26911ce8746,6914,Roberto Román Triguero,5,Left Center Back,9.9,6.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bbe80b-0870-4e96-a9ff-46a33eb4810b,8.4,8.3,83050b5d-6a1b-4932-acc7-f99826c77a17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62bbe80b-0870-4e96-a9ff-46a33eb4810b,860,1,00:24:29.086,24,29,17,Pressure,63,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,0.483121,,2dac1fa3-2d6e-4805-a47a-52c96d35da39,6732,Lucas Pérez Martínez,23,Center Forward,108.9,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47d77d74-a422-40aa-8f5b-c26911ce8746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47d77d74-a422-40aa-8f5b-c26911ce8746,861,1,00:24:29.474,24,29,30,Pass,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.533294,,62bbe80b-0870-4e96-a9ff-46a33eb4810b,6914,Roberto Román Triguero,5,Left Center Back,8.4,8.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,19.480503,1.7933629,1.0,Ground Pass,4.1,27.3,,,,,,24255.0,Juan Carlos Martín Corral,40.0,Right Foot,bf1e119a-478a-4dd9-a15f-b378a896fa36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf1e119a-478a-4dd9-a15f-b378a896fa36,862,1,00:24:31.008,24,31,42,Ball Receipt*,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,47d77d74-a422-40aa-8f5b-c26911ce8746,24255,Juan Carlos Martín Corral,1,Goalkeeper,4.1,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cc2e001-235d-4400-a1ea-26ea7477f873,863,1,00:24:31.008,24,31,43,Carry,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.251615,,3841d47b-3f6a-4ea6-8403-ef1843f69bad,24255,Juan Carlos Martín Corral,1,Goalkeeper,4.1,27.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779bc8bf-1d04-4a7d-95c2-cfe0de014365,4.8,23.2,bf1e119a-478a-4dd9-a15f-b378a896fa36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841d47b-3f6a-4ea6-8403-ef1843f69bad,864,1,00:24:31.316,24,31,17,Pressure,63,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,1.06068,,5cc2e001-235d-4400-a1ea-26ea7477f873,7782,Luis Alberto Romero Alconchel,19,Center Attacking Midfield,112.8,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779bc8bf-1d04-4a7d-95c2-cfe0de014365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779bc8bf-1d04-4a7d-95c2-cfe0de014365,865,1,00:24:32.259,24,32,30,Pass,63,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.995188,,3841d47b-3f6a-4ea6-8403-ef1843f69bad,24255,Juan Carlos Martín Corral,1,Goalkeeper,4.8,23.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,42.353985,-0.57687014,3.0,High Pass,40.3,0.1,,,75.0,Out,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74ac8ba2-ae9c-4f2e-9c9e-1cdd79a75e39,874,1,00:24:46.743,24,46,2,Ball Recovery,65,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,e609eaf7-ceb9-462a-a206-8b7dc6852e6d,24255,Juan Carlos Martín Corral,1,Goalkeeper,8.6,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c92e98cd-e512-403a-a8ea-0be3d71518c6,875,1,00:24:46.743,24,46,43,Carry,65,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,8.487097,,36c4fe2e-e9f9-4800-a0e0-bb099d53eb0c,24255,Juan Carlos Martín Corral,1,Goalkeeper,8.6,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74ac8ba2-ae9c-4f2e-9c9e-1cdd79a75e39,10.1,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36c4fe2e-e9f9-4800-a0e0-bb099d53eb0c,876,1,00:24:55.230,24,55,30,Pass,65,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.657198,,315683db-5856-4c83-9388-6281604e9838,24255,Juan Carlos Martín Corral,1,Goalkeeper,10.1,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.208332,1.4551852,1.0,Ground Pass,13.7,70.9,,,,,,26222.0,José Eduardo Rosa Vale de Castro,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315683db-5856-4c83-9388-6281604e9838,877,1,00:24:56.887,24,56,42,Ball Receipt*,65,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,36c4fe2e-e9f9-4800-a0e0-bb099d53eb0c,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,13.7,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd142c5a-1736-42ab-8946-69424c6e6c4f,878,1,00:24:56.887,24,56,43,Carry,65,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.799999,,315683db-5856-4c83-9388-6281604e9838,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,13.7,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a62c47c8-de6b-42d5-9793-5953fa00a11f,13.1,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
