id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,duel,clearance,out,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,counterpress,interception,foul_won,dribble,ball_recovery,miscontrol,foul_committed,substitution,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,related_events,interception_outcome_id,interception_outcome_name,pass_outcome_id,pass_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_aerial_won,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,duel_outcome_id,duel_outcome_name,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,pass_cross,pass_switch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,ball_recovery_recovery_failure,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,clearance_left_foot,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,pass_miscommunication,player,position
feedf0c7-810e-4273-9d44-02b873171582,2732,2,00:27:05.619,72,5,30,Pass,182,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.999943,,71c5f330-559d-4fc9-8115-d534f26d2705,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,84.1,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,24138.0,Joaquín José Marín Ruiz,24.229734,1.2255514,1.0,Ground Pass,92.3,67.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71c5f330-559d-4fc9-8115-d534f26d2705,2733,2,00:27:07.619,72,7,42,Ball Receipt*,182,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,feedf0c7-810e-4273-9d44-02b873171582,,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,92.3,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f4db808-b455-456b-a099-50c7d0a5b7c3,2734,2,00:27:07.619,72,7,43,Carry,182,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.290274,,71c5f330-559d-4fc9-8115-d534f26d2705,,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,92.3,67.7,,,,,,,,,,,,,,,,,,,,,,,,,82ea18f5-ec35-4c34-be74-1cc40cf3a257,,,,,,,,,,,,,,111.9,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82ea18f5-ec35-4c34-be74-1cc40cf3a257,2735,2,00:27:09.910,72,9,30,Pass,182,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.494573,,,,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,111.9,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.342964,-1.4123719,3.0,High Pass,120.0,25.4,40.0,Right Foot,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0480daa3-fe7f-412b-9b06-b1c4b8a743cf,2756,2,00:29:02.865,74,2,30,Pass,186,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,3.003363,,,,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,7.0,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.92353,-0.24116321,3.0,High Pass,74.9,19.4,40.0,Right Foot,63.0,Goal Kick,,,,,,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539bff2d-2d2b-4ee9-9d0c-300aa7f38fd6,2757,2,00:29:07.265,74,7,22,Foul Committed,186,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,25574c53-4697-4598-9af8-dfa30c3284c5,,26690.0,Alberto Mateus Contreiras Gonçalves,22.0,Right Center Forward,72.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25574c53-4697-4598-9af8-dfa30c3284c5,2758,2,00:29:07.265,74,7,21,Foul Won,186,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.0,,539bff2d-2d2b-4ee9-9d0c-300aa7f38fd6,,6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,47.8,60.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981ff5bb-6c0a-4b86-bdc5-67175dbed0bf,2788,2,00:29:55.407,74,55,2,Ball Recovery,188,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,,6713.0,Diego Javier Llorente Ríos,11.0,Left Defensive Midfield,15.5,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687bb39e-c818-4617-b437-ac4ab2250d3f,2789,2,00:29:55.407,74,55,43,Carry,188,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.224541,,4c6813eb-d7c0-4f34-a1f3-82f61e90b0f5,,6713.0,Diego Javier Llorente Ríos,11.0,Left Defensive Midfield,15.5,50.7,,True,,,,,,,,,,,,,,,,,,,,,,,981ff5bb-6c0a-4b86-bdc5-67175dbed0bf,,,,,,,,,,,,,,12.5,50.7,,,,,,,,,,,,,,,,,,,,,d7c68df9-d111-4174-a644-8db0ca7155dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c6813eb-d7c0-4f34-a1f3-82f61e90b0f5,2790,2,00:29:56.234,74,56,17,Pressure,188,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,0.372022,,687bb39e-c818-4617-b437-ac4ab2250d3f,,6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,106.0,29.3,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
