id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,out,off_camera,interception,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot,dribble,foul_won,foul_committed,ball_recovery,50_50,miscontrol,block,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,goalkeeper,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,related_events_1,pass_aerial_won,carry_end_location_0,carry_end_location_1,related_events,related_events_2,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,related_events_3,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,clearance_aerial_won,foul_won_defensive,pass_through_ball,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,clearance_left_foot,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_right_foot,pass_switch,pass_inswinging,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,pass_cross,pass_outswinging,player,position
31bd9432-2c47-4692-94fd-865c03c690de,1665,2,00:02:09.622,47,9,43,Carry,117,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.84713,,06634d52-dd28-4e5c-abe1-6c7ce99f4848,26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,63.2,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7a6678f-03df-431f-b886-27c50f0b24bb,,64.1,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7a6678f-03df-431f-b886-27c50f0b24bb,1666,2,00:02:10.469,47,10,3,Dispossessed,117,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,77f8443e-74bc-4da6-88e3-cd040a0d3ddb,26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,64.1,74.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ad94f3-ab83-4fef-826f-218151fa7f14,1677,2,00:02:37.799,47,37,30,Pass,119,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,3.313979,,85892d9c-a741-470e-86ac-3e8fa15c3534,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,7.0,44.1,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,66.72218,-0.63540775,3.0,High Pass,60.7,4.5,63.0,Goal Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85892d9c-a741-470e-86ac-3e8fa15c3534,1678,2,00:02:41.113,47,41,42,Ball Receipt*,119,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,03ad94f3-ab83-4fef-826f-218151fa7f14,4711.0,Pablo Hernández Domínguez,17.0,Right Wing,60.7,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3e63fbe-e364-414b-9c4e-9b17c185822a,1679,2,00:02:44.329,47,44,17,Pressure,119,360,Rayo Vallecano,7,From Goal Kick,219,RC Deportivo La Coruña,0.78736,,,6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,27.4,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce126c2b-0983-4f72-b36e-dd12243b6596,1680,2,00:02:45.197,47,45,3,Dispossessed,119,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,be79a519-33a3-4e91-9329-a51377cec627,4711.0,Pablo Hernández Domínguez,17.0,Right Wing,92.7,8.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772f9191-fcb8-429e-822a-d1fe294d2cd8,1750,2,00:04:11.484,49,11,2,Ball Recovery,123,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,11298.0,José Ignacio Martínez García,6.0,Left Back,7.3,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99124c96-1103-4580-bfc4-67a48b71a06a,1751,2,00:04:11.484,49,11,43,Carry,123,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.692744,,142b238b-8145-43b8-bc56-88b3e2972ee1,11298.0,José Ignacio Martínez García,6.0,Left Back,7.3,12.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772f9191-fcb8-429e-822a-d1fe294d2cd8,,4.5,15.6,,f0bb6cc6-4be3-40db-8f44-8e80da7ed05e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0bb6cc6-4be3-40db-8f44-8e80da7ed05e,1752,2,00:04:12.593,49,12,17,Pressure,123,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,0.650111,,142b238b-8145-43b8-bc56-88b3e2972ee1,5724.0,Fayçal Fajr,17.0,Right Wing,113.8,64.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99124c96-1103-4580-bfc4-67a48b71a06a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142b238b-8145-43b8-bc56-88b3e2972ee1,1753,2,00:04:13.176,49,13,30,Pass,123,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.643898,,a7cbe17d-1d58-44b4-b0cf-f0a43278d840,11298.0,José Ignacio Martínez García,6.0,Left Back,4.5,15.6,,,,True,,,,,,,,,,,,,,,,,,,,,,,,7900.0,Tiago Manuel Dias Correia,17.710167,-0.67738646,3.0,High Pass,18.3,4.5,,,38.0,Left Foot,,,,,,f0bb6cc6-4be3-40db-8f44-8e80da7ed05e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7cbe17d-1d58-44b4-b0cf-f0a43278d840,1754,2,00:04:14.820,49,14,42,Ball Receipt*,123,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,142b238b-8145-43b8-bc56-88b3e2972ee1,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,18.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2be6d1b7-e44a-4cff-8f12-30d2dad6de15,1755,2,00:04:15.067,49,15,30,Pass,123,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.287468,,2708b064-5bb8-47ad-93b7-9c27067dfc59,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,18.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,26685.0,Nicolás Ladislao Fedor Flores,14.39618,0.28879547,2.0,Low Pass,32.1,8.6,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7546556-3466-4e5d-af82-77698a411a81,1756,2,00:04:16.149,49,16,17,Pressure,123,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,0.461833,,2708b064-5bb8-47ad-93b7-9c27067dfc59,6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,85.5,71.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61c84bc5-ba1b-4e2b-a344-7b2aaa61092e,,,,,d967db66-0863-40b1-8b90-4ad528d9faed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708b064-5bb8-47ad-93b7-9c27067dfc59,1757,2,00:04:16.354,49,16,42,Ball Receipt*,123,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,2be6d1b7-e44a-4cff-8f12-30d2dad6de15,26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,32.1,8.6,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7546556-3466-4e5d-af82-77698a411a81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
