id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,pass,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,pass_switch,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,location,injury_stoppage_in_chain,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,shot_first_time,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name
bd5dbb5f-f94a-4ddd-b9e1-ea9fbb8b37f0,2940,2,00:25:54.605,70,54,30,Pass,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.925587,,b5cfa810-52c7-4238-830c-cafa85e01929,11542,Javier Guerra Rodríguez,23,Center Forward,60.0,40.0,6852.0,Jozabed Sánchez Ruiz,21.350643,2.8420606,1.0,Ground Pass,39.6,46.3,65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5cfa810-52c7-4238-830c-cafa85e01929,2941,2,00:25:57.531,70,57,42,Ball Receipt*,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,bd5dbb5f-f94a-4ddd-b9e1-ea9fbb8b37f0,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,39.6,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cba4265-942f-4795-a4f9-61b15a5e2d7f,2942,2,00:25:59.097,70,59,30,Pass,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.800404,,902c4837-c00b-4e62-ba7c-650ac5512a73,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,39.0,45.9,23761.0,Alhassane Bangoura,31.031113,1.1807151,1.0,Ground Pass,50.8,74.6,,,40.0,Right Foot,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902c4837-c00b-4e62-ba7c-650ac5512a73,2943,2,00:26:00.898,71,0,42,Ball Receipt*,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,2cba4265-942f-4795-a4f9-61b15a5e2d7f,23761,Alhassane Bangoura,17,Right Wing,50.8,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86fc28b0-dd09-43f1-b220-d3666979b2bd,2944,2,00:26:00.898,71,0,30,Pass,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.017179,,45714e99-c9f0-4f76-a35f-b5d906be7dd1,23761,Alhassane Bangoura,17,Right Wing,51.4,75.7,6713.0,Diego Javier Llorente Ríos,10.606602,-2.9996955,1.0,Ground Pass,40.9,74.2,,,40.0,Right Foot,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291b754e-dfbc-49ec-907c-d8c635187330,2945,2,00:26:02.694,71,2,17,Pressure,174,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,0.846552,,0c611a81-5467-4c49-8bb4-a374b7db5f1c,4320,Neymar da Silva Santos Junior,21,Left Wing,76.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45714e99-c9f0-4f76-a35f-b5d906be7dd1,e7059344-42b9-40db-9ec1-4e2d1e7a4cad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45714e99-c9f0-4f76-a35f-b5d906be7dd1,2946,2,00:26:02.915,71,2,42,Ball Receipt*,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,291b754e-dfbc-49ec-907c-d8c635187330,6713,Diego Javier Llorente Ríos,2,Right Back,40.9,74.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,86fc28b0-dd09-43f1-b220-d3666979b2bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c611a81-5467-4c49-8bb4-a374b7db5f1c,2947,2,00:26:02.915,71,2,43,Carry,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.624757,,291b754e-dfbc-49ec-907c-d8c635187330,6713,Diego Javier Llorente Ríos,2,Right Back,40.9,74.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,45714e99-c9f0-4f76-a35f-b5d906be7dd1,58b3696f-a25a-4131-9c22-663c614cec83,e7059344-42b9-40db-9ec1-4e2d1e7a4cad,40.7,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58b3696f-a25a-4131-9c22-663c614cec83,2948,2,00:26:03.540,71,3,22,Foul Committed,174,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,0.0,,0c611a81-5467-4c49-8bb4-a374b7db5f1c,4320,Neymar da Silva Santos Junior,21,Left Wing,79.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7059344-42b9-40db-9ec1-4e2d1e7a4cad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7059344-42b9-40db-9ec1-4e2d1e7a4cad,2949,2,00:26:03.540,71,3,21,Foul Won,174,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,291b754e-dfbc-49ec-907c-d8c635187330,6713,Diego Javier Llorente Ríos,2,Right Back,40.7,73.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,58b3696f-a25a-4131-9c22-663c614cec83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
