id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,pass,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,pass_switch,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,location,injury_stoppage_in_chain,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,shot_first_time,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name
27e01121-72dc-4c0b-a7ac-3dc36eb73b9d,2950,2,00:26:11.148,71,11,30,Pass,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.243841,,bae76d5e-656c-403a-9658-e869888303bb,6713,Diego Javier Llorente Ríos,2,Right Back,49.0,70.3,6852.0,Jozabed Sánchez Ruiz,10.793516,-1.8045396,1.0,Ground Pass,46.5,59.8,62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bae76d5e-656c-403a-9658-e869888303bb,2951,2,00:26:12.391,71,12,42,Ball Receipt*,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,27e01121-72dc-4c0b-a7ac-3dc36eb73b9d,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,46.5,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b61635b-e6bc-48f4-a17d-65c4a72007b7,2952,2,00:26:12.391,71,12,43,Carry,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.860353,,b1a11a5f-57ce-4382-8557-3b1dbdbdb091,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,46.5,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bae76d5e-656c-403a-9658-e869888303bb,,,47.3,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1a11a5f-57ce-4382-8557-3b1dbdbdb091,2953,2,00:26:13.252,71,13,30,Pass,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.911518,,9cff4fb4-958b-4532-bd8a-34426465c0f4,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,47.3,55.8,10727.0,Răzvan Dincă Raț,50.621143,-1.5016,3.0,High Pass,50.8,5.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cff4fb4-958b-4532-bd8a-34426465c0f4,2954,2,00:26:16.163,71,16,42,Ball Receipt*,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,b1a11a5f-57ce-4382-8557-3b1dbdbdb091,10727,Răzvan Dincă Raț,6,Left Back,50.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b173a77f-503b-4176-bc2c-2fb669c60f18,2955,2,00:26:16.163,71,16,43,Carry,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.865205,,9cff4fb4-958b-4532-bd8a-34426465c0f4,10727,Răzvan Dincă Raț,6,Left Back,50.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd490276-6e31-4d8e-9239-0da68b11de2d,,,49.3,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd490276-6e31-4d8e-9239-0da68b11de2d,2956,2,00:26:17.029,71,17,30,Pass,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.073647,,c64bac02-77dc-4583-8b38-3d173a484a9e,10727,Răzvan Dincă Raț,6,Left Back,49.3,5.9,11543.0,José Antonio Dorado Ramírez,11.101802,2.1962814,1.0,Ground Pass,42.8,14.9,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c64bac02-77dc-4583-8b38-3d173a484a9e,2957,2,00:26:18.102,71,18,42,Ball Receipt*,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,dd490276-6e31-4d8e-9239-0da68b11de2d,11543,José Antonio Dorado Ramírez,3,Right Center Back,42.8,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f38cad97-f60e-4f17-80cb-c305e7ad9c25,2958,2,00:26:18.102,71,18,43,Carry,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.307005,,c64bac02-77dc-4583-8b38-3d173a484a9e,11543,José Antonio Dorado Ramírez,3,Right Center Back,42.8,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da8f5e9a-3dc8-4be3-87a2-260621fef08c,,,45.2,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da8f5e9a-3dc8-4be3-87a2-260621fef08c,2959,2,00:26:19.409,71,19,30,Pass,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.592881,,9276e370-0cf9-4ad6-8b09-de9950c648e4,11543,José Antonio Dorado Ramírez,3,Right Center Back,45.2,17.3,26848.0,Roberto Trashorras Gayoso,6.5436993,0.8936688,1.0,Ground Pass,49.3,22.4,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276e370-0cf9-4ad6-8b09-de9950c648e4,2960,2,00:26:20.002,71,20,42,Ball Receipt*,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,da8f5e9a-3dc8-4be3-87a2-260621fef08c,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,49.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181c88f-c76e-414c-8578-0fddf44613e2,2961,2,00:26:20.002,71,20,30,Pass,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.106499,,00d68f1f-562c-4403-a5d3-4e7511c279d9,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,49.3,21.3,11543.0,José Antonio Dorado Ramírez,7.705842,-1.6097376,1.0,Ground Pass,49.0,13.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00d68f1f-562c-4403-a5d3-4e7511c279d9,2962,2,00:26:21.109,71,21,42,Ball Receipt*,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,7181c88f-c76e-414c-8578-0fddf44613e2,11543,José Antonio Dorado Ramírez,3,Right Center Back,49.0,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d8d9925-ba7b-4056-995e-bdd2e012f48f,2963,2,00:26:21.109,71,21,43,Carry,175,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.991058,,00d68f1f-562c-4403-a5d3-4e7511c279d9,11543,José Antonio Dorado Ramírez,3,Right Center Back,49.0,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6190eb5-244f-4bd2-9a08-a2844c452590,,,52.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
