id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,dribble,duel,interception,out,miscontrol,foul_won,clearance,foul_committed,substitution,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,ball_recovery,block,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,interception_outcome_id,interception_outcome_name,related_events_3,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_switch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_inswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,pass_deflected,foul_committed_card_id,foul_committed_card_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,ball_recovery_recovery_failure,shot_end_location_2
721298e7-3cee-41c4-a368-ebc79a7175c1,2162,2,00:05:30.474,50,30,30,Pass,120,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.859113,,809dc877-935a-4ace-ab69-48b43daef399,,23761,Alhassane Bangoura,17,Right Wing,108.8,70.9,,,True,,,,,,,,,,,,,,,,,,,,,,,26690.0,Alberto Mateus Contreiras Gonçalves,33.629303,-1.2782003,3.0,High Pass,118.5,38.7,40.0,Right Foot,,,,a93495db-8d33-4a5f-a23c-6b21f11195e0,,,ef519c99-5960-4238-a375-04aeea8e943b,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a93495db-8d33-4a5f-a23c-6b21f11195e0,2163,2,00:05:32.333,50,32,42,Ball Receipt*,120,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,721298e7-3cee-41c4-a368-ebc79a7175c1,,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,116.2,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ff4c01-70a1-47fc-9535-ae3285a8cf67,2177,2,00:05:48.535,50,48,30,Pass,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.247331,,1ecb6d4e-d50e-4280-b98d-b2f4de5357ed,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,36.2,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,11298.0,José Ignacio Martínez García,16.510906,-2.001935,1.0,Ground Pass,29.3,30.5,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc6dde8f-922d-4129-a34b-afdef7edd7e8,2178,2,00:05:48.665,50,48,17,Pressure,122,360,Rayo Vallecano,1,Regular Play,209,Celta Vigo,0.478382,,,,5217,Iago Aspas Juncal,23,Center Forward,85.7,40.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ecb6d4e-d50e-4280-b98d-b2f4de5357ed,2179,2,00:05:49.782,50,49,42,Ball Receipt*,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,c1ff4c01-70a1-47fc-9535-ae3285a8cf67,,11298,José Ignacio Martínez García,6,Left Back,29.3,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd76cd9d-7924-442a-b5e3-256c8e2d1b2b,2180,2,00:05:49.782,50,49,43,Carry,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.637432,,1ecb6d4e-d50e-4280-b98d-b2f4de5357ed,,11298,José Ignacio Martínez García,6,Left Back,29.3,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261bf74-c9be-4d09-94f3-6272b028e488,28.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261bf74-c9be-4d09-94f3-6272b028e488,2181,2,00:05:50.420,50,50,30,Pass,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.050008,,2501d401-45ee-49bb-b589-4c98a6129d57,,11298,José Ignacio Martínez García,6,Left Back,28.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,15.148598,0.73870313,1.0,Ground Pass,39.8,40.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29157e45-62e5-4154-9dc8-0c8b6511f9e9,2182,2,00:05:50.476,50,50,17,Pressure,122,360,Rayo Vallecano,1,Regular Play,209,Celta Vigo,0.186923,,,,7105,Fabián Ariel Orellana Valenzuela,17,Right Wing,89.6,50.1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501d401-45ee-49bb-b589-4c98a6129d57,2183,2,00:05:51.470,50,51,42,Ball Receipt*,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,4261bf74-c9be-4d09-94f3-6272b028e488,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,39.8,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91fe1b1d-057f-4d3b-b3f3-94d203d64ff1,2184,2,00:05:51.470,50,51,43,Carry,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4.206853,,14191a96-7f78-44c8-be76-3996bfce43e6,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,39.8,40.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501d401-45ee-49bb-b589-4c98a6129d57,43.8,47.9,3c9a3170-9170-4faa-90f2-7f943a0762ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14191a96-7f78-44c8-be76-3996bfce43e6,2185,2,00:05:51.567,50,51,17,Pressure,122,360,Rayo Vallecano,1,Regular Play,209,Celta Vigo,0.461255,,91fe1b1d-057f-4d3b-b3f3-94d203d64ff1,,6801,Pedro Pablo Hernández,15,Left Center Midfield,79.2,42.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd5cc1b7-8a4b-4105-8e5b-31a88e7f51d7,2186,2,00:05:55.232,50,55,17,Pressure,122,360,Rayo Vallecano,1,Regular Play,209,Celta Vigo,0.727832,,3c9a3170-9170-4faa-90f2-7f943a0762ce,,6797,Daniel Wass,13,Right Center Midfield,75.7,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c9a3170-9170-4faa-90f2-7f943a0762ce,2187,2,00:05:55.677,50,55,30,Pass,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.270446,,38845c28-7e33-413a-8d13-19d3101d711f,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,43.8,47.9,,,True,,,,,,,,,,,,,,,,,,,,,,,24138.0,Joaquín José Marín Ruiz,23.368355,1.6909051,1.0,Ground Pass,41.0,71.1,40.0,Right Foot,,,,dd5cc1b7-8a4b-4105-8e5b-31a88e7f51d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38845c28-7e33-413a-8d13-19d3101d711f,2188,2,00:05:57.947,50,57,42,Ball Receipt*,122,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,3c9a3170-9170-4faa-90f2-7f943a0762ce,,24138,Joaquín José Marín Ruiz,2,Right Back,41.0,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
