id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,off_camera,duel,interception,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance,foul_won,counterpress,out,dribble,ball_recovery,miscontrol,foul_committed,shot,block,substitution,bad_behaviour,related_events_1,related_events_2,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_aerial_won,pass_type_id,pass_type_name,goalkeeper,duel_type_id,duel_type_name,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,related_events_3,pass_switch,duel_outcome_id,duel_outcome_name,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1
da28c884-de17-4df3-a346-17c8c3024aee,2447,2,00:22:22.103,67,22,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.821544,,263ef89f-56bb-47bb-9242-c88b199d26f3,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,55.2,13.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,3f04f8e1-52ae-4851-a988-0341b91f2cc9,53d0ba50-02a9-4ee7-ad8f-211bfe98209b,,,,,,,,,,,,,,,55.7,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263ef89f-56bb-47bb-9242-c88b199d26f3,2448,2,00:22:22.454,67,22,17,Pressure,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.363652,,da28c884-de17-4df3-a346-17c8c3024aee,6791.0,Javier López Rodríguez,2.0,Right Back,64.9,66.7,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5298d40-a598-4c2c-9dc2-32d8cdcf4a45,2449,2,00:22:22.924,67,22,39,Dribbled Past,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.0,,28c51295-a1ce-4ee5-9318-132b7614d0a0,6791.0,Javier López Rodríguez,2.0,Right Back,64.4,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f04f8e1-52ae-4851-a988-0341b91f2cc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f04f8e1-52ae-4851-a988-0341b91f2cc9,2450,2,00:22:22.924,67,22,14,Dribble,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,e5298d40-a598-4c2c-9dc2-32d8cdcf4a45,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,55.7,12.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28c51295-a1ce-4ee5-9318-132b7614d0a0,2451,2,00:22:22.924,67,22,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.631079,,3f04f8e1-52ae-4851-a988-0341b91f2cc9,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,55.7,12.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,833041bc-0ae8-446f-8a09-4a4f7858da89,e5298d40-a598-4c2c-9dc2-32d8cdcf4a45,,,,,,,,,,,,,,,55.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833041bc-0ae8-446f-8a09-4a4f7858da89,2452,2,00:22:23.555,67,23,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.132929,,923e7773-6174-4bbc-b6dc-92b14805cea9,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,55.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,Tiago Manuel Dias Correia,9.588014,-0.28546286,1.0,Ground Pass,64.9,4.9,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923e7773-6174-4bbc-b6dc-92b14805cea9,2453,2,00:22:24.688,67,24,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,833041bc-0ae8-446f-8a09-4a4f7858da89,7900.0,Tiago Manuel Dias Correia,6.0,Left Back,64.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ad4e72-47df-4e41-bea3-9dd32f94beb2,2454,2,00:22:24.688,67,24,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.085258,,57445eaa-ea3a-452c-bf52-d7c13247e862,7900.0,Tiago Manuel Dias Correia,6.0,Left Back,64.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,923e7773-6174-4bbc-b6dc-92b14805cea9,,,,,,,,,,,,,,,,63.6,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57445eaa-ea3a-452c-bf52-d7c13247e862,2455,2,00:22:25.774,67,25,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.175327,,5261dc0f-8600-47ef-ad66-1ed44fe819ea,7900.0,Tiago Manuel Dias Correia,6.0,Left Back,63.6,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,8.409518,-3.0940096,1.0,Ground Pass,55.2,7.0,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261dc0f-8600-47ef-ad66-1ed44fe819ea,2456,2,00:22:26.949,67,26,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,57445eaa-ea3a-452c-bf52-d7c13247e862,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,55.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874a694-8aac-410d-940d-1dae07a1ed95,2457,2,00:22:26.949,67,26,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.309778,,5261dc0f-8600-47ef-ad66-1ed44fe819ea,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,55.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2f7a24f-a726-4a75-9d26-a0b072edfd3e,,,,,,,,,,,,,,,,58.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2f7a24f-a726-4a75-9d26-a0b072edfd3e,2458,2,00:22:29.259,67,29,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.058207,,96f760cf-2e65-4b74-8574-6f318a0d0ff3,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,58.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,Tiago Manuel Dias Correia,11.186599,-0.83598787,1.0,Ground Pass,65.5,2.3,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96f760cf-2e65-4b74-8574-6f318a0d0ff3,2459,2,00:22:30.317,67,30,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,c2f7a24f-a726-4a75-9d26-a0b072edfd3e,7900.0,Tiago Manuel Dias Correia,6.0,Left Back,65.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6dedda70-af88-46a9-963b-d00ff3feb427,2460,2,00:22:30.317,67,30,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.671923,,419d4c1b-420b-4a17-b493-43061ed5921f,7900.0,Tiago Manuel Dias Correia,6.0,Left Back,65.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,96f760cf-2e65-4b74-8574-6f318a0d0ff3,,,,,,,,,,,,,,,,65.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419d4c1b-420b-4a17-b493-43061ed5921f,2461,2,00:22:30.989,67,30,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.228044,,77d445d4-024c-489b-85bd-00dd8f375510,7900.0,Tiago Manuel Dias Correia,6.0,Left Back,65.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,12.617845,2.8273609,3.0,High Pass,53.1,6.8,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77d445d4-024c-489b-85bd-00dd8f375510,2462,2,00:22:32.217,67,32,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,419d4c1b-420b-4a17-b493-43061ed5921f,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,53.1,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4be6fe48-94d1-47d4-b60a-19434d81a3a3,2463,2,00:22:32.217,67,32,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.01243,,77d445d4-024c-489b-85bd-00dd8f375510,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,53.1,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0332091-a582-459c-8a0f-33cbcfcd9db8,,,,,,,,,,,,,,,,52.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0332091-a582-459c-8a0f-33cbcfcd9db8,2464,2,00:22:33.229,67,33,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.955591,,8326a068-c5f0-4644-82b8-c1fa36a33964,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,52.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6914.0,Roberto Román Triguero,1.7492856,2.1112158,1.0,Ground Pass,51.8,8.5,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a490b01c-ea52-4587-9bb7-68317cc78b95,2465,2,00:22:33.636,67,33,17,Pressure,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.109544,,,6838.0,Hernán Arsenio Pérez González,21.0,Left Wing,72.3,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326a068-c5f0-4644-82b8-c1fa36a33964,2466,2,00:22:35.185,67,35,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a0332091-a582-459c-8a0f-33cbcfcd9db8,6914.0,Roberto Román Triguero,5.0,Left Center Back,51.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d9b97e4-5103-4c39-bf6a-72b01e590fe3,2467,2,00:22:35.185,67,35,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.879293,,829c7635-1c3b-4693-ac31-8c0b47310fb8,6914.0,Roberto Román Triguero,5.0,Left Center Back,51.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8326a068-c5f0-4644-82b8-c1fa36a33964,,,,,,,,,,,,,,,,29.2,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829c7635-1c3b-4693-ac31-8c0b47310fb8,2468,2,00:22:36.064,67,36,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.687233,,c59a3a79-a10e-4dd9-81d7-77cb860ce543,6914.0,Roberto Román Triguero,5.0,Left Center Back,29.2,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10612.0,Yoel Rodríguez Oterino,26.39337,2.246129,1.0,Ground Pass,12.7,36.1,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c59a3a79-a10e-4dd9-81d7-77cb860ce543,2469,2,00:22:38.752,67,38,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,829c7635-1c3b-4693-ac31-8c0b47310fb8,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,12.7,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
