id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,off_camera,duel,interception,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance,foul_won,counterpress,out,dribble,ball_recovery,miscontrol,foul_committed,shot,block,substitution,bad_behaviour,related_events_1,related_events_2,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_aerial_won,pass_type_id,pass_type_name,goalkeeper,duel_type_id,duel_type_name,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,related_events_3,pass_switch,duel_outcome_id,duel_outcome_name,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1
dbf04c59-7db6-4e02-be3b-f9b93486ac92,2470,2,00:22:38.752,67,38,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.559091,,562379a5-a83f-43a7-b652-1c96888b75bb,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,12.7,36.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,7b48451b-b7aa-47ed-af82-78cc8abec211,c59a3a79-a10e-4dd9-81d7-77cb860ce543,,,,,,,,,,,,,,,12.5,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b48451b-b7aa-47ed-af82-78cc8abec211,2471,2,00:22:39.192,67,39,17,Pressure,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,1.087,,dbf04c59-7db6-4e02-be3b-f9b93486ac92,6766.0,Gerard Moreno Balaguero,23.0,Center Forward,102.9,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562379a5-a83f-43a7-b652-1c96888b75bb,2472,2,00:22:40.311,67,40,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.635169,,12e288da-ac8d-473f-b4df-4b04475d40f6,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,12.5,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,17b13309-2a73-4c93-8c32-81f4fd8cf087,,16073.0,Aras Özbiliz,47.49579,-0.47212198,3.0,High Pass,54.8,5.9,,,,,,,,,38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17b13309-2a73-4c93-8c32-81f4fd8cf087,2473,2,00:22:42.946,67,42,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,562379a5-a83f-43a7-b652-1c96888b75bb,16073.0,Aras Özbiliz,21.0,Left Wing,56.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12e288da-ac8d-473f-b4df-4b04475d40f6,2474,2,00:22:42.946,67,42,10,Interception,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.0,,562379a5-a83f-43a7-b652-1c96888b75bb,6791.0,Javier López Rodríguez,2.0,Right Back,65.3,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1abb013-995d-4dc8-afb4-e3766e8c33bd,2475,2,00:22:44.041,67,44,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.020489,,572742dc-5880-4ccd-8c5a-94c63f695312,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,49.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2206556,2.1815224,2.0,Low Pass,48.8,7.8,,66.0,Recovery,,,,,,40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572742dc-5880-4ccd-8c5a-94c63f695312,2476,2,00:22:45.062,67,45,2,Ball Recovery,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.0,,a1abb013-995d-4dc8-afb4-e3766e8c33bd,6867.0,Papa Kouly Diop,10.0,Center Defensive Midfield,71.3,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77eed53d-a492-4bef-ae8b-39ae933738c2,2477,2,00:22:45.062,67,45,43,Carry,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,2.174792,,1ab18e2a-1821-4c0d-86f3-486cfd489d6c,6867.0,Papa Kouly Diop,10.0,Center Defensive Midfield,71.3,72.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,572742dc-5880-4ccd-8c5a-94c63f695312,9b885fed-8835-4443-b277-6f865bf5f0b0,,,,,,,,,,,,,,,71.9,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ab18e2a-1821-4c0d-86f3-486cfd489d6c,2478,2,00:22:46.044,67,46,17,Pressure,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.861473,,77eed53d-a492-4bef-ae8b-39ae933738c2,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,49.7,8.7,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628d1aba-56b1-489f-912d-83b6ee5af8b7,2479,2,00:22:47.236,67,47,22,Foul Committed,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,9b885fed-8835-4443-b277-6f865bf5f0b0,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,48.2,10.6,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b885fed-8835-4443-b277-6f865bf5f0b0,2480,2,00:22:47.236,67,47,21,Foul Won,142,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.0,,628d1aba-56b1-489f-912d-83b6ee5af8b7,6867.0,Papa Kouly Diop,10.0,Center Defensive Midfield,71.9,69.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dfab946-e6b8-4eae-b093-28a9761a66c5,2483,2,00:23:16.547,68,16,2,Ball Recovery,144,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,15.0,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb6ec10e-ddba-4d14-bf92-999bdffaf296,2484,2,00:23:16.547,68,16,43,Carry,144,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.39758,,3dfab946-e6b8-4eae-b093-28a9761a66c5,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,15.0,36.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,416f0ea8-5121-44d2-90a2-5b737fe1ed92,7b3359a0-202f-4bb0-b208-00a10dd435b2,,,,,,,,,,,,,,,13.5,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416f0ea8-5121-44d2-90a2-5b737fe1ed92,2485,2,00:23:16.576,68,16,17,Pressure,144,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.249974,,cb6ec10e-ddba-4d14-bf92-999bdffaf296,6867.0,Papa Kouly Diop,10.0,Center Defensive Midfield,104.9,43.2,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694cab07-2225-41a2-a471-f7aeb4a57fec,2486,2,00:23:16.944,68,16,22,Foul Committed,144,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.0,,7b3359a0-202f-4bb0-b208-00a10dd435b2,6867.0,Papa Kouly Diop,10.0,Center Defensive Midfield,106.6,41.9,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b3359a0-202f-4bb0-b208-00a10dd435b2,2487,2,00:23:16.944,68,16,21,Foul Won,144,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,694cab07-2225-41a2-a471-f7aeb4a57fec,11542.0,Javier Guerra Rodríguez,19.0,Center Attacking Midfield,13.5,38.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59517528-0416-418b-b033-8aad0ac44d24,2488,2,00:23:46.654,68,46,19,Substitution,144,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.0,,,6766.0,Gerard Moreno Balaguero,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,Tactical,7781.0,Felipe Salvador Caicedo Corozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85e385d8-fbf3-4fb1-920b-10c397eca565,2489,2,00:23:56.880,68,56,36,Tactical Shift,144,360,Rayo Vallecano,1,Regular Play,214,Espanyol,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231.0,6792.0,Pau López Sabata,1.0,Goalkeeper,13.0,6791.0,Javier López Rodríguez,2.0,Right Back,16.0,6762.0,Álvaro González Soberón,3.0,Right Center Back,22.0,5598.0,Óscar Esau Duarte Gaitán,5.0,Left Center Back,24.0,6612.0,Rubén Duarte Sánchez,6.0,Left Back,3.0,6867.0,Papa Kouly Diop,9.0,Right Defensive Midfield,12.0,6758.0,Víctor Sánchez Mata,11.0,Left Defensive Midfield,4.0,6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,17.0,5719.0,Marco Asensio Willemsen,19.0,Center Attacking Midfield,25.0,27148.0,Abraham González Casanova,21.0,Left Wing,10.0,7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b74c82b-7baf-4916-9827-9e9437117247,2490,2,00:23:59.759,68,59,30,Pass,145,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.216136,,413653e8-ca4f-4cdb-b137-e7b229fe1949,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,11.2,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,20.931316,-1.0943289,1.0,Ground Pass,20.8,27.1,,62.0,Free Kick,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413653e8-ca4f-4cdb-b137-e7b229fe1949,2491,2,00:24:00.976,69,0,42,Ball Receipt*,145,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,4b74c82b-7baf-4916-9827-9e9437117247,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,20.8,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1d3e5fe-bc5b-4b01-88f2-59e71f7e751b,2492,2,00:24:00.976,69,0,43,Carry,145,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.890443,,413653e8-ca4f-4cdb-b137-e7b229fe1949,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,20.8,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,68491d20-fc91-404b-b8fc-9e686f8db01c,,,,,,,,,,,,,,,,25.1,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68491d20-fc91-404b-b8fc-9e686f8db01c,2493,2,00:24:02.866,69,2,30,Pass,145,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.522845,,9a3be8be-294f-4290-bb69-b657602d4ee0,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,25.1,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11542.0,Javier Guerra Rodríguez,22.078043,0.7469556,1.0,Ground Pass,41.3,49.8,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
