id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry,ball_receipt,duel,clearance,out,shot,goalkeeper,counterpress,interception,foul_won,dribble,ball_recovery,miscontrol,foul_committed,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,pass_outcome_id,pass_outcome_name,pass_switch,pass_inswinging,pass_technique_id,pass_technique_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,related_events,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,foul_won_defensive,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,ball_recovery_recovery_failure,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,clearance_left_foot,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,pass_outswinging,pass_goal_assist,shot_end_location_2
933d7373-7e6d-4a88-8574-c2e5bf38a4c9,2056,2,00:08:53.613,53,53,42,Ball Receipt*,139,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,438cb25e-43b8-4571-bbd8-1be4d0792f8f,,7900.0,Tiago Manuel Dias Correia,16.0,Left Midfield,104.6,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759802fd-7b5b-46c2-8a8c-d54e139a9b7b,2080,2,00:09:45.256,54,45,30,Pass,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,3.549479,,d94d704a-dc24-4f9b-a168-7193468603a6,,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,7.0,36.1,26685.0,Nicolás Ladislao Fedor Flores,71.89548,-0.23013495,3.0,High Pass,77.0,19.7,40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d94d704a-dc24-4f9b-a168-7193468603a6,2081,2,00:09:48.805,54,48,42,Ball Receipt*,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,759802fd-7b5b-46c2-8a8c-d54e139a9b7b,,26685.0,Nicolás Ladislao Fedor Flores,24.0,Left Center Forward,77.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba78fec9-f55d-441a-a5ed-c2af710f5039,2082,2,00:09:48.805,54,48,30,Pass,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.734794,,019e902e-8048-4dd8-b3de-e923021a5cbb,,26685.0,Nicolás Ladislao Fedor Flores,24.0,Left Center Forward,77.0,19.2,11542.0,Javier Guerra Rodríguez,16.011246,0.037482437,2.0,Low Pass,93.0,19.8,37.0,Head,,,,,,,,,,,,,,,,,,,,62370865-0aba-4a97-a2e8-38d97d996ad2,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019e902e-8048-4dd8-b3de-e923021a5cbb,2083,2,00:09:50.540,54,50,42,Ball Receipt*,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,ba78fec9-f55d-441a-a5ed-c2af710f5039,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,91.2,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62370865-0aba-4a97-a2e8-38d97d996ad2,2084,2,00:09:50.540,54,50,2,Ball Recovery,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.0,,ba78fec9-f55d-441a-a5ed-c2af710f5039,,6679.0,Aritz Elustondo Irribaria,2.0,Right Back,27.1,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e717340-0235-4415-82ec-905a9947e026,2085,2,00:09:50.540,54,50,43,Carry,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,2.409184,,42f5ca7b-2930-4643-89a0-9912a0d75ce3,,6679.0,Aritz Elustondo Irribaria,2.0,Right Back,27.1,60.3,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,62370865-0aba-4a97-a2e8-38d97d996ad2,10.6,73.7,6e68eddc-182a-4a52-a65b-f0732589570a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42f5ca7b-2930-4643-89a0-9912a0d75ce3,2086,2,00:09:50.935,54,50,17,Pressure,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.08106,,2e717340-0235-4415-82ec-905a9947e026,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,92.3,20.8,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,6e68eddc-182a-4a52-a65b-f0732589570a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e68eddc-182a-4a52-a65b-f0732589570a,2087,2,00:09:52.949,54,52,30,Pass,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.067003,,42f5ca7b-2930-4643-89a0-9912a0d75ce3,,6679.0,Aritz Elustondo Irribaria,2.0,Right Back,10.6,73.7,,,1.4866068,-0.34302393,1.0,Ground Pass,12.0,73.2,40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,5ede2e6f-cf26-4834-8d7e-d8dfa4faa2a5,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ede2e6f-cf26-4834-8d7e-d8dfa4faa2a5,2088,2,00:09:53.016,54,53,6,Block,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,6e68eddc-182a-4a52-a65b-f0732589570a,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,108.1,6.9,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce5251d1-94b9-4308-83e9-07eba61c3931,2089,2,00:09:53.814,54,53,2,Ball Recovery,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.0,,,,6679.0,Aritz Elustondo Irribaria,2.0,Right Back,11.2,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b45e3f4f-c1e0-46e9-81a2-ee2442462fda,2090,2,00:09:53.814,54,53,43,Carry,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,1.648675,,62fed83c-0a80-4cb9-88cd-ee7a9d630e1f,,6679.0,Aritz Elustondo Irribaria,2.0,Right Back,11.2,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce5251d1-94b9-4308-83e9-07eba61c3931,20.5,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62fed83c-0a80-4cb9-88cd-ee7a9d630e1f,2091,2,00:09:55.463,54,55,30,Pass,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.72426,,892e2ab6-52b2-4e31-9726-38190b95ee7e,,6679.0,Aritz Elustondo Irribaria,2.0,Right Back,20.5,70.7,6770.0,Esteban Félix Granero Molina,12.340584,-0.91757107,1.0,Ground Pass,28.0,60.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8e79904-2fa9-4c44-b1f3-e46246ea1656,2092,2,00:09:55.892,54,55,17,Pressure,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.190624,,892e2ab6-52b2-4e31-9726-38190b95ee7e,,26685.0,Nicolás Ladislao Fedor Flores,24.0,Left Center Forward,93.4,18.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,d6c6f32f-2912-4b94-b89a-395eb8d53ae5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892e2ab6-52b2-4e31-9726-38190b95ee7e,2093,2,00:09:56.187,54,56,42,Ball Receipt*,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,,,62fed83c-0a80-4cb9-88cd-ee7a9d630e1f,,6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,28.0,60.9,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,c8e79904-2fa9-4c44-b1f3-e46246ea1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6c6f32f-2912-4b94-b89a-395eb8d53ae5,2094,2,00:09:56.187,54,56,43,Carry,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,2.452713,,5add72a5-86c0-4528-9873-1ded2c011210,,6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,28.0,60.9,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,80756118-3c8d-48bc-a294-61ad8fcc129d,24.9,58.3,892e2ab6-52b2-4e31-9726-38190b95ee7e,,,c8e79904-2fa9-4c44-b1f3-e46246ea1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5add72a5-86c0-4528-9873-1ded2c011210,2095,2,00:09:58.083,54,58,17,Pressure,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.452453,,d6c6f32f-2912-4b94-b89a-395eb8d53ae5,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,94.2,21.9,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80756118-3c8d-48bc-a294-61ad8fcc129d,2096,2,00:09:58.640,54,58,14,Dribble,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.0,,bb94d887-21ab-4d83-bf84-2edc93231e32,,6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,24.9,58.3,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb94d887-21ab-4d83-bf84-2edc93231e32,2097,2,00:09:58.640,54,58,4,Duel,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,80756118-3c8d-48bc-a294-61ad8fcc129d,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,95.2,21.8,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c84e4fa-0bdb-4074-9a91-93cce0ffbed7,2098,2,00:09:59.776,54,59,17,Pressure,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.579265,,d2f40e30-9896-4fc1-a97f-f1c520ef0098,,26685.0,Nicolás Ladislao Fedor Flores,24.0,Left Center Forward,105.6,24.1,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2f40e30-9896-4fc1-a97f-f1c520ef0098,2099,2,00:10:00.144,55,0,30,Pass,142,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,3.507848,,21b07dec-40ef-4393-9ba4-09825eec0719,,16622.0,Mikel González de Martín Martínez,3.0,Right Center Back,11.1,51.8,,,23.22068,0.1906389,3.0,High Pass,33.9,56.2,40.0,Right Foot,66.0,Recovery,True,,,,,,,,,,,,,,,,,2c84e4fa-0bdb-4074-9a91-93cce0ffbed7,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21b07dec-40ef-4393-9ba4-09825eec0719,2100,2,00:10:03.652,55,3,30,Pass,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,4.212833,,d2f40e30-9896-4fc1-a97f-f1c520ef0098,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,86.2,23.9,7900.0,Tiago Manuel Dias Correia,34.033073,-0.75006986,3.0,High Pass,111.1,0.7,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,de8782a3-241f-480c-a1d9-47eda2b26660,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de8782a3-241f-480c-a1d9-47eda2b26660,2101,2,00:10:07.865,55,7,42,Ball Receipt*,142,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,21b07dec-40ef-4393-9ba4-09825eec0719,,7900.0,Tiago Manuel Dias Correia,16.0,Left Midfield,106.9,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa14f0ad-bcf3-441d-94d9-6edcac4a49a8,2104,2,00:10:18.083,55,18,30,Pass,144,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.59875,,5060fd85-783b-4b51-998f-105bc1445944,,4711.0,Pablo Hernández Domínguez,11.0,Left Defensive Midfield,90.9,9.7,11542.0,Javier Guerra Rodríguez,5.3235326,1.081944,3.0,High Pass,93.4,14.4,,,66.0,Recovery,True,,,,,,,,,,,,,,,,,aa6d228f-db0d-4ffb-bebd-6defe2fc3942,,,c2b3cf57-d41f-47fc-8d4f-cfb76be38759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
