id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper,block,ball_recovery,substitution,related_events_1,related_events_2,pass,related_events_3,carry_end_location_0,carry_end_location_1,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,shot_one_on_one
b1a6dd04-ce36-4f09-a50a-56e533ce1dcb,3072,2,00:41:25.357,86,25,30,Pass,173,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,3.3638,,22b7e523-7d30-46ff-b664-16edc264ce5e,11542,Javier Guerra Rodríguez,23,Center Forward,61.0,40.1,27144.0,Antonio Amaya Carazo,49.889477,2.8654957,1.0,Ground Pass,13.0,53.7,40.0,Right Foot,65.0,Kick Off,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596e97ff-fe9c-4ea2-941a-a07dcccc2862,3073,2,00:41:28.631,86,28,17,Pressure,173,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,1.13475,,153ae358-7684-402c-a97c-d53b20782275,4320,Neymar da Silva Santos Junior,21,Left Wing,107.1,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22b7e523-7d30-46ff-b664-16edc264ce5e,f479c9e8-d285-4baa-9040-3695616e83f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22b7e523-7d30-46ff-b664-16edc264ce5e,3074,2,00:41:28.720,86,28,42,Ball Receipt*,173,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,596e97ff-fe9c-4ea2-941a-a07dcccc2862,27144,Antonio Amaya Carazo,3,Right Center Back,13.0,53.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,b1a6dd04-ce36-4f09-a50a-56e533ce1dcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153ae358-7684-402c-a97c-d53b20782275,3075,2,00:41:28.720,86,28,43,Carry,173,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.940664,,22b7e523-7d30-46ff-b664-16edc264ce5e,27144,Antonio Amaya Carazo,3,Right Center Back,13.0,53.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,596e97ff-fe9c-4ea2-941a-a07dcccc2862,dc0c1e55-9dda-42de-a44f-0b9c8a186354,,f479c9e8-d285-4baa-9040-3695616e83f7,13.0,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc0c1e55-9dda-42de-a44f-0b9c8a186354,3076,2,00:41:29.661,86,29,22,Foul Committed,173,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,0.0,,153ae358-7684-402c-a97c-d53b20782275,4320,Neymar da Silva Santos Junior,21,Left Wing,107.1,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f479c9e8-d285-4baa-9040-3695616e83f7,,,,,,7.0,Yellow Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f479c9e8-d285-4baa-9040-3695616e83f7,3077,2,00:41:29.661,86,29,21,Foul Won,173,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,596e97ff-fe9c-4ea2-941a-a07dcccc2862,27144,Antonio Amaya Carazo,3,Right Center Back,13.0,53.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,dc0c1e55-9dda-42de-a44f-0b9c8a186354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0670af2c-95ec-4b48-8998-9205522c1c07,3078,2,00:41:59.457,86,59,30,Pass,174,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.988679,,a10859e5-d942-4970-aee5-dbdecc01ffc2,24255,Juan Carlos Martín Corral,1,Goalkeeper,13.0,53.7,27144.0,Antonio Amaya Carazo,14.080128,0.28805545,1.0,Ground Pass,26.5,57.7,40.0,Right Foot,62.0,Free Kick,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a10859e5-d942-4970-aee5-dbdecc01ffc2,3079,2,00:42:00.446,87,0,42,Ball Receipt*,174,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,0670af2c-95ec-4b48-8998-9205522c1c07,27144,Antonio Amaya Carazo,3,Right Center Back,26.5,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48d2fe8f-3de6-4c0b-bb7e-fb905a58dcd8,3080,2,00:42:02.015,87,2,30,Pass,174,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.212467,,9236a560-b07e-456a-882f-10792b6ffa0c,27144,Antonio Amaya Carazo,3,Right Center Back,28.6,57.7,24782.0,Jonhatan Montiel Caballero,16.904734,-0.4662931,1.0,Ground Pass,43.7,50.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9236a560-b07e-456a-882f-10792b6ffa0c,3081,2,00:42:03.227,87,3,42,Ball Receipt*,174,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,48d2fe8f-3de6-4c0b-bb7e-fb905a58dcd8,24782,Jonhatan Montiel Caballero,19,Center Attacking Midfield,43.7,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
