id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,out,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,miscontrol,block,clearance,foul_won,50_50,foul_committed,substitution,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,interception_outcome_id,interception_outcome_name,pass_cross,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,related_events_2,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,related_events,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate
28210a14-d159-4e04-ad9d-6edaf3126ecf,366,1,00:08:01.503,8,1,43,Carry,22,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,2.580314,,32491d10-4894-4113-8883-100620b4831e,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,43.2,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e18553b-7170-4ef1-b8e7-0f30c2d89fde,46.3,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e18553b-7170-4ef1-b8e7-0f30c2d89fde,367,1,00:08:04.083,8,4,30,Pass,22,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,2.299302,,c2e5e016-6515-4316-99f3-07709fd68ba9,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,46.3,25.1,,,,,,,,,,,,,,,,,,,,,,,,,24138.0,Joaquín José Marín Ruiz,55.798298,0.8018732,3.0,High Pass,85.1,65.2,40.0,Right Foot,,c82b72f1-7d95-47b5-90d5-ea4f51a9c3cb,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2e5e016-6515-4316-99f3-07709fd68ba9,368,1,00:08:06.383,8,6,42,Ball Receipt*,22,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,5e18553b-7170-4ef1-b8e7-0f30c2d89fde,24138,Joaquín José Marín Ruiz,2,Right Back,91.4,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c29fa24-a957-4895-9c2f-28a636eaa8df,388,1,00:08:34.987,8,34,30,Pass,24,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.517185,,4e631d4b-f0af-48dc-b5d8-662aeb24b88c,24138,Joaquín José Marín Ruiz,2,Right Back,95.6,80.0,,,,,,,,,,,,,,,,,,,,,,,,,26685.0,Nicolás Ladislao Fedor Flores,16.95317,-0.48475266,3.0,High Pass,110.6,72.1,,,,68a3f955-adc2-45c1-bb45-ad5a68518548,,,,9.0,Incomplete,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e631d4b-f0af-48dc-b5d8-662aeb24b88c,389,1,00:08:36.505,8,36,42,Ball Receipt*,24,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,3c29fa24-a957-4895-9c2f-28a636eaa8df,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,111.4,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68a3f955-adc2-45c1-bb45-ad5a68518548,390,1,00:08:36.505,8,36,10,Interception,24,360,Rayo Vallecano,4,From Throw In,220,Real Madrid,0.0,,3c29fa24-a957-4895-9c2f-28a636eaa8df,5485,Raphaël Varane,5,Left Center Back,9.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f5d2df1-4bce-494f-ab95-79a116bced68,391,1,00:08:50.156,8,50,30,Pass,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.178826,,634e81c3-1ce4-4cc1-9f52-b837bd9a9285,24138,Joaquín José Marín Ruiz,2,Right Back,107.1,80.0,,,,,,,,,,,,,,,,True,,,,,,,,,11539.0,Adrián Embarba Blázquez,14.946571,-1.1430614,2.0,Low Pass,113.3,66.4,,,,,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634e81c3-1ce4-4cc1-9f52-b837bd9a9285,392,1,00:08:50.335,8,50,42,Ball Receipt*,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,3f5d2df1-4bce-494f-ab95-79a116bced68,11539,Adrián Embarba Blázquez,17,Right Wing,113.3,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e7287b9-4ae5-4d3b-9f73-1e51e9d46c34,393,1,00:08:50.335,8,50,30,Pass,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.979498,,edf08109-8750-4849-96da-f3096828c5a4,11539,Adrián Embarba Blázquez,17,Right Wing,113.3,66.4,,,,,,,,,,,,,,,,,,,,,,,,,24138.0,Joaquín José Marín Ruiz,11.119802,1.7699555,1.0,Ground Pass,111.1,77.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edf08109-8750-4849-96da-f3096828c5a4,394,1,00:08:51.315,8,51,42,Ball Receipt*,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,8e7287b9-4ae5-4d3b-9f73-1e51e9d46c34,24138,Joaquín José Marín Ruiz,2,Right Back,111.1,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7c8d775-635b-41de-b235-da085c34261e,395,1,00:08:51.315,8,51,30,Pass,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.358622,,7288eb74-5efe-4894-9d50-f58937240d7f,24138,Joaquín José Marín Ruiz,2,Right Back,111.1,77.3,,,,,,,,,,,,,,,,,,,,,,,,,26685.0,Nicolás Ladislao Fedor Flores,29.355238,-1.6321527,3.0,High Pass,109.3,48.0,40.0,Right Foot,,821b606d-a980-4228-8384-c886ec35923e,,,,9.0,Incomplete,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821b606d-a980-4228-8384-c886ec35923e,396,1,00:08:52.673,8,52,42,Ball Receipt*,25,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,f7c8d775-635b-41de-b235-da085c34261e,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,107.8,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7288eb74-5efe-4894-9d50-f58937240d7f,397,1,00:08:52.673,8,52,9,Clearance,25,360,Rayo Vallecano,4,From Throw In,220,Real Madrid,0.0,,f7c8d775-635b-41de-b235-da085c34261e,5485,Raphaël Varane,5,Left Center Back,10.8,32.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3a6036c-59d0-47bc-8734-309f57db45f4,409,1,00:09:31.250,9,31,30,Pass,27,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.986329,,9080ca4e-9e10-4712-979c-424236a1b62c,24255,Juan Carlos Martín Corral,1,Goalkeeper,6.0,36.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,71.62269,-0.38050637,3.0,High Pass,72.5,9.4,40.0,Right Foot,,,,,,9.0,Incomplete,,,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
