id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,foul_committed_card_id,foul_committed_card_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,pass_cross
03f0d707-b5ed-4c16-894e-cbd43f045ca2,2643,2,00:25:23.653,70,23,30,Pass,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.461385,,2de26556-3d31-4ce6-be5b-1c4dc4485626,11542,Javier Guerra Rodríguez,23,Center Forward,60.0,40.0,6852.0,Jozabed Sánchez Ruiz,2.6476405,-1.7607846,1.0,Ground Pass,59.5,37.4,65.0,Kick Off,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2de26556-3d31-4ce6-be5b-1c4dc4485626,2644,2,00:25:24.115,70,24,42,Ball Receipt*,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,03f0d707-b5ed-4c16-894e-cbd43f045ca2,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,59.5,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9d28b6c-ee83-4b6d-82f9-74a1ffdcd023,2645,2,00:25:25.861,70,25,30,Pass,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.838753,,55eb66df-8409-4b80-a138-b93d9f000903,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,57.8,39.9,26848.0,Roberto Trashorras Gayoso,23.049513,2.8692524,1.0,Ground Pass,35.6,46.1,,,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55eb66df-8409-4b80-a138-b93d9f000903,2646,2,00:25:28.699,70,28,42,Ball Receipt*,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,b9d28b6c-ee83-4b6d-82f9-74a1ffdcd023,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,35.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195b71bb-fd12-41df-bacf-69429b0e68ff,2647,2,00:25:29.088,70,29,17,Pressure,168,360,Rayo Vallecano,9,From Kick Off,220,Real Madrid,1.143968,,,5574,Toni Kroos,10,Center Defensive Midfield,84.9,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d2e0bf8-286b-4130-9fe2-4f5b1357a2f0,2648,2,00:25:30.291,70,30,30,Pass,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.775682,,3cbcedd6-f968-4aed-92cf-3788c2bad04e,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,34.5,32.2,26222.0,José Eduardo Rosa Vale de Castro,19.440165,-2.2101822,1.0,Ground Pass,22.9,16.6,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cbcedd6-f968-4aed-92cf-3788c2bad04e,2649,2,00:25:32.066,70,32,42,Ball Receipt*,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,1d2e0bf8-286b-4130-9fe2-4f5b1357a2f0,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,22.9,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb34d18b-369f-43f1-a0fb-b483903bff9c,2650,2,00:25:32.066,70,32,30,Pass,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.470605,,da4596c6-d0f9-4b97-af33-fe51a83bacea,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,22.9,16.6,11298.0,José Ignacio Martínez García,22.365152,-0.48364493,1.0,Ground Pass,42.7,6.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da4596c6-d0f9-4b97-af33-fe51a83bacea,2651,2,00:25:33.537,70,33,42,Ball Receipt*,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,bb34d18b-369f-43f1-a0fb-b483903bff9c,11298,José Ignacio Martínez García,6,Left Back,42.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f19476cf-c2a4-4f69-9839-f62bfb4861f2,2652,2,00:25:33.537,70,33,30,Pass,168,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.26607,,9065403e-bbed-45d0-bf81-cf5f676df10f,11298,José Ignacio Martínez García,6,Left Back,42.4,5.7,26222.0,José Eduardo Rosa Vale de Castro,17.712425,2.925373,2.0,Low Pass,25.1,9.5,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
