id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry,duel,out,counterpress,ball_receipt,clearance,shot,goalkeeper,foul_committed,foul_won,dribble,ball_recovery,interception,block,substitution,miscontrol,bad_behaviour,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_nutmeg,dribble_overrun,dribble_outcome_id,dribble_outcome_name,ball_recovery_offensive,clearance_right_foot,pass_technique_id,pass_technique_name,pass_inswinging,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_end_location_2,shot_key_pass_id,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,pass_switch,related_events_3,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,related_events_4,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,clearance_aerial_won,pass_goal_assist
99aa5f69-4800-444e-8347-afeb9249c504,5,1,00:00:01.386,0,1,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.813761,,bec3dc1e-ce4a-498e-a77b-8b2c6796392a,True,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,61.0,40.1,26848.0,Roberto Trashorras Gayoso,1.9416488,-2.1730838,1.0,Ground Pass,59.9,38.5,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bec3dc1e-ce4a-498e-a77b-8b2c6796392a,6,1,00:00:02.200,0,2,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,99aa5f69-4800-444e-8347-afeb9249c504,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,59.9,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e49705a-0313-47c9-9e75-8b851e252260,7,1,00:00:04.472,0,4,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.283913,,6ca406a7-90a7-4526-acd5-498029c1b03b,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,65.1,42.5,24138.0,Joaquín José Marín Ruiz,28.733604,1.9299743,1.0,Ground Pass,55.0,69.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ca406a7-90a7-4526-acd5-498029c1b03b,8,1,00:00:06.756,0,6,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,9e49705a-0313-47c9-9e75-8b851e252260,,24138,Joaquín José Marín Ruiz,2,Right Back,55.0,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001fbe0d-420e-41fa-972e-3805e8872bf6,9,1,00:00:06.756,0,6,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.166245,,4ba4ca1d-3f13-4ca9-87cb-026a5ecc450d,,24138,Joaquín José Marín Ruiz,2,Right Back,55.0,69.4,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,6ca406a7-90a7-4526-acd5-498029c1b03b,ef0df0be-9b49-44f6-8f92-5d527ac2018f,55.6,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef0df0be-9b49-44f6-8f92-5d527ac2018f,10,1,00:00:07.299,0,7,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,207,Valencia,0.447428,,001fbe0d-420e-41fa-972e-3805e8872bf6,,6594,Santiago Mina Lorenzo,16,Left Midfield,61.1,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ba4ca1d-3f13-4ca9-87cb-026a5ecc450d,11,1,00:00:07.922,0,7,3,Dispossessed,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,8a1ea75d-0117-4664-bd29-56d7c64762e3,,24138,Joaquín José Marín Ruiz,2,Right Back,55.6,70.6,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a1ea75d-0117-4664-bd29-56d7c64762e3,12,1,00:00:07.922,0,7,4,Duel,2,360,Rayo Vallecano,9,From Kick Off,207,Valencia,0.0,,4ba4ca1d-3f13-4ca9-87cb-026a5ecc450d,,6594,Santiago Mina Lorenzo,16,Left Midfield,64.5,9.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3e9d938-4fa4-45a6-80e1-d4cdc4ffe730,13,1,00:00:10.621,0,10,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,3.031631,,4772b8bd-e303-4554-a3c4-dbc756e14708,,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,37.5,68.8,26685.0,Nicolás Ladislao Fedor Flores,48.61368,-0.1590615,3.0,High Pass,85.5,61.1,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772b8bd-e303-4554-a3c4-dbc756e14708,14,1,00:00:13.653,0,13,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,c3e9d938-4fa4-45a6-80e1-d4cdc4ffe730,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,85.5,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
