id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,clearance,duel,dribble,ball_receipt,out,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,counterpress,interception,off_camera,ball_recovery,foul_committed,foul_won,bad_behaviour,block,50_50,miscontrol,substitution,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,pass_type_id,pass_type_name,pass_cross,pass_switch,pass_miscommunication,dribble_overrun,pass_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,related_events_3,pass_through_ball,pass_technique_id,pass_technique_name,ball_recovery_recovery_failure,clearance_right_foot,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,related_events_4,bad_behaviour_card_id,bad_behaviour_card_name
b3faa4fb-d891-4760-83fb-2674b657f7c6,2178,2,00:28:04.741,73,4,42,Ball Receipt*,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,41d8f6c1-ce8b-4895-8ad2-b916f0352f2b,4711.0,Pablo Hernández Domínguez,7.0,Right Wing Back,82.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94bab112-d217-4eb3-bd77-eb56b1419383,2179,2,00:28:04.741,73,4,43,Carry,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.106582,,b3faa4fb-d891-4760-83fb-2674b657f7c6,4711.0,Pablo Hernández Domínguez,7.0,Right Wing Back,82.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca335aed-39ea-45e9-9821-6862a2ed1b7b,82.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca335aed-39ea-45e9-9821-6862a2ed1b7b,2180,2,00:28:04.848,73,4,30,Pass,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.590874,,4b6856f3-af4d-44f7-89c8-bae601c30b65,4711.0,Pablo Hernández Domínguez,7.0,Right Wing Back,82.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,11.806778,-1.536911,1.0,Ground Pass,82.9,6.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b6856f3-af4d-44f7-89c8-bae601c30b65,2181,2,00:28:05.439,73,5,42,Ball Receipt*,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,ca335aed-39ea-45e9-9821-6862a2ed1b7b,26848.0,Roberto Trashorras Gayoso,19.0,Center Attacking Midfield,82.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e617cd9-5cf5-4e3a-bde9-1708651c068e,2182,2,00:28:05.439,73,5,43,Carry,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.853308,,4b6856f3-af4d-44f7-89c8-bae601c30b65,26848.0,Roberto Trashorras Gayoso,19.0,Center Attacking Midfield,82.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76f5e645-57a5-4d1a-88a3-dd5610c6e78a,82.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f5e645-57a5-4d1a-88a3-dd5610c6e78a,2183,2,00:28:06.292,73,6,30,Pass,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.047715,,090abcee-ed2b-4819-add1-320999b3732c,26848.0,Roberto Trashorras Gayoso,19.0,Center Attacking Midfield,82.9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,8.852683,2.9020934,1.0,Ground Pass,74.3,8.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090abcee-ed2b-4819-add1-320999b3732c,2184,2,00:28:07.340,73,7,42,Ball Receipt*,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,76f5e645-57a5-4d1a-88a3-dd5610c6e78a,4711.0,Pablo Hernández Domínguez,7.0,Right Wing Back,74.3,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d868a6c6-ac75-4a2a-b397-3ed9483edc93,2185,2,00:28:07.340,73,7,43,Carry,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.067445,,090abcee-ed2b-4819-add1-320999b3732c,4711.0,Pablo Hernández Domínguez,7.0,Right Wing Back,74.3,8.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d1588c4-ecb4-44fb-bda1-863861209200,77.2,9.6,,,,,,,,,,,f2736e6f-5fb0-4c23-a259-973f1e97b42a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2736e6f-5fb0-4c23-a259-973f1e97b42a,2186,2,00:28:08.756,73,8,17,Pressure,164,360,Rayo Vallecano,1,Regular Play,216,Getafe,0.651306,,d868a6c6-ac75-4a2a-b397-3ed9483edc93,6720.0,Pablo Sarabia García,12.0,Right Midfield,44.3,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d1588c4-ecb4-44fb-bda1-863861209200,2187,2,00:28:09.407,73,9,14,Dribble,164,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,e323da41-f95b-4e14-bcfd-a7107bcffe01,4711.0,Pablo Hernández Domínguez,7.0,Right Wing Back,77.2,9.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e323da41-f95b-4e14-bcfd-a7107bcffe01,2188,2,00:28:09.407,73,9,4,Duel,164,360,Rayo Vallecano,1,Regular Play,216,Getafe,0.0,,1d1588c4-ecb4-44fb-bda1-863861209200,6720.0,Pablo Sarabia García,12.0,Right Midfield,42.9,70.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
