id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,interception,shot,counterpress,goalkeeper,under_pressure,foul_committed,foul_won,out,clearance,ball_recovery,off_camera,duel,dribble,block,substitution,bad_behaviour,pass,related_events,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,duel_type_id,duel_type_name,related_events_1,pass_aerial_won,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_3,duel_outcome_id,duel_outcome_name,pass_cross,interception_outcome_id,interception_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_inswinging,clearance_head,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_outswinging,shot_first_time,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_goal_assist,shot_open_goal
bcec3e75-46bb-4541-ad3e-e023fb3d9e7b,2232,2,00:15:14.539,60,14,30,Pass,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.126332,,72d9b0c9-561e-4bbe-8880-c2b6e436f904,7900,Tiago Manuel Dias Correia,16,Left Midfield,89.2,11.9,11542.0,Javier Guerra Rodríguez,8.634813,2.9078496,2.0,Low Pass,80.8,13.9,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,fe18dcca-d6c0-4bb1-b79c-57775aa34a80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe18dcca-d6c0-4bb1-b79c-57775aa34a80,2233,2,00:15:15.665,60,15,42,Ball Receipt*,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,bcec3e75-46bb-4541-ad3e-e023fb3d9e7b,11542,Javier Guerra Rodríguez,23,Center Forward,80.8,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e75b2e7f-26ca-4287-bc39-77918fd407cf,2234,2,00:15:15.665,60,15,43,Carry,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.32671,,409cff81-c83e-4780-a862-5e40eb26a9c6,11542,Javier Guerra Rodríguez,23,Center Forward,80.8,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe18dcca-d6c0-4bb1-b79c-57775aa34a80,,70.1,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409cff81-c83e-4780-a862-5e40eb26a9c6,2235,2,00:15:17.992,60,17,30,Pass,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.672802,,a8e8549d-9f00-4c03-8b73-3e6aefb4513e,11542,Javier Guerra Rodríguez,23,Center Forward,70.1,13.9,6852.0,Jozabed Sánchez Ruiz,15.383432,1.6749928,1.0,Ground Pass,68.5,29.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8e8549d-9f00-4c03-8b73-3e6aefb4513e,2236,2,00:15:18.665,60,18,42,Ball Receipt*,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,409cff81-c83e-4780-a862-5e40eb26a9c6,6852,Jozabed Sánchez Ruiz,15,Left Center Midfield,68.5,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19ba3f30-33b1-43ab-bf7b-0335947f4f0d,2237,2,00:15:18.665,60,18,43,Carry,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.957326,,6595ae94-949a-4d8d-a258-b877927ccfb1,6852,Jozabed Sánchez Ruiz,15,Left Center Midfield,68.5,29.2,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,a8e8549d-9f00-4c03-8b73-3e6aefb4513e,,73.0,37.2,c6e3ba88-9734-474f-82d9-aae884a4ee56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6e3ba88-9734-474f-82d9-aae884a4ee56,2238,2,00:15:20.385,60,20,17,Pressure,140,360,Rayo Vallecano,9,From Kick Off,221,Levante UD,0.449387,,19ba3f30-33b1-43ab-bf7b-0335947f4f0d,23943,Rubén García Santos,16,Left Midfield,47.1,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6595ae94-949a-4d8d-a258-b877927ccfb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595ae94-949a-4d8d-a258-b877927ccfb1,2239,2,00:15:20.622,60,20,30,Pass,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.470148,,c6e3ba88-9734-474f-82d9-aae884a4ee56,6852,Jozabed Sánchez Ruiz,15,Left Center Midfield,73.0,37.2,24138.0,Joaquín José Marín Ruiz,21.914606,1.8911039,1.0,Ground Pass,66.1,58.0,40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,c86bb13e-71a3-40c8-bda3-c1f8320e7127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c86bb13e-71a3-40c8-bda3-c1f8320e7127,2240,2,00:15:22.092,60,22,42,Ball Receipt*,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,6595ae94-949a-4d8d-a258-b877927ccfb1,24138,Joaquín José Marín Ruiz,2,Right Back,66.1,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562f826-3259-4820-bccc-b00fa0557626,2241,2,00:15:22.092,60,22,43,Carry,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.181571,,c86bb13e-71a3-40c8-bda3-c1f8320e7127,24138,Joaquín José Marín Ruiz,2,Right Back,66.1,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e993db5e-c19b-47a6-9111-44fd524551a7,,67.4,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e993db5e-c19b-47a6-9111-44fd524551a7,2242,2,00:15:22.274,60,22,30,Pass,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.306213,,b3916ee5-cd48-4b08-97a4-766a0854e5fb,24138,Joaquín José Marín Ruiz,2,Right Back,67.4,67.1,4711.0,Pablo Hernández Domínguez,11.90042,0.7259445,1.0,Ground Pass,76.3,75.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3916ee5-cd48-4b08-97a4-766a0854e5fb,2243,2,00:15:24.580,60,24,42,Ball Receipt*,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,e993db5e-c19b-47a6-9111-44fd524551a7,4711,Pablo Hernández Domínguez,12,Right Midfield,76.3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7274c95b-55c6-4659-8b30-9a29366bb72c,2244,2,00:15:24.580,60,24,43,Carry,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.933076,,5f323960-e9ee-412f-80b7-d9a187d940d5,4711,Pablo Hernández Domínguez,12,Right Midfield,76.3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3916ee5-cd48-4b08-97a4-766a0854e5fb,,76.3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f323960-e9ee-412f-80b7-d9a187d940d5,2245,2,00:15:26.513,60,26,30,Pass,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.9287,,d4a361df-b129-41cc-b62f-1fb72287d7d3,4711,Pablo Hernández Domínguez,12,Right Midfield,76.3,75.0,11542.0,Javier Guerra Rodríguez,31.492538,-0.5589359,1.0,Ground Pass,103.0,58.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4a361df-b129-41cc-b62f-1fb72287d7d3,2246,2,00:15:28.442,60,28,42,Ball Receipt*,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,5f323960-e9ee-412f-80b7-d9a187d940d5,11542,Javier Guerra Rodríguez,23,Center Forward,103.0,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8aec069-907e-4430-8a86-fca4b562d356,2247,2,00:15:28.442,60,28,43,Carry,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.959409,,44e5895d-4afe-45fa-bd20-8f23feb08ab8,11542,Javier Guerra Rodríguez,23,Center Forward,103.0,58.3,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,9814a98c-aa55-4c7d-99b5-93079a0d3fe3,,102.3,61.7,d4a361df-b129-41cc-b62f-1fb72287d7d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44e5895d-4afe-45fa-bd20-8f23feb08ab8,2248,2,00:15:28.551,60,28,17,Pressure,140,360,Rayo Vallecano,9,From Kick Off,221,Levante UD,1.365483,,9814a98c-aa55-4c7d-99b5-93079a0d3fe3,26012,David Navarro Pedrós,5,Left Center Back,16.8,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8aec069-907e-4430-8a86-fca4b562d356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9814a98c-aa55-4c7d-99b5-93079a0d3fe3,2249,2,00:15:29.401,60,29,30,Pass,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.78347,,24e5e5a7-1005-4aaf-969d-1713023577c6,11542,Javier Guerra Rodríguez,23,Center Forward,102.3,61.7,4711.0,Pablo Hernández Domínguez,20.035967,1.1160771,2.0,Low Pass,111.1,79.7,40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,44e5895d-4afe-45fa-bd20-8f23feb08ab8,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24e5e5a7-1005-4aaf-969d-1713023577c6,2250,2,00:15:31.185,60,31,42,Ball Receipt*,140,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,9814a98c-aa55-4c7d-99b5-93079a0d3fe3,4711,Pablo Hernández Domínguez,12,Right Midfield,109.8,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b15bc7a4-0ecf-403d-b891-6b4b02284b23,2257,2,00:15:45.453,60,45,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.66852,,26ed62d9-531d-4198-8efb-b03e1a317ca7,26848,Roberto Trashorras Gayoso,10,Center Defensive Midfield,76.0,68.1,27144.0,Antonio Amaya Carazo,35.830296,-2.8295505,1.0,Ground Pass,41.9,57.1,40.0,Right Foot,66.0,Recovery,,,,,,,True,,,,,,,,,,,,,,,,,,,8370497a-6ad8-45bb-940c-e173cc89b539,,,,bf1ae82b-fcb8-497f-9e7d-32c3fd3e4ae2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26ed62d9-531d-4198-8efb-b03e1a317ca7,2258,2,00:15:48.121,60,48,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,b15bc7a4-0ecf-403d-b891-6b4b02284b23,27144,Antonio Amaya Carazo,3,Right Center Back,41.9,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cce1ce8-b56f-487f-ad99-979f9afdc94f,2259,2,00:15:48.121,60,48,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.103321,,26ed62d9-531d-4198-8efb-b03e1a317ca7,27144,Antonio Amaya Carazo,3,Right Center Back,41.9,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665383bb-8f01-4dca-8f3d-00429598d230,,41.9,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665383bb-8f01-4dca-8f3d-00429598d230,2260,2,00:15:48.225,60,48,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.853156,,0909b4fb-5b01-42f4-8929-fb74b55453c3,27144,Antonio Amaya Carazo,3,Right Center Back,41.9,57.1,10612.0,Yoel Rodríguez Oterino,31.798428,-2.6681,1.0,Ground Pass,13.6,42.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0909b4fb-5b01-42f4-8929-fb74b55453c3,2261,2,00:15:51.078,60,51,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,665383bb-8f01-4dca-8f3d-00429598d230,10612,Yoel Rodríguez Oterino,1,Goalkeeper,13.6,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019c6bae-f942-4a5d-8f36-d82621c3e2a3,2262,2,00:15:51.078,60,51,43,Carry,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.426873,,0909b4fb-5b01-42f4-8929-fb74b55453c3,10612,Yoel Rodríguez Oterino,1,Goalkeeper,13.6,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca6416e3-2b20-4727-ae73-870c4e2f66fa,,13.6,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca6416e3-2b20-4727-ae73-870c4e2f66fa,2263,2,00:15:51.505,60,51,30,Pass,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4.116039,,223bdb14-96fc-4b88-a16a-e76c2cc6480c,10612,Yoel Rodríguez Oterino,1,Goalkeeper,13.6,42.6,11542.0,Javier Guerra Rodríguez,57.992844,0.37794474,3.0,High Pass,67.5,64.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223bdb14-96fc-4b88-a16a-e76c2cc6480c,2264,2,00:15:55.621,60,55,42,Ball Receipt*,142,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,ca6416e3-2b20-4727-ae73-870c4e2f66fa,11542,Javier Guerra Rodríguez,23,Center Forward,67.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
