id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,duel,ball_recovery,ball_receipt,clearance,out,foul_won,foul_committed,counterpress,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,substitution,miscontrol,bad_behaviour,player_off,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,goalkeeper,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_recipient_id,pass_recipient_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_left_foot,pass_aerial_won,duel_type_id,duel_type_name,pass_cross,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,dribble_outcome_id,dribble_outcome_name,related_events_3,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,ball_recovery_recovery_failure,dribble_overrun,pass_switch,clearance_right_foot,foul_committed_advantage,foul_won_advantage,shot_first_time,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,clearance_aerial_won,foul_committed_card_id,foul_committed_card_name,dribble_no_touch,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,player_off_permanent,player,position
0496bc26-71a3-4dfc-ad35-ab68057e5f89,1923,2,00:16:28.707,61,28,23,Goal Keeper,144,360,Rayo Vallecano,4,From Throw In,213,Sevilla,0.0,,ffec78c4-d403-4686-b177-af25f40d1ba3,,6823.0,Sergio Rico González,1.0,Goalkeeper,2.8,39.1,,,,,,,,,,,,,,,45.0,Diving,42.0,Moving,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb4bf3c9-18ba-4f53-926f-c51357a88cdb,1949,2,00:18:33.515,63,33,30,Pass,146,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.705179,,2cbd8f08-9108-476e-aa1e-c74152c54fe9,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,73.6,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,48.002083,-0.7352927,3.0,High Pass,109.2,29.6,40.0,Right Foot,62.0,Free Kick,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cbd8f08-9108-476e-aa1e-c74152c54fe9,1950,2,00:18:36.220,63,36,9,Clearance,146,360,Rayo Vallecano,3,From Free Kick,213,Sevilla,0.0,,bb4bf3c9-18ba-4f53-926f-c51357a88cdb,,3253.0,Adil Rami,3.0,Right Center Back,10.9,50.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ed10782-1f0d-4572-ad1d-d112ce953b4d,1970,2,00:19:48.413,64,48,30,Pass,149,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.833474,,db21acc4-2cfe-4fbd-b21f-0c85ecacfc9c,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,50.9,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,11.651609,-0.688145,1.0,Ground Pass,59.9,24.4,40.0,Right Foot,62.0,Free Kick,,,,,,,6852.0,Jozabed Sánchez Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db21acc4-2cfe-4fbd-b21f-0c85ecacfc9c,1971,2,00:19:49.246,64,49,42,Ball Receipt*,149,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,4ed10782-1f0d-4572-ad1d-d112ce953b4d,,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,59.9,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ff1aee-a8ab-4234-b4e2-cbd8d1f51f74,1972,2,00:19:49.246,64,49,43,Carry,149,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.04,,0e8f5f56-9441-464c-8b4d-294dcf73f8cd,,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,59.9,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db21acc4-2cfe-4fbd-b21f-0c85ecacfc9c,59.9,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e8f5f56-9441-464c-8b4d-294dcf73f8cd,1973,2,00:19:49.286,64,49,30,Pass,149,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.844897,,bb72ce2b-4be0-4150-af8c-e67ef8f47c60,,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,59.9,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,5.80517,2.3074527,1.0,Ground Pass,56.0,28.7,40.0,Right Foot,,,,,,,,,26848.0,Roberto Trashorras Gayoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb72ce2b-4be0-4150-af8c-e67ef8f47c60,1974,2,00:19:50.131,64,50,42,Ball Receipt*,149,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,0e8f5f56-9441-464c-8b4d-294dcf73f8cd,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,56.0,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed41631-031b-47f4-a7b6-d58925512ea7,1975,2,00:19:50.131,64,50,43,Carry,149,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.660499,,b74b252a-3015-4b2a-bc82-5de2c96bd9c5,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,56.0,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb72ce2b-4be0-4150-af8c-e67ef8f47c60,54.9,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b74b252a-3015-4b2a-bc82-5de2c96bd9c5,1976,2,00:19:52.792,64,52,30,Pass,149,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.056556,,27cd359f-11c7-47cb-a84f-587c0f231f63,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,54.9,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,17.218596,-1.5243182,1.0,Ground Pass,55.7,5.0,38.0,Left Foot,,,,,,,,,6713.0,Diego Javier Llorente Ríos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
