id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,off_camera,duel,interception,goalkeeper,clearance,foul_won,counterpress,out,dribble,ball_recovery,miscontrol,foul_committed,shot,block,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,related_events,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,foul_won_defensive,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,clearance_head,clearance_aerial_won,related_events_3,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_left_foot,ball_recovery_recovery_failure,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name
f0da0035-9e9f-469a-b0fa-3cd6aef1fada,15,1,00:00:07.327,0,7,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,3.740595,,31a51bda-0e59-4f26-92a9-29c590613dba,18404,José Ángel Crespo Rincón,5,Left Center Back,27.4,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7e34d70-2c0d-43bc-abfa-2335dee37a61,51.6,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31a51bda-0e59-4f26-92a9-29c590613dba,16,1,00:00:11.068,0,11,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.110165,,05a1c8a9-7877-4be8-95d6-00aae366390e,18404,José Ángel Crespo Rincón,5,Left Center Back,51.6,23.4,7900.0,Tiago Manuel Dias Correia,38.2106,-0.023555852,3.0,High Pass,89.8,22.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,83dfc915-c558-4ae0-bf6c-92635c5d0570,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05a1c8a9-7877-4be8-95d6-00aae366390e,17,1,00:00:13.178,0,13,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,31a51bda-0e59-4f26-92a9-29c590613dba,7900,Tiago Manuel Dias Correia,21,Left Wing,90.9,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83dfc915-c558-4ae0-bf6c-92635c5d0570,18,1,00:00:13.178,0,13,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,214,Espanyol,1.537731,,31a51bda-0e59-4f26-92a9-29c590613dba,6762,Álvaro González Soberón,3,Right Center Back,30.3,57.6,6791.0,Javier López Rodríguez,19.221342,0.57790196,2.0,Low Pass,46.4,68.1,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,365e001d-9edc-4c46-9647-650c43f9b389,,,9.0,Incomplete,,,eda5ca90-bf20-4688-b981-461ca35c4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eda5ca90-bf20-4688-b981-461ca35c4967,19,1,00:00:14.716,0,14,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,214,Espanyol,,,83dfc915-c558-4ae0-bf6c-92635c5d0570,6791,Javier López Rodríguez,2,Right Back,42.9,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365e001d-9edc-4c46-9647-650c43f9b389,20,1,00:00:14.716,0,14,2,Ball Recovery,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,83dfc915-c558-4ae0-bf6c-92635c5d0570,11298,José Ignacio Martínez García,6,Left Back,73.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ec2b4c0-7e02-41a6-8b1b-fb33a777c4c5,21,1,00:00:14.716,0,14,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.185082,,365e001d-9edc-4c46-9647-650c43f9b389,11298,José Ignacio Martínez García,6,Left Back,73.7,12.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,a4c3c001-ba55-4b55-9f01-8569cc87c669,75.0,8.8,,,,,eaf8331d-cce4-4120-9ccb-8e0353f2f325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaf8331d-cce4-4120-9ccb-8e0353f2f325,22,1,00:00:15.223,0,15,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,214,Espanyol,0.747897,,0ec2b4c0-7e02-41a6-8b1b-fb33a777c4c5,6791,Javier López Rodríguez,2,Right Back,42.9,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4c3c001-ba55-4b55-9f01-8569cc87c669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04a8cc2b-aa52-48fd-a162-16e632f88246,23,1,00:00:15.606,0,15,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,214,Espanyol,0.384323,,a4c3c001-ba55-4b55-9f01-8569cc87c669,6758,Víctor Sánchez Mata,13,Right Center Midfield,46.4,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4c3c001-ba55-4b55-9f01-8569cc87c669,24,1,00:00:15.901,0,15,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.022257,,04a8cc2b-aa52-48fd-a162-16e632f88246,11298,José Ignacio Martínez García,6,Left Back,75.0,8.8,26607.0,José Raúl Baena Urdiales,9.662815,3.0275068,1.0,Ground Pass,65.4,9.9,38.0,Left Foot,,,,,True,,,,,,,,,,,,,,,,,,c9b5d48a-4777-4c29-bb6a-df9eb072c0d0,,,,,,,eaf8331d-cce4-4120-9ccb-8e0353f2f325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9b5d48a-4777-4c29-bb6a-df9eb072c0d0,25,1,00:00:16.923,0,16,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,a4c3c001-ba55-4b55-9f01-8569cc87c669,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,65.4,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0abfe02-62db-4a4b-8435-a54e4cd0ce20,26,1,00:00:16.923,0,16,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.336903,,55d20aa2-c65c-4303-88d8-3cc8f0c119c8,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,65.4,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9b5d48a-4777-4c29-bb6a-df9eb072c0d0,58.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55d20aa2-c65c-4303-88d8-3cc8f0c119c8,27,1,00:00:18.260,0,18,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.862523,,9a00d646-c744-4e7c-aa6c-3375edf5b19a,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,58.2,7.2,18404.0,José Ángel Crespo Rincón,17.090641,2.706733,1.0,Ground Pass,42.7,14.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a00d646-c744-4e7c-aa6c-3375edf5b19a,28,1,00:00:20.123,0,20,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,55d20aa2-c65c-4303-88d8-3cc8f0c119c8,18404,José Ángel Crespo Rincón,5,Left Center Back,42.7,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557b521b-64d0-4276-ab94-5d8b327c25d6,29,1,00:00:20.123,0,20,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.187158,,969549fd-faa4-4b4a-bdc2-f2077a426c52,18404,José Ángel Crespo Rincón,5,Left Center Back,42.7,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a00d646-c744-4e7c-aa6c-3375edf5b19a,42.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969549fd-faa4-4b4a-bdc2-f2077a426c52,30,1,00:00:21.310,0,21,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.298079,,d61b7666-7975-47fc-b928-09388a0b149c,18404,José Ángel Crespo Rincón,5,Left Center Back,42.9,19.9,6713.0,Diego Javier Llorente Ríos,28.474024,1.7330582,1.0,Ground Pass,38.3,48.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d61b7666-7975-47fc-b928-09388a0b149c,31,1,00:00:23.608,0,23,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,969549fd-faa4-4b4a-bdc2-f2077a426c52,6713,Diego Javier Llorente Ríos,3,Right Center Back,38.3,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c42187e-6dd9-4c57-bff1-5d2aee0333d6,32,1,00:00:23.608,0,23,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.631656,,ba00271c-2bdc-45f5-b8f4-0f57162a91a8,6713,Diego Javier Llorente Ríos,3,Right Center Back,38.3,48.0,26848.0,Roberto Trashorras Gayoso,11.588356,-1.0762705,1.0,Ground Pass,43.8,37.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba00271c-2bdc-45f5-b8f4-0f57162a91a8,33,1,00:00:25.240,0,25,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,2c42187e-6dd9-4c57-bff1-5d2aee0333d6,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,43.8,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363a430-329e-488b-895f-3ac8d984775b,34,1,00:00:25.240,0,25,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.999998,,ba00271c-2bdc-45f5-b8f4-0f57162a91a8,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,43.8,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8266fbf-0f70-4cda-a79e-985a6bf04920,50.1,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8266fbf-0f70-4cda-a79e-985a6bf04920,35,1,00:00:27.240,0,27,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.458902,,58889077-843c-4b6c-95b0-184f034b21a8,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,50.1,29.5,26607.0,José Raúl Baena Urdiales,19.894974,-1.2697105,1.0,Ground Pass,56.0,10.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
