id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,off_camera,duel,interception,goalkeeper,clearance,foul_won,counterpress,out,dribble,ball_recovery,miscontrol,foul_committed,shot,block,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,related_events,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,foul_won_defensive,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,clearance_head,clearance_aerial_won,related_events_3,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_left_foot,ball_recovery_recovery_failure,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name
b8ec4e64-32a4-4459-8a4b-5569336b6162,5,1,00:00:00.583,0,0,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.237434,,762ed00d-e99a-4f71-8e31-a9ef7617fa9a,24782,Jonhatan Montiel Caballero,19,Center Attacking Midfield,61.0,40.1,26690.0,Alberto Mateus Contreiras Gonçalves,1.4866068,-2.4037776,1.0,Ground Pass,59.9,39.1,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762ed00d-e99a-4f71-8e31-a9ef7617fa9a,6,1,00:00:00.821,0,0,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,b8ec4e64-32a4-4459-8a4b-5569336b6162,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,59.9,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289078ed-378e-496d-9801-eea88180fc0e,7,1,00:00:00.821,0,0,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.111925,,63c4c700-da6d-4960-b858-4cc910f6e56f,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,60.2,40.4,26848.0,Roberto Trashorras Gayoso,9.687621,3.0069947,1.0,Ground Pass,50.6,41.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63c4c700-da6d-4960-b858-4cc910f6e56f,8,1,00:00:01.933,0,1,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,289078ed-378e-496d-9801-eea88180fc0e,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,50.6,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95693b1b-3523-4e45-b2d7-7565e244885a,9,1,00:00:01.933,0,1,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.930088,,63c4c700-da6d-4960-b858-4cc910f6e56f,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,50.6,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac0225e3-bc36-40b5-a8a3-262912b75f0c,50.1,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac0225e3-bc36-40b5-a8a3-262912b75f0c,10,1,00:00:02.863,0,2,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.524078,,0cea06be-a2d5-42a0-89c9-228acdfe738f,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,50.1,47.4,6713.0,Diego Javier Llorente Ríos,14.466859,2.7739224,1.0,Ground Pass,36.6,52.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cea06be-a2d5-42a0-89c9-228acdfe738f,11,1,00:00:04.387,0,4,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,ac0225e3-bc36-40b5-a8a3-262912b75f0c,6713,Diego Javier Llorente Ríos,3,Right Center Back,36.6,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3d76cfa-6522-4b84-9fec-fe6b84d30d8d,12,1,00:00:04.387,0,4,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.984827,,0cea06be-a2d5-42a0-89c9-228acdfe738f,6713,Diego Javier Llorente Ríos,3,Right Center Back,36.6,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c06abff-4773-450c-abe5-77f853f0303e,36.4,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c06abff-4773-450c-abe5-77f853f0303e,13,1,00:00:05.372,0,5,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.955827,,e7e34d70-2c0d-43bc-abfa-2335dee37a61,6713,Diego Javier Llorente Ríos,3,Right Center Back,36.4,52.6,18404.0,José Ángel Crespo Rincón,26.006922,-1.9241666,1.0,Ground Pass,27.4,28.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7e34d70-2c0d-43bc-abfa-2335dee37a61,14,1,00:00:07.327,0,7,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,9c06abff-4773-450c-abe5-77f853f0303e,18404,José Ángel Crespo Rincón,5,Left Center Back,27.4,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
