id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,clearance,duel,ball_receipt,counterpress,interception,foul_won,dribble,goalkeeper,off_camera,shot,foul_committed,ball_recovery,miscontrol,substitution,bad_behaviour,50_50,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,related_events,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_cross,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,foul_committed_type_id,foul_committed_type_name,related_events_3,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,clearance_right_foot,pass_inswinging,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name
17cdef44-0336-4334-8eb2-4cf93263ea45,507,1,00:14:40.503,14,40,30,Pass,32,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.399999,,663b6ad4-0510-40aa-8bb8-486924f16d04,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,61.0,40.1,6743.0,Manuel Rolando Iturra Urrutia,14.259383,-3.0502977,1.0,Ground Pass,46.8,38.8,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663b6ad4-0510-40aa-8bb8-486924f16d04,508,1,00:14:42.903,14,42,42,Ball Receipt*,32,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,17cdef44-0336-4334-8eb2-4cf93263ea45,6743,Manuel Rolando Iturra Urrutia,11,Left Defensive Midfield,46.8,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99e347c4-145d-46db-9877-a5647d8fbabc,509,1,00:14:44.692,14,44,30,Pass,32,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.730074,,a88e021c-26f0-4723-9113-b033768b54cf,6743,Manuel Rolando Iturra Urrutia,11,Left Defensive Midfield,46.8,38.8,26797.0,Francisco Medina Luna,33.39461,-1.2414702,1.0,Ground Pass,57.6,7.2,38.0,Left Foot,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a88e021c-26f0-4723-9113-b033768b54cf,510,1,00:14:47.422,14,47,42,Ball Receipt*,32,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,99e347c4-145d-46db-9877-a5647d8fbabc,26797,Francisco Medina Luna,19,Center Attacking Midfield,57.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2978970-cfb4-49fd-bf39-75634b87f49b,511,1,00:14:48.403,14,48,22,Foul Committed,32,360,Rayo Vallecano,9,From Kick Off,218,Real Betis,0.0,,d631f616-4d8a-4046-9ee3-db597be55c6e,6651,Joaquín Sánchez Rodríguez,12,Right Midfield,55.1,74.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d631f616-4d8a-4046-9ee3-db597be55c6e,512,1,00:14:48.403,14,48,21,Foul Won,32,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,c2978970-cfb4-49fd-bf39-75634b87f49b,26797,Francisco Medina Luna,19,Center Attacking Midfield,65.0,6.1,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e19cd324-fd77-4dbb-8721-1b77f550384a,513,1,00:15:06.527,15,6,30,Pass,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.2389,,7d1cd397-8df4-4194-bede-41820a143070,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,65.0,6.1,6713.0,Diego Javier Llorente Ríos,21.914606,2.6881487,1.0,Ground Pass,45.3,15.7,38.0,Left Foot,62.0,Free Kick,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d1cd397-8df4-4194-bede-41820a143070,514,1,00:15:07.766,15,7,42,Ball Receipt*,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,e19cd324-fd77-4dbb-8721-1b77f550384a,6713,Diego Javier Llorente Ríos,5,Left Center Back,45.3,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8b90d51-6e17-4ee5-9f23-f09af34a0881,515,1,00:15:07.926,15,7,30,Pass,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.877144,,56e0841b-6c97-4071-80d5-ce21efdb8010,6713,Diego Javier Llorente Ríos,5,Left Center Back,45.3,15.7,26848.0,Roberto Trashorras Gayoso,10.230347,-0.8823158,1.0,Ground Pass,51.8,7.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56e0841b-6c97-4071-80d5-ce21efdb8010,516,1,00:15:08.803,15,8,42,Ball Receipt*,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,d8b90d51-6e17-4ee5-9f23-f09af34a0881,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,51.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39b9bfec-e52c-4f86-9a46-3cf5d92b2ad9,517,1,00:15:08.803,15,8,43,Carry,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,3.087179,,4be6eab0-3dd7-40e0-bf41-433280517624,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,51.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56e0841b-6c97-4071-80d5-ce21efdb8010,65.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4be6eab0-3dd7-40e0-bf41-433280517624,518,1,00:15:11.890,15,11,30,Pass,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.732693,,feda4746-4441-456a-923e-a5c41d82b21c,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,65.0,9.0,26797.0,Francisco Medina Luna,9.986491,0.9633517,1.0,Ground Pass,70.7,17.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feda4746-4441-456a-923e-a5c41d82b21c,519,1,00:15:12.623,15,12,42,Ball Receipt*,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,4be6eab0-3dd7-40e0-bf41-433280517624,26797,Francisco Medina Luna,19,Center Attacking Midfield,70.7,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb3f9908-d550-43ea-b959-49ed7af6081e,520,1,00:15:12.623,15,12,43,Carry,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.716252,,9083740d-25be-4ffe-916d-4268c12ebf41,26797,Francisco Medina Luna,19,Center Attacking Midfield,70.7,17.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,ad2d990f-84d9-4b2a-8373-c87db310ff32,71.9,16.9,feda4746-4441-456a-923e-a5c41d82b21c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad2d990f-84d9-4b2a-8373-c87db310ff32,521,1,00:15:13.031,15,13,17,Pressure,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,0.392994,,9083740d-25be-4ffe-916d-4268c12ebf41,27346,Petros Matheus dos Santos Araújo,9,Right Defensive Midfield,45.7,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb3f9908-d550-43ea-b959-49ed7af6081e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9083740d-25be-4ffe-916d-4268c12ebf41,522,1,00:15:13.339,15,13,30,Pass,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.88005,,52f82521-0bfb-4d36-9ec3-6b16d3cb01fd,26797,Francisco Medina Luna,19,Center Attacking Midfield,71.9,16.9,,,6.0083275,-2.819842,1.0,Ground Pass,66.2,15.0,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,ad2d990f-84d9-4b2a-8373-c87db310ff32,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52f82521-0bfb-4d36-9ec3-6b16d3cb01fd,523,1,00:15:14.219,15,14,10,Interception,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,0.0,,9083740d-25be-4ffe-916d-4268c12ebf41,6630,Jorge Molina Vidal,22,Right Center Forward,53.9,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d0ec992-7c2d-4360-adc5-0b2a427ef69e,524,1,00:15:14.762,15,14,2,Ball Recovery,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,63.6,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81f22f5d-cba6-4504-ab50-814e76af7d37,525,1,00:15:14.762,15,14,43,Carry,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.855053,,230be3f0-5721-4e4a-a7d0-1183776242f9,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,63.6,17.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,5d0ec992-7c2d-4360-adc5-0b2a427ef69e,63.3,17.2,a801cf54-c1e5-4321-9c64-2884c14fa3f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230be3f0-5721-4e4a-a7d0-1183776242f9,526,1,00:15:15.394,15,15,17,Pressure,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,0.335056,,81f22f5d-cba6-4504-ab50-814e76af7d37,27346,Petros Matheus dos Santos Araújo,9,Right Defensive Midfield,54.0,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a801cf54-c1e5-4321-9c64-2884c14fa3f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a801cf54-c1e5-4321-9c64-2884c14fa3f1,527,1,00:15:15.617,15,15,30,Pass,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.717508,,230be3f0-5721-4e4a-a7d0-1183776242f9,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,63.3,17.2,24138.0,Joaquín José Marín Ruiz,48.819054,1.4248437,3.0,High Pass,70.4,65.5,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,bc19e321-0dd5-4fac-8316-bf968a500a0b,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
bc19e321-0dd5-4fac-8316-bf968a500a0b,528,1,00:15:18.334,15,18,42,Ball Receipt*,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,a801cf54-c1e5-4321-9c64-2884c14fa3f1,24138,Joaquín José Marín Ruiz,2,Right Back,70.4,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dcff6a-9536-45b2-b0e9-d09fdb1af90c,529,1,00:15:18.334,15,18,43,Carry,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.129874,,a609a276-29e1-4d55-a16c-ccd1d2d8662f,24138,Joaquín José Marín Ruiz,2,Right Back,70.4,65.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,bc19e321-0dd5-4fac-8316-bf968a500a0b,77.2,66.3,f56f08b7-7607-4402-a7f6-653cd02f1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f56f08b7-7607-4402-a7f6-653cd02f1932,530,1,00:15:18.737,15,18,17,Pressure,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,0.758377,,49dcff6a-9536-45b2-b0e9-d09fdb1af90c,3601,Charly Musonda Junior,16,Left Midfield,45.7,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a609a276-29e1-4d55-a16c-ccd1d2d8662f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
