id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,clearance,duel,ball_receipt,counterpress,interception,foul_won,dribble,goalkeeper,off_camera,shot,foul_committed,ball_recovery,miscontrol,substitution,bad_behaviour,50_50,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,related_events,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_cross,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,foul_committed_type_id,foul_committed_type_name,related_events_3,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,clearance_right_foot,pass_inswinging,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name
a609a276-29e1-4d55-a16c-ccd1d2d8662f,531,1,00:15:19.464,15,19,38,Miscontrol,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,f56f08b7-7607-4402-a7f6-653cd02f1932,24138,Joaquín José Marín Ruiz,2,Right Back,77.2,66.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c7f37a2-cb3f-44ce-be08-02ca65221bc2,532,1,00:15:20.265,15,20,17,Pressure,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.241211,,,24138,Joaquín José Marín Ruiz,2,Right Back,78.8,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
007bfc72-e970-4df6-831e-6ff619c404b1,533,1,00:15:21.555,15,21,2,Ball Recovery,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,0.0,,,3601,Charly Musonda Junior,16,Left Midfield,32.4,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8bd734c-4b94-4dd8-9197-edd3879fdbbe,534,1,00:15:21.555,15,21,43,Carry,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,5.84109,,007bfc72-e970-4df6-831e-6ff619c404b1,3601,Charly Musonda Junior,16,Left Midfield,32.4,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bef4615-1908-48cf-b633-24213a18c649,68.6,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bef4615-1908-48cf-b633-24213a18c649,535,1,00:15:27.397,15,27,30,Pass,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,1.256468,,97efe294-e7d3-455a-a5c9-7938fb032381,3601,Charly Musonda Junior,16,Left Midfield,68.6,16.2,6832.0,Rubén Castro Martín,18.506756,0.90027475,1.0,Ground Pass,80.1,30.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97efe294-e7d3-455a-a5c9-7938fb032381,536,1,00:15:28.653,15,28,42,Ball Receipt*,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,,,4bef4615-1908-48cf-b633-24213a18c649,6832,Rubén Castro Martín,24,Left Center Forward,80.1,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8d9fd7f-bfb9-45eb-995a-7355d595db5d,537,1,00:15:28.653,15,28,38,Miscontrol,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,0.0,,,6832,Rubén Castro Martín,24,Left Center Forward,80.1,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ff6a4b5-d684-4998-8853-ca7b6adfb399,538,1,00:15:30.104,15,30,30,Pass,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.837997,,a5146957-5b28-4876-a3a0-fef790416256,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,35.4,42.7,7900.0,Tiago Manuel Dias Correia,37.110107,-0.98877275,1.0,Ground Pass,55.8,11.7,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5146957-5b28-4876-a3a0-fef790416256,539,1,00:15:31.942,15,31,42,Ball Receipt*,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,7ff6a4b5-d684-4998-8853-ca7b6adfb399,7900,Tiago Manuel Dias Correia,21,Left Wing,55.8,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6daeb953-da97-4afe-957e-4657b663af1e,540,1,00:15:31.942,15,31,43,Carry,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,3.464672,,4ed7fda3-7949-4a74-b3f3-bbc3af06c788,7900,Tiago Manuel Dias Correia,21,Left Wing,55.8,11.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,a5146957-5b28-4876-a3a0-fef790416256,76.9,3.9,fc99b02f-8b71-429f-990d-9fe51e38091c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc99b02f-8b71-429f-990d-9fe51e38091c,541,1,00:15:32.833,15,32,17,Pressure,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,2.449922,,6daeb953-da97-4afe-957e-4657b663af1e,6865,Francisco José Molinero Calderón,2,Right Back,60.1,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a58abc70-fdba-4e2f-b987-5339a4c5dca3,542,1,00:15:35.406,15,35,39,Dribbled Past,33,360,Rayo Vallecano,3,From Free Kick,218,Real Betis,0.0,,4ed7fda3-7949-4a74-b3f3-bbc3af06c788,6865,Francisco José Molinero Calderón,2,Right Back,43.2,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2c9ebb1-2d04-4b42-b987-a1571ee6ccf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ed7fda3-7949-4a74-b3f3-bbc3af06c788,543,1,00:15:35.406,15,35,14,Dribble,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,a58abc70-fdba-4e2f-b987-5339a4c5dca3,7900,Tiago Manuel Dias Correia,21,Left Wing,76.9,3.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,
c2c9ebb1-2d04-4b42-b987-a1571ee6ccf0,544,1,00:15:35.406,15,35,43,Carry,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.894875,,3ada999a-e978-4bfd-aa5c-e1cb9f5d9309,7900,Tiago Manuel Dias Correia,21,Left Wing,76.9,3.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4ed7fda3-7949-4a74-b3f3-bbc3af06c788,92.1,5.7,a58abc70-fdba-4e2f-b987-5339a4c5dca3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ada999a-e978-4bfd-aa5c-e1cb9f5d9309,545,1,00:15:37.301,15,37,38,Miscontrol,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,7900,Tiago Manuel Dias Correia,21,Left Wing,92.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89ee96d3-ced0-4599-a8c5-a12cd9688c59,546,1,00:15:37.727,15,37,17,Pressure,33,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.392071,,2dd3629d-bd28-405e-baf1-4b417c9f9c8a,7900,Tiago Manuel Dias Correia,21,Left Wing,98.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777e35a7-c0cc-4707-892a-733d13c55eec,,,f29a5a0c-3477-44ef-b33a-99def55c583d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41945ee9-4c12-4b70-a4d4-0631f049b741,566,1,00:15:52.407,15,52,2,Ball Recovery,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,26.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d330e3b1-b9f4-4f77-977e-b89a0a62de25,567,1,00:15:52.407,15,52,43,Carry,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.820645,,41945ee9-4c12-4b70-a4d4-0631f049b741,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,26.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b22b76e-71a0-4d52-adbc-d2e75d405bdc,28.4,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b22b76e-71a0-4d52-adbc-d2e75d405bdc,568,1,00:15:55.227,15,55,30,Pass,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.258584,,06bedc26-d507-496d-8849-6f42c2061a4c,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,28.4,43.3,26848.0,Roberto Trashorras Gayoso,32.703823,-0.9989077,1.0,Ground Pass,46.1,15.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06bedc26-d507-496d-8849-6f42c2061a4c,569,1,00:15:56.486,15,56,42,Ball Receipt*,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,6b22b76e-71a0-4d52-adbc-d2e75d405bdc,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,46.1,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a07a458-dd07-4d97-b31f-61548b10bc16,570,1,00:15:57.810,15,57,30,Pass,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.99629,,f17e19f6-0355-43aa-80a6-226c15a53953,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,46.1,15.8,26797.0,Francisco Medina Luna,19.785095,0.13689353,1.0,Ground Pass,65.7,18.5,40.0,Right Foot,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f17e19f6-0355-43aa-80a6-226c15a53953,571,1,00:15:58.806,15,58,42,Ball Receipt*,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,7a07a458-dd07-4d97-b31f-61548b10bc16,26797,Francisco Medina Luna,19,Center Attacking Midfield,65.7,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d895b6c-7eff-470e-a529-7e8479cf57eb,572,1,00:15:59.657,15,59,17,Pressure,35,360,Rayo Vallecano,1,Regular Play,218,Real Betis,0.299059,,906e7bae-4d5a-43c2-b84d-0612b57b6a8f,27346,Petros Matheus dos Santos Araújo,9,Right Defensive Midfield,60.1,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906e7bae-4d5a-43c2-b84d-0612b57b6a8f,573,1,00:15:59.871,15,59,30,Pass,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.875416,,2d895b6c-7eff-470e-a529-7e8479cf57eb,26797,Francisco Medina Luna,19,Center Attacking Midfield,62.6,11.9,6914.0,Roberto Román Triguero,9.381365,-2.1972415,1.0,Ground Pass,57.1,4.3,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,65aba11d-6b8c-42fa-be7b-9486ff33f6f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65aba11d-6b8c-42fa-be7b-9486ff33f6f3,574,1,00:16:00.746,16,0,42,Ball Receipt*,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,906e7bae-4d5a-43c2-b84d-0612b57b6a8f,6914,Roberto Román Triguero,6,Left Back,57.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9399ea53-d100-4b96-bb1c-3be51c73f165,575,1,00:16:00.746,16,0,30,Pass,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.930113,,577c79db-2ef0-4a10-915e-fef23c47bc3d,6914,Roberto Román Triguero,6,Left Back,57.1,4.3,26848.0,Roberto Trashorras Gayoso,10.562197,1.8985348,1.0,Ground Pass,53.7,14.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577c79db-2ef0-4a10-915e-fef23c47bc3d,576,1,00:16:01.676,16,1,42,Ball Receipt*,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,9399ea53-d100-4b96-bb1c-3be51c73f165,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,53.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f18cf43-089c-4161-aa5a-ab72674dcbdd,577,1,00:16:01.676,16,1,43,Carry,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.079376,,39e6f9d9-a2c6-48cf-96b7-43785abf9694,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,53.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577c79db-2ef0-4a10-915e-fef23c47bc3d,51.5,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
