id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,duel,counterpress,ball_receipt,foul_won,shot,block,goalkeeper,off_camera,out,clearance,interception,foul_committed,dribble,ball_recovery,substitution,miscontrol,pass,related_events_1,pass_outcome_id,pass_outcome_name,related_events,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,pass_cross,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_technique_id,pass_technique_name,pass_outswinging,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,pass_aerial_won,clearance_right_foot
9b17a402-6da8-46b3-b282-2040df92a460,2688,2,00:26:23.226,71,23,43,Carry,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.869253,,02cf2ada-45e7-430c-b66b-ee72655f7157,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,55.3,37.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,4690997b-1a99-4730-851d-6f87375874e3,,,,54.2,42.0,99a2daba-89a6-4e83-8fb8-eed3dfe54a63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99a2daba-89a6-4e83-8fb8-eed3dfe54a63,2689,2,00:26:23.648,71,23,17,Pressure,174,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.467776,,28ec2849-3db4-4c54-a3be-577683f65655,22819,Bruno Soriano Llido,11,Left Defensive Midfield,62.2,41.7,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,4690997b-1a99-4730-851d-6f87375874e3,,,,,,9b17a402-6da8-46b3-b282-2040df92a460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3b7433-8739-4374-88d0-756ca971e531,2690,2,00:26:24.095,71,24,39,Dribbled Past,174,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.0,,28ec2849-3db4-4c54-a3be-577683f65655,22819,Bruno Soriano Llido,11,Left Defensive Midfield,65.9,38.1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,4690997b-1a99-4730-851d-6f87375874e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690997b-1a99-4730-851d-6f87375874e3,2691,2,00:26:24.095,71,24,14,Dribble,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,6b3b7433-8739-4374-88d0-756ca971e531,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,54.2,42.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,99a2daba-89a6-4e83-8fb8-eed3dfe54a63,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28ec2849-3db4-4c54-a3be-577683f65655,2692,2,00:26:24.095,71,24,43,Carry,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.234581,,20f79bec-d6cf-4d52-8b99-3195a923da9d,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,54.2,42.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,4690997b-1a99-4730-851d-6f87375874e3,,,,53.3,54.1,6b3b7433-8739-4374-88d0-756ca971e531,,,99a2daba-89a6-4e83-8fb8-eed3dfe54a63,bdd162fc-0c78-4b1a-a743-e96eeaddebd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20f79bec-d6cf-4d52-8b99-3195a923da9d,2693,2,00:26:26.818,71,26,17,Pressure,174,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.720999,,28ec2849-3db4-4c54-a3be-577683f65655,6829,Samuel Castillejo Azuaga,16,Left Midfield,66.4,22.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,bdd162fc-0c78-4b1a-a743-e96eeaddebd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdd162fc-0c78-4b1a-a743-e96eeaddebd9,2694,2,00:26:27.330,71,27,30,Pass,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.251657,,20f79bec-d6cf-4d52-8b99-3195a923da9d,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,53.3,54.1,11539.0,Adrián Embarba Blázquez,26.653706,0.59320545,1.0,Ground Pass,75.4,69.0,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,ce19498b-9b4c-4f24-9f9a-8188419414eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c3dd37d-ebc2-4fe3-9ee4-421c31e03bb8,2695,2,00:26:28.137,71,28,17,Pressure,174,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.342994,,,6935,Adrián Marín Gómez,6,Left Back,45.1,13.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce19498b-9b4c-4f24-9f9a-8188419414eb,2696,2,00:26:28.581,71,28,42,Ball Receipt*,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,bdd162fc-0c78-4b1a-a743-e96eeaddebd9,11539,Adrián Embarba Blázquez,21,Left Wing,75.4,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82120a67-fbe5-4211-a57f-a713808d6e01,2697,2,00:26:28.581,71,28,39,Dribbled Past,174,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.0,,539803a7-8600-4a59-a465-1f8d0e347bed,6935,Adrián Marín Gómez,6,Left Back,42.6,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d400667c-f833-43a3-9a13-d163522b69b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d400667c-f833-43a3-9a13-d163522b69b0,2698,2,00:26:28.581,71,28,14,Dribble,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,82120a67-fbe5-4211-a57f-a713808d6e01,11539,Adrián Embarba Blázquez,21,Left Wing,77.5,69.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539803a7-8600-4a59-a465-1f8d0e347bed,2699,2,00:26:28.581,71,28,43,Carry,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4.483061,,238ed513-81ab-492e-98bb-fea38e7599fb,11539,Adrián Embarba Blázquez,21,Left Wing,77.5,69.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,82120a67-fbe5-4211-a57f-a713808d6e01,,,,101.2,74.9,d400667c-f833-43a3-9a13-d163522b69b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238ed513-81ab-492e-98bb-fea38e7599fb,2700,2,00:26:33.064,71,33,30,Pass,174,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.94098,,,11539,Adrián Embarba Blázquez,21,Left Wing,101.2,74.9,,,59.16629,-1.2474424,3.0,High Pass,120.0,18.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e23627-c9c6-4787-81e5-eed10b1d092d,2716,2,00:27:11.476,72,11,4,Duel,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,5346c496-69e7-45f4-8c06-793f898fc9a3,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,62.3,19.0,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e21b617-a603-489c-be71-d4c5412274bf,2717,2,00:27:12.289,72,12,2,Ball Recovery,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,11542,Javier Guerra Rodríguez,23,Center Forward,65.9,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04146fda-b705-4894-a078-a12ac6249a47,2718,2,00:27:12.289,72,12,43,Carry,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.420432,,00986543-2213-485c-8b9d-623c9a97924e,11542,Javier Guerra Rodríguez,23,Center Forward,65.9,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e21b617-a603-489c-be71-d4c5412274bf,,,,65.9,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00986543-2213-485c-8b9d-623c9a97924e,2719,2,00:27:12.710,72,12,30,Pass,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.855054,,a3e7b470-9168-4854-966f-df20f1879f20,11542,Javier Guerra Rodríguez,23,Center Forward,65.9,14.3,6852.0,Jozabed Sánchez Ruiz,13.130879,1.6393908,1.0,Ground Pass,65.0,27.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3e7b470-9168-4854-966f-df20f1879f20,2720,2,00:27:13.565,72,13,42,Ball Receipt*,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,00986543-2213-485c-8b9d-623c9a97924e,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,65.0,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be1a1521-60cf-4326-95d8-7efc61ee1c12,2721,2,00:27:13.565,72,13,43,Carry,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.181961,,a3e7b470-9168-4854-966f-df20f1879f20,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,65.0,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a965b9ae-7ae7-43bc-96a3-2239ad003a11,,,,74.8,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a965b9ae-7ae7-43bc-96a3-2239ad003a11,2722,2,00:27:15.747,72,15,30,Pass,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.324307,,df52ebd1-a8d3-45f7-8574-cf2408033353,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,74.8,35.2,11539.0,Adrián Embarba Blázquez,38.39818,1.3100262,1.0,Ground Pass,84.7,72.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100c89be-31c8-45b9-95fe-815bd485668c,2723,2,00:27:15.837,72,15,17,Pressure,176,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.331996,,,22819,Bruno Soriano Llido,11,Left Defensive Midfield,44.8,44.9,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df52ebd1-a8d3-45f7-8574-cf2408033353,2724,2,00:27:18.071,72,18,42,Ball Receipt*,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a965b9ae-7ae7-43bc-96a3-2239ad003a11,11539,Adrián Embarba Blázquez,21,Left Wing,84.7,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6229ee41-ae69-4885-8f08-fb7d2a136686,2725,2,00:27:18.071,72,18,43,Carry,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.840561,,85890f69-bd95-4218-b660-e18428ee0276,11539,Adrián Embarba Blázquez,21,Left Wing,84.7,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df52ebd1-a8d3-45f7-8574-cf2408033353,,,,110.0,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85890f69-bd95-4218-b660-e18428ee0276,2726,2,00:27:21.912,72,21,30,Pass,176,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.987847,,a22362fc-48df-4bb2-85ef-fa629fe4bf0d,11539,Adrián Embarba Blázquez,21,Left Wing,110.0,70.7,,,22.389507,-1.4813496,2.0,Low Pass,112.0,48.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a22362fc-48df-4bb2-85ef-fa629fe4bf0d,2727,2,00:27:22.899,72,22,2,Ball Recovery,176,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.0,,85890f69-bd95-4218-b660-e18428ee0276,6752,Víctor Ruíz Torre,5,Left Center Back,8.1,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a84e204-82ed-43bd-8800-85d71cb1be12,2743,2,00:27:58.220,72,58,30,Pass,179,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.662227,,39e6e84c-9929-498c-b5e5-b9e5c2f48271,24138,Joaquín José Marín Ruiz,2,Right Back,42.8,80.0,,,21.224985,-0.10857606,3.0,High Pass,63.9,77.7,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39e6e84c-9929-498c-b5e5-b9e5c2f48271,2744,2,00:27:59.882,72,59,10,Interception,179,360,Rayo Vallecano,4,From Throw In,222,Villarreal,0.0,,6a84e204-82ed-43bd-8800-85d71cb1be12,22819,Bruno Soriano Llido,11,Left Defensive Midfield,56.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a713ed21-ea30-4752-ba3c-8ca7a6bd908e,2745,2,00:28:13.714,73,13,30,Pass,180,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.334603,,e20ff737-49b7-419b-afc8-26a2cda9002a,24138,Joaquín José Marín Ruiz,2,Right Back,55.9,80.0,11542.0,Javier Guerra Rodríguez,15.890248,-0.2220819,3.0,High Pass,71.4,76.5,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,ef9783a5-3c76-4361-a213-88552f615f06,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef9783a5-3c76-4361-a213-88552f615f06,2746,2,00:28:15.048,73,15,42,Ball Receipt*,180,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,a713ed21-ea30-4752-ba3c-8ca7a6bd908e,11542,Javier Guerra Rodríguez,23,Center Forward,73.1,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d548b2aa-73d6-44e3-9c30-c97a4263c190,2747,2,00:28:15.048,73,15,4,Duel,180,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,e20ff737-49b7-419b-afc8-26a2cda9002a,11542,Javier Guerra Rodríguez,23,Center Forward,71.4,76.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e20ff737-49b7-419b-afc8-26a2cda9002a,2748,2,00:28:15.048,73,15,9,Clearance,180,360,Rayo Vallecano,4,From Throw In,222,Villarreal,0.0,,a713ed21-ea30-4752-ba3c-8ca7a6bd908e,22819,Bruno Soriano Llido,11,Left Defensive Midfield,48.7,3.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,d548b2aa-73d6-44e3-9c30-c97a4263c190,,,,,,,,,,,,,,,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66cf9a98-c102-4048-a9b6-5d958674fbd8,2749,2,00:28:29.940,73,29,30,Pass,181,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.015888,,30d5f980-8bdf-4a5c-88d4-7c6b8854bebe,24138,Joaquín José Marín Ruiz,2,Right Back,72.5,80.0,,,15.158496,-0.24657866,3.0,High Pass,87.2,76.3,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30d5f980-8bdf-4a5c-88d4-7c6b8854bebe,2750,2,00:28:30.956,73,30,10,Interception,181,360,Rayo Vallecano,4,From Throw In,222,Villarreal,0.0,,66cf9a98-c102-4048-a9b6-5d958674fbd8,22819,Bruno Soriano Llido,11,Left Defensive Midfield,32.9,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89741350-8837-4bad-980d-e5432419deb1,2751,2,00:28:59.546,73,59,19,Substitution,181,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,Tactical,26685.0,Nicolás Ladislao Fedor Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
